Blue Eaten,EarlyBird,Orange Eaten,Score,Seed,Win/Lose
1,0,2,1438.0,0,win
1,0,2,496.0,0,lose
2,0,2,1734.0,0,win
2,0,1,423.0,0,lose
2,0,2,1725.0,0,win
2,0,1,1485.0,0,win
1,1,2,1519.0,0,win
1,0,2,1512.0,0,win
2,0,2,1666.0,0,win
2,0,2,1673.0,0,win
2,0,2,1735.0,0,win
2,0,1,1517.0,0,win
2,0,2,525.0,0,lose
2,0,1,359.0,0,lose
1,0,2,1545.0,0,win
2,0,2,1682.0,0,win
2,0,2,1727.0,0,win
2,0,2,1725.0,0,win
2,0,2,1735.0,0,win
2,0,2,1718.0,0,win
2,0,2,1737.0,0,win
1,0,2,416.0,0,lose
2,0,2,1752.0,0,win
1,0,2,1486.0,0,win
2,0,2,900.0,0,timeout
2,0,2,1751.0,0,win
2,0,2,683.0,0,lose
0,0,2,1320.0,0,win
1,0,1,1297.0,0,win
1,0,2,1531.0,0,win
2,0,2,1718.0,0,win
2,0,2,1717.0,0,win
2,0,1,1505.0,0,win
2,0,1,1530.0,0,win
2,0,2,1693.0,0,win
2,0,2,1761.0,0,win
2,0,2,1710.0,0,win
2,0,2,1758.0,0,win
2,0,2,1700.0,0,win
2,0,2,1722.0,0,win
2,0,1,1504.0,0,win
2,0,1,1484.0,0,win
1,0,2,463.0,0,lose
2,0,2,1756.0,0,win
2,0,2,1702.0,0,win
2,0,2,1735.0,0,win
2,0,2,1717.0,0,win
1,0,2,1515.0,0,win
2,0,2,1746.0,0,win
0,0,2,1287.0,0,win
2,1,2,1709.0,0,win
2,0,2,1666.0,0,win
2,0,2,1720.0,0,win
2,0,2,598.0,0,lose
1,0,1,1294.0,0,win
2,0,2,1748.0,0,win
2,0,2,1733.0,0,win
2,0,2,675.0,0,lose
2,0,2,1718.0,0,win
2,0,2,586.0,0,lose
2,0,2,1707.0,0,win
2,0,2,1743.0,0,win
2,0,2,1676.0,0,win
2,0,2,1710.0,0,win
1,0,2,1483.0,0,win
1,0,2,1462.0,0,win
2,0,2,1733.0,0,win
2,0,2,1702.0,0,win
2,0,2,1689.0,0,win
2,1,2,1715.0,0,win
2,0,2,1744.0,0,win
2,0,1,1530.0,0,win
2,0,2,1705.0,0,win
2,1,2,1717.0,0,win
2,0,1,1546.0,0,win
2,0,2,1729.0,0,win
2,0,2,1718.0,0,win
2,0,2,1713.0,0,win
2,0,2,1739.0,0,win
2,0,2,1740.0,0,win
2,0,2,1719.0,0,win
0,0,1,-214.0,0,lose
2,0,2,1681.0,0,win
2,0,2,1674.0,0,win
2,0,2,1709.0,0,win
1,0,2,1511.0,0,win
2,0,1,1499.0,0,win
2,0,2,1748.0,0,win
2,0,2,614.0,0,lose
1,0,2,1496.0,0,win
2,0,2,1610.0,0,win
2,0,2,1748.0,0,win
0,0,1,360.0,0,timeout
2,0,2,652.0,0,lose
2,0,2,1766.0,0,win
1,0,1,107.0,0,lose
2,0,1,1506.0,0,win
2,0,2,1742.0,0,win
0,0,2,1302.0,0,win
2,0,2,596.0,0,lose
2,0,2,1704.0,0,win
2,0,2,1741.0,0,win
2,0,2,1700.0,0,win
0,0,2,1340.0,0,win
2,0,2,1727.0,0,win
2,0,2,1753.0,0,win
2,0,2,1746.0,0,win
2,0,2,1758.0,0,win
2,0,1,338.0,0,lose
2,0,2,1695.0,0,win
1,0,1,30.0,0,lose
1,0,1,4.0,0,lose
1,0,2,1521.0,0,win
1,0,2,1548.0,0,win
2,0,2,1693.0,0,win
2,0,2,1691.0,0,win
2,0,2,1715.0,0,win
0,0,1,-185.0,0,lose
2,0,2,1728.0,0,win
2,0,2,1674.0,0,win
2,0,2,1699.0,0,win
2,0,2,1758.0,0,win
2,0,2,1745.0,0,win
1,0,2,1496.0,0,win
2,0,2,1720.0,0,win
2,1,1,1539.0,0,win
2,0,2,1711.0,0,win
2,0,2,1720.0,0,win
2,1,2,1729.0,0,win
1,0,1,1303.0,0,win
2,0,2,1759.0,0,win
2,0,2,1714.0,0,win
2,0,2,1711.0,0,win
2,0,2,1733.0,0,win
2,0,2,1753.0,0,win
2,0,2,1711.0,0,win
2,0,2,544.0,0,lose
2,0,2,1578.0,0,win
2,0,1,1375.0,0,win
2,0,2,1674.0,0,win
1,0,2,1526.0,0,win
2,0,2,1735.0,0,win
2,0,2,589.0,0,lose
2,0,2,616.0,0,lose
1,0,2,267.0,0,lose
2,0,2,1690.0,0,win
2,0,2,1702.0,0,win
2,0,2,583.0,0,lose
1,0,2,1460.0,0,win
2,0,2,582.0,0,lose
2,0,2,1706.0,0,win
2,0,2,1691.0,0,win
2,0,2,1735.0,0,win
1,1,1,0.0,0,lose
1,0,2,1494.0,0,win
2,0,2,1728.0,0,win
2,0,2,1727.0,0,win
2,0,1,1519.0,0,win
2,0,2,1732.0,0,win
1,0,1,1.0,0,lose
2,0,2,1725.0,0,win
2,0,2,1659.0,0,win
2,0,2,1728.0,0,win
2,0,2,1708.0,0,win
2,0,2,1665.0,0,win
2,0,2,1751.0,0,win
2,0,2,1711.0,0,win
2,0,2,1748.0,0,win
2,0,2,1720.0,0,win
2,0,2,1708.0,0,win
1,0,2,1536.0,0,win
2,0,2,685.0,0,lose
2,0,2,1760.0,0,win
2,0,2,1722.0,0,win
1,0,2,1543.0,0,win
2,0,2,1720.0,0,win
2,0,2,1754.0,0,win
2,0,2,1729.0,0,win
2,0,2,1726.0,0,win
2,0,2,1702.0,0,win
2,0,2,1740.0,0,win
1,1,1,1279.0,0,win
2,0,2,1720.0,0,win
2,0,2,1737.0,0,win
2,0,2,1735.0,0,win
1,0,1,65.0,0,lose
