Blue Eaten,EarlyBird,Orange Eaten,Score,Seed,Win/Lose
1,1,2,1504.0,0,win
1,0,2,1439.0,0,win
2,0,2,1685.0,0,win
0,0,1,-152.0,0,lose
1,0,0,-197.0,0,lose
1,0,2,1491.0,0,win
2,0,2,1723.0,0,win
2,0,2,1671.0,0,win
2,1,1,1503.0,0,win
1,0,2,1488.0,0,win
2,0,2,1707.0,0,win
2,0,2,1716.0,0,win
2,0,2,1720.0,0,win
2,0,2,1727.0,0,win
2,0,2,1734.0,0,win
2,0,2,1744.0,0,win
2,0,2,1741.0,0,win
2,0,2,1699.0,0,win
2,0,2,1703.0,0,win
2,0,2,1743.0,0,win
2,0,2,1698.0,0,win
2,0,2,1727.0,0,win
2,0,2,1752.0,0,win
2,0,2,1724.0,0,win
2,0,2,1752.0,0,win
2,0,1,1516.0,0,win
2,0,2,1702.0,0,win
1,1,1,85.0,0,lose
1,0,0,-165.0,0,lose
1,1,2,370.0,0,lose
2,0,2,1759.0,0,win
2,0,2,1768.0,0,win
1,0,2,1557.0,0,win
2,0,2,578.0,0,lose
2,0,2,1700.0,0,win
2,1,1,1406.0,0,win
2,0,2,1760.0,0,win
2,0,2,1690.0,0,win
2,0,2,529.0,0,lose
2,0,2,1723.0,0,win
2,1,2,714.0,0,lose
2,1,2,1697.0,0,win
2,0,2,1713.0,0,win
2,0,2,1713.0,0,win
2,0,2,1722.0,0,win
2,0,2,1746.0,0,win
2,1,2,1722.0,0,win
2,0,2,1694.0,0,win
2,0,2,1708.0,0,win
2,0,2,1754.0,0,win
2,0,2,1757.0,0,win
1,0,2,425.0,0,lose
2,0,1,1526.0,0,win
2,0,2,1718.0,0,win
2,0,2,1726.0,0,win
1,0,2,1518.0,0,win
2,0,2,1713.0,0,win
1,0,1,113.0,0,lose
1,0,2,343.0,0,lose
2,0,2,1739.0,0,win
2,0,2,1756.0,0,win
2,0,2,1758.0,0,win
1,0,2,1504.0,0,win
1,0,2,1460.0,0,win
1,0,2,1506.0,0,win
2,0,2,1756.0,0,win
2,0,1,1508.0,0,win
2,0,2,1702.0,0,win
1,0,0,-150.0,0,lose
2,0,2,1728.0,0,win
2,0,2,1723.0,0,win
2,0,2,522.0,0,lose
2,0,2,1675.0,0,win
2,0,2,1736.0,0,win
2,0,2,1742.0,0,win
2,0,2,1727.0,0,win
2,0,2,1713.0,0,win
2,0,2,1722.0,0,win
2,0,2,1711.0,0,win
2,0,2,1709.0,0,win
2,0,2,1739.0,0,win
1,1,2,1508.0,0,win
2,0,2,1677.0,0,win
2,0,2,1736.0,0,win
2,0,1,1493.0,0,win
2,0,1,1520.0,0,win
0,0,1,-209.0,0,lose
2,0,1,1530.0,0,win
2,0,2,1743.0,0,win
1,0,2,1517.0,0,win
2,0,2,1748.0,0,win
2,0,2,1693.0,0,win
2,0,2,1757.0,0,win
2,0,2,1743.0,0,win
2,0,1,1552.0,0,win
1,0,2,1555.0,0,win
2,0,2,1723.0,0,win
2,0,1,1503.0,0,win
2,0,2,1682.0,0,win
2,0,2,1753.0,0,win
2,0,2,1736.0,0,win
2,0,2,1743.0,0,win
2,0,2,721.0,0,lose
2,0,2,630.0,0,lose
2,0,2,728.0,0,lose
2,0,2,1730.0,0,win
2,0,2,1735.0,0,win
2,0,2,474.0,0,lose
2,1,2,1727.0,0,win
2,0,2,1745.0,0,win
1,0,2,422.0,0,lose
2,0,2,603.0,0,lose
2,0,2,529.0,0,lose
1,0,1,1323.0,0,win
1,0,0,-178.0,0,lose
2,0,2,1740.0,0,win
2,0,2,1743.0,0,win
2,0,1,1480.0,0,win
1,0,2,1440.0,0,win
1,1,2,1538.0,0,win
2,0,2,1715.0,0,win
2,0,2,1702.0,0,win
2,0,2,1717.0,0,win
2,0,2,1738.0,0,win
2,0,2,1723.0,0,win
2,0,2,658.0,0,lose
1,0,1,1298.0,0,win
1,0,1,-28.0,0,lose
2,0,2,1754.0,0,win
2,0,1,1511.0,0,win
2,0,2,1727.0,0,win
2,0,2,1728.0,0,win
2,0,2,1724.0,0,win
2,0,1,488.0,0,lose
2,0,2,1723.0,0,win
2,0,2,1724.0,0,win
1,0,2,1534.0,0,win
1,0,2,496.0,0,lose
2,0,2,527.0,0,lose
2,0,2,1733.0,0,win
2,0,2,1725.0,0,win
2,0,2,573.0,0,lose
2,0,2,1733.0,0,win
1,0,2,1423.0,0,win
2,0,2,1725.0,0,win
2,0,1,1503.0,0,win
2,1,2,1708.0,0,win
2,0,2,1657.0,0,win
1,0,1,1324.0,0,win
2,0,2,1652.0,0,win
2,1,2,1708.0,0,win
2,0,2,1706.0,0,win
2,0,2,1755.0,0,win
2,0,2,498.0,0,lose
1,0,2,1512.0,0,win
1,0,1,9.0,0,lose
2,0,2,1678.0,0,win
2,0,2,1751.0,0,win
1,0,2,349.0,0,lose
2,0,2,1647.0,0,win
2,0,2,1731.0,0,win
2,0,1,1545.0,0,win
2,0,2,1721.0,0,win
2,0,2,1719.0,0,win
2,0,1,1513.0,0,win
2,0,2,1711.0,0,win
2,1,2,1699.0,0,win
2,0,2,1724.0,0,win
2,0,2,1730.0,0,win
2,0,2,1727.0,0,win
2,0,2,1695.0,0,win
2,0,2,1730.0,0,win
2,0,2,1740.0,0,win
2,0,2,1706.0,0,win
2,0,1,1521.0,0,win
2,0,2,1753.0,0,win
2,1,2,1729.0,0,win
1,0,2,1496.0,0,win
2,0,2,1748.0,0,win
2,0,2,1737.0,0,win
2,0,2,476.0,0,lose
2,0,2,1735.0,0,win
1,0,2,331.0,0,lose
1,0,2,1501.0,0,win
2,0,1,1466.0,0,win
2,0,2,1700.0,0,win
2,0,2,1735.0,0,win
0,0,2,1302.0,0,win
2,0,2,1751.0,0,win
2,0,2,1746.0,0,win
2,0,2,1749.0,0,win
2,0,2,602.0,0,lose
2,0,2,1683.0,0,win
1,0,2,1513.0,0,win
1,0,2,457.0,0,lose
2,0,2,1732.0,0,win
2,0,2,1690.0,0,win
2,0,2,655.0,0,lose
2,0,2,1708.0,0,win
2,0,2,1732.0,0,win
2,0,2,576.0,0,lose
2,0,2,1752.0,0,win
2,0,2,1741.0,0,win
1,0,1,30.0,0,lose
2,0,2,1713.0,0,win
2,0,0,1260.0,0,win
2,0,2,1714.0,0,win
2,0,2,1683.0,0,win
2,0,2,1736.0,0,win
1,0,2,1468.0,0,win
2,0,2,1717.0,0,win
2,0,1,1473.0,0,win
2,0,2,1696.0,0,win
1,1,0,-184.0,0,lose
2,0,2,648.0,0,lose
2,0,2,1665.0,0,win
2,0,2,1695.0,0,win
2,0,2,1709.0,0,win
1,0,2,1473.0,0,win
2,0,2,1720.0,0,win
2,0,2,1696.0,0,win
2,0,2,1702.0,0,win
1,0,1,1282.0,0,win
1,0,2,1495.0,0,win
1,0,0,-70.0,0,lose
2,0,2,1744.0,0,win
2,0,1,1514.0,0,win
2,0,2,1741.0,0,win
2,0,2,1750.0,0,win
2,0,2,1750.0,0,win
2,0,2,707.0,0,lose
2,0,2,1736.0,0,win
2,0,2,1754.0,0,win
2,1,2,1733.0,0,win
2,0,2,1714.0,0,win
2,0,1,403.0,0,lose
2,0,2,1758.0,0,win
2,0,2,659.0,0,lose
2,0,2,1683.0,0,win
2,0,2,1723.0,0,win
2,0,2,1697.0,0,win
1,0,2,1520.0,0,win
2,1,2,1747.0,0,win
2,0,2,714.0,0,lose
2,0,2,1760.0,0,win
2,0,2,1737.0,0,win
2,0,2,1745.0,0,win
2,0,2,1751.0,0,win
1,1,1,1282.0,0,win
1,0,2,296.0,0,lose
2,0,2,1705.0,0,win
2,0,2,1725.0,0,win
2,0,2,1704.0,0,win
2,0,2,1687.0,0,win
2,0,1,365.0,0,lose
2,0,2,1706.0,0,win
1,0,1,1264.0,0,win
1,1,2,342.0,0,lose
1,0,2,1528.0,0,win
2,0,2,1752.0,0,win
1,0,1,19.0,0,lose
2,0,1,700.0,0,timeout
2,0,2,1714.0,0,win
2,0,0,1264.0,0,win
1,0,2,1543.0,0,win
2,0,2,1755.0,0,win
2,0,2,1735.0,0,win
2,0,1,1511.0,0,win
2,0,2,1715.0,0,win
2,0,2,1758.0,0,win
2,0,2,1706.0,0,win
2,0,2,1735.0,0,win
2,0,1,1546.0,0,win
2,0,1,1503.0,0,win
2,0,2,1754.0,0,win
1,0,2,1539.0,0,win
2,0,2,1730.0,0,win
2,0,2,1736.0,0,win
2,0,2,1712.0,0,win
2,0,2,1741.0,0,win
2,0,2,633.0,0,lose
2,0,2,1700.0,0,win
1,0,1,-1.0,0,lose
2,0,2,1739.0,0,win
2,0,2,1694.0,0,win
1,1,1,251.0,0,lose
2,0,2,1745.0,0,win
2,0,2,1742.0,0,win
