Blue Eaten,EarlyBird,Orange Eaten,Score,Seed,Win/Lose
2,0,2,710.0,0,lose
2,1,2,1742.0,0,win
2,0,2,1728.0,0,win
2,0,2,1741.0,0,win
2,0,2,1714.0,0,win
2,0,2,1694.0,0,win
0,0,2,1255.0,0,win
2,0,2,1740.0,0,win
2,0,2,1746.0,0,win
2,0,2,1731.0,0,win
2,0,2,1763.0,0,win
1,0,1,1282.0,0,win
2,1,2,1702.0,0,win
2,0,2,1746.0,0,win
1,1,2,1478.0,0,win
2,0,2,1731.0,0,win
2,0,2,1763.0,0,win
2,0,1,306.0,0,lose
2,0,1,1517.0,0,win
2,0,2,1731.0,0,win
2,0,2,1672.0,0,win
2,0,2,1752.0,0,win
2,0,1,1542.0,0,win
2,0,1,1511.0,0,win
2,0,2,1628.0,0,win
2,0,2,1726.0,0,win
2,0,2,1740.0,0,win
2,0,2,1697.0,0,win
2,0,1,1518.0,0,win
2,0,2,1711.0,0,win
2,0,2,1718.0,0,win
1,0,2,1516.0,0,win
2,0,2,1721.0,0,win
2,0,2,1741.0,0,win
1,0,2,1527.0,0,win
2,0,2,1688.0,0,win
2,0,2,1746.0,0,win
2,0,2,1749.0,0,win
2,0,2,1702.0,0,win
2,1,2,1756.0,0,win
2,0,1,1522.0,0,win
2,0,2,1704.0,0,win
2,0,2,1724.0,0,win
1,0,2,1466.0,0,win
2,0,2,1750.0,0,win
2,0,1,1504.0,0,win
0,1,0,-503.0,0,lose
2,0,1,1487.0,0,win
2,0,2,1744.0,0,win
2,0,2,639.0,0,lose
2,0,2,507.0,0,lose
2,0,2,1745.0,0,win
1,0,1,3.0,0,lose
2,0,2,1721.0,0,win
2,0,2,1749.0,0,win
2,0,2,642.0,0,lose
2,0,2,1737.0,0,win
2,0,2,1755.0,0,win
2,0,1,1449.0,0,win
1,0,2,1538.0,0,win
1,0,1,5.0,0,lose
2,0,2,1736.0,0,win
1,1,1,1318.0,0,win
2,0,2,1746.0,0,win
1,0,2,1496.0,0,win
2,0,2,1736.0,0,win
2,0,1,1537.0,0,win
2,0,1,1522.0,0,win
2,0,1,1513.0,0,win
0,0,0,-190.0,0,timeout
1,0,2,1508.0,0,win
2,0,2,628.0,0,lose
2,0,2,1701.0,0,win
1,0,1,30.0,0,lose
2,0,1,1529.0,0,win
1,0,2,1500.0,0,win
2,0,2,1697.0,0,win
2,0,2,1698.0,0,win
2,0,1,377.0,0,lose
2,1,2,1745.0,0,win
2,0,2,1680.0,0,win
2,0,2,1733.0,0,win
2,0,2,1718.0,0,win
2,0,2,1703.0,0,win
2,0,2,1693.0,0,win
2,0,2,1688.0,0,win
2,0,2,1751.0,0,win
2,0,2,1763.0,0,win
1,1,1,1255.0,0,win
2,0,2,1725.0,0,win
2,1,0,1258.0,0,win
2,0,2,1722.0,0,win
2,0,2,1693.0,0,win
2,0,2,1721.0,0,win
2,0,1,1493.0,0,win
1,0,2,1534.0,0,win
2,0,2,523.0,0,lose
1,1,1,1256.0,0,win
1,0,2,1484.0,0,win
2,0,2,655.0,0,lose
2,0,2,1739.0,0,win
1,0,2,1508.0,0,win
2,0,1,519.0,0,lose
2,0,2,1714.0,0,win
2,0,2,1738.0,0,win
2,0,1,1486.0,0,win
2,0,1,313.0,0,lose
2,0,2,1729.0,0,win
2,0,2,1716.0,0,win
2,0,2,1664.0,0,win
2,0,2,1746.0,0,win
2,0,2,1747.0,0,win
2,0,2,1728.0,0,win
2,0,1,1540.0,0,win
2,0,2,1742.0,0,win
1,0,2,275.0,0,lose
1,0,2,1556.0,0,win
2,0,1,1506.0,0,win
2,1,2,1685.0,0,win
2,0,2,1731.0,0,win
2,0,2,1745.0,0,win
2,0,1,1514.0,0,win
