Blue Eaten,EarlyBird,Orange Eaten,Score,Seed,Win/Lose
2,0,1,1528.0,0,win
2,0,2,668.0,0,lose
2,0,2,1728.0,0,win
1,0,1,33.0,0,lose
2,0,2,1722.0,0,win
2,0,2,1745.0,0,win
2,0,2,1733.0,0,win
2,0,2,1737.0,0,win
2,0,2,1704.0,0,win
2,0,2,1726.0,0,win
1,0,2,1539.0,0,win
1,0,2,1518.0,0,win
2,0,2,1754.0,0,win
2,0,2,1767.0,0,win
1,0,2,324.0,0,lose
1,0,2,1561.0,0,win
2,0,2,1720.0,0,win
1,0,2,263.0,0,lose
2,0,2,1753.0,0,win
2,0,1,1465.0,0,win
2,0,2,1739.0,0,win
2,0,2,1725.0,0,win
2,0,2,1770.0,0,win
2,0,2,1755.0,0,win
2,0,2,1738.0,0,win
1,0,2,344.0,0,lose
2,0,1,1500.0,0,win
2,0,2,1723.0,0,win
1,0,2,1515.0,0,win
1,0,0,-176.0,0,lose
2,0,2,1715.0,0,win
2,0,2,1728.0,0,win
2,0,2,1718.0,0,win
2,0,2,1756.0,0,win
2,0,2,1739.0,0,win
0,0,2,1338.0,0,win
2,0,1,1524.0,0,win
2,0,2,1763.0,0,win
2,0,2,1710.0,0,win
1,0,2,1487.0,0,win
2,0,2,1745.0,0,win
2,0,2,1749.0,0,win
2,0,2,1663.0,0,win
2,0,2,1739.0,0,win
2,0,2,1755.0,0,win
2,0,2,1705.0,0,win
2,0,2,1705.0,0,win
2,0,2,1705.0,0,win
2,0,2,1686.0,0,win
2,0,2,1750.0,0,win
2,0,2,1760.0,0,win
2,0,2,1725.0,0,win
2,0,2,1720.0,0,win
2,0,2,1710.0,0,win
2,0,2,1751.0,0,win
2,0,2,613.0,0,lose
2,0,2,1721.0,0,win
2,0,1,337.0,0,lose
2,0,2,1739.0,0,win
2,0,2,1697.0,0,win
2,0,2,1768.0,0,win
2,0,2,1699.0,0,win
1,0,2,1539.0,0,win
2,0,2,1724.0,0,win
2,0,2,1733.0,0,win
2,0,2,1766.0,0,win
2,0,2,1733.0,0,win
2,0,2,1741.0,0,win
2,0,1,1527.0,0,win
2,0,2,1746.0,0,win
2,0,1,1522.0,0,win
2,0,2,1728.0,0,win
1,0,0,-244.0,0,lose
2,0,2,1702.0,0,win
2,0,2,1740.0,0,win
2,0,2,1726.0,0,win
2,0,2,1728.0,0,win
2,0,1,1544.0,0,win
2,0,2,1721.0,0,win
2,0,2,1730.0,0,win
2,0,2,699.0,0,lose
2,0,2,1650.0,0,win
2,0,2,1732.0,0,win
2,0,2,1687.0,0,win
2,0,2,1736.0,0,win
2,0,2,1692.0,0,win
2,0,2,1712.0,0,win
2,0,2,1703.0,0,win
2,0,2,1744.0,0,win
1,0,2,1488.0,0,win
2,0,1,1459.0,0,win
2,0,2,1723.0,0,win
2,0,2,1716.0,0,win
2,0,2,1723.0,0,win
2,0,2,1723.0,0,win
2,0,2,585.0,0,lose
2,0,1,1543.0,0,win
2,0,2,1690.0,0,win
2,0,2,1746.0,0,win
1,1,2,1479.0,0,win
2,0,2,1733.0,0,win
2,0,2,1698.0,0,win
2,0,2,1730.0,0,win
2,0,2,1753.0,0,win
2,0,2,1690.0,0,win
1,0,1,1158.0,0,win
2,0,2,486.0,0,lose
1,0,2,1557.0,0,win
2,0,2,1743.0,0,win
2,0,2,1717.0,0,win
0,0,1,-184.0,0,lose
2,0,2,1745.0,0,win
1,0,2,1534.0,0,win
2,0,2,1678.0,0,win
2,0,2,1746.0,0,win
2,0,1,1440.0,0,win
2,0,2,1712.0,0,win
2,0,2,1733.0,0,win
2,0,2,1748.0,0,win
1,0,2,1505.0,0,win
2,0,1,365.0,0,lose
2,0,2,653.0,0,lose
2,0,2,1752.0,0,win
2,0,1,1517.0,0,win
2,0,2,1746.0,0,win
2,0,2,1724.0,0,win
2,0,2,1757.0,0,win
1,0,2,1528.0,0,win
2,0,2,1750.0,0,win
2,0,2,1750.0,0,win
2,0,2,1725.0,0,win
2,0,2,1752.0,0,win
2,0,2,1652.0,0,win
2,0,2,1745.0,0,win
2,0,1,1509.0,0,win
2,0,2,1724.0,0,win
2,0,2,1685.0,0,win
2,0,2,508.0,0,lose
2,0,2,1715.0,0,win
2,0,2,1744.0,0,win
2,1,2,1708.0,0,win
2,0,2,1687.0,0,win
2,0,2,1722.0,0,win
2,0,2,1727.0,0,win
2,0,1,278.0,0,lose
2,1,2,1753.0,0,win
2,0,2,1671.0,0,win
2,0,2,1700.0,0,win
2,0,2,1711.0,0,win
2,0,1,1456.0,0,win
1,0,0,-117.0,0,lose
2,0,2,1731.0,0,win
2,0,2,1727.0,0,win
2,0,2,1745.0,0,win
2,0,2,1739.0,0,win
2,0,2,523.0,0,lose
2,0,2,1712.0,0,win
2,0,2,1750.0,0,win
2,0,2,1706.0,0,win
2,0,2,1723.0,0,win
2,1,2,1719.0,0,win
2,0,2,1713.0,0,win
0,0,1,-176.0,0,lose
2,0,1,1514.0,0,win
2,0,2,1745.0,0,win
