Blue Eaten,EarlyBird,Orange Eaten,Score,Seed,Win/Lose
2,0,2,1755.0,0,win
2,0,2,1717.0,0,win
2,0,2,1716.0,0,win
2,0,2,1711.0,0,win
2,0,2,1748.0,0,win
2,0,2,1660.0,0,win
2,0,2,1725.0,0,win
2,0,2,1733.0,0,win
2,0,2,1691.0,0,win
1,0,1,1304.0,0,win
2,0,2,1745.0,0,win
2,0,2,1725.0,0,win
2,0,2,1744.0,0,win
2,0,2,1722.0,0,win
2,0,1,1453.0,0,win
2,0,2,1723.0,0,win
2,0,1,1535.0,0,win
2,0,2,662.0,0,lose
2,0,2,1757.0,0,win
2,0,2,1734.0,0,win
2,0,2,1727.0,0,win
2,0,2,1740.0,0,win
2,0,2,685.0,0,lose
2,0,2,413.0,0,lose
2,0,2,1735.0,0,win
2,0,2,1738.0,0,win
2,0,2,1725.0,0,win
2,0,1,1510.0,0,win
1,0,2,1512.0,0,win
2,0,2,1738.0,0,win
2,0,2,1700.0,0,win
2,0,2,1685.0,0,win
1,0,2,1514.0,0,win
2,0,2,1692.0,0,win
2,0,2,1683.0,0,win
2,0,2,1706.0,0,win
2,0,2,1706.0,0,win
2,0,1,281.0,0,lose
2,0,2,1729.0,0,win
2,0,2,1733.0,0,win
2,0,1,345.0,0,lose
2,0,1,1497.0,0,win
2,0,2,1749.0,0,win
2,0,2,1681.0,0,win
2,0,2,471.0,0,lose
2,0,2,1712.0,0,win
1,0,2,1473.0,0,win
2,0,2,1741.0,0,win
2,0,2,1716.0,0,win
1,0,1,-29.0,0,lose
2,0,2,1763.0,0,win
2,0,2,1747.0,0,win
2,0,2,1727.0,0,win
2,0,2,1692.0,0,win
2,0,2,1707.0,0,win
2,0,2,554.0,0,lose
2,0,2,1683.0,0,win
2,0,2,692.0,0,lose
2,0,0,1322.0,0,win
2,0,1,339.0,0,lose
2,0,1,314.0,0,lose
2,0,2,1711.0,0,win
2,0,2,1728.0,0,win
2,0,2,1682.0,0,win
2,0,2,1708.0,0,win
2,0,2,1735.0,0,win
2,0,2,1719.0,0,win
2,1,2,1753.0,0,win
2,0,2,1741.0,0,win
2,0,2,1735.0,0,win
2,0,2,1709.0,0,win
2,0,2,1725.0,0,win
2,0,2,1649.0,0,win
0,0,1,-146.0,0,lose
2,0,2,1767.0,0,win
2,0,2,1720.0,0,win
2,0,2,1707.0,0,win
1,0,2,278.0,0,lose
1,0,2,1521.0,0,win
1,0,1,15.0,0,lose
1,0,1,-4.0,0,lose
2,0,2,1744.0,0,win
2,0,2,1760.0,0,win
2,0,2,1749.0,0,win
2,0,1,345.0,0,lose
2,0,2,1706.0,0,win
2,0,2,1720.0,0,win
2,0,2,1740.0,0,win
2,0,2,1680.0,0,win
2,0,2,1741.0,0,win
2,0,2,1700.0,0,win
2,0,2,1717.0,0,win
2,0,2,1717.0,0,win
2,0,1,457.0,0,lose
2,0,2,1733.0,0,win
2,0,2,1742.0,0,win
2,0,2,1729.0,0,win
2,0,1,1507.0,0,win
2,0,2,1725.0,0,win
2,0,2,1666.0,0,win
2,0,2,1727.0,0,win
2,0,2,1742.0,0,win
2,0,1,1518.0,0,win
2,0,1,1534.0,0,win
2,0,2,1740.0,0,win
2,0,2,1745.0,0,win
2,0,2,1659.0,0,win
2,0,2,1703.0,0,win
1,0,2,1490.0,0,win
1,0,2,1489.0,0,win
2,0,2,1743.0,0,win
2,0,2,1720.0,0,win
1,0,0,-182.0,0,lose
1,0,1,101.0,0,lose
2,0,1,1502.0,0,win
2,0,2,1735.0,0,win
2,0,2,1731.0,0,win
2,0,2,1720.0,0,win
2,0,1,422.0,0,lose
0,0,1,-176.0,0,lose
2,0,2,1702.0,0,win
2,0,2,605.0,0,lose
2,0,1,1526.0,0,win
1,0,2,1525.0,0,win
2,0,2,1703.0,0,win
2,0,2,1740.0,0,win
2,0,1,1535.0,0,win
2,0,2,1744.0,0,win
2,0,2,1734.0,0,win
2,0,2,1713.0,0,win
2,0,1,1429.0,0,win
1,0,2,1525.0,0,win
2,0,2,1730.0,0,win
1,0,2,1504.0,0,win
2,0,2,614.0,0,lose
2,0,2,1747.0,0,win
2,0,2,1721.0,0,win
1,0,2,1478.0,0,win
2,0,2,1729.0,0,win
2,0,2,1726.0,0,win
2,0,1,1465.0,0,win
2,0,2,1690.0,0,win
2,0,2,1631.0,0,win
2,0,2,1732.0,0,win
2,0,2,1735.0,0,win
2,0,2,1695.0,0,win
2,0,2,1734.0,0,win
2,0,1,1512.0,0,win
2,0,2,1696.0,0,win
2,0,2,1695.0,0,win
2,0,2,1658.0,0,win
2,0,0,1235.0,0,win
1,0,1,3.0,0,lose
2,0,2,1705.0,0,win
2,0,2,1757.0,0,win
2,0,2,1712.0,0,win
2,0,2,1699.0,0,win
2,0,2,1694.0,0,win
2,0,2,1656.0,0,win
2,0,2,1693.0,0,win
2,0,1,1509.0,0,win
2,0,2,1717.0,0,win
2,0,2,1733.0,0,win
2,0,2,1744.0,0,win
1,0,1,18.0,0,lose
2,0,2,1735.0,0,win
2,0,2,1720.0,0,win
1,0,1,-18.0,0,lose
1,0,1,18.0,0,lose
1,0,2,1551.0,0,win
2,0,2,1744.0,0,win
2,0,2,604.0,0,lose
2,0,1,1491.0,0,win
2,1,2,1719.0,0,win
2,0,2,1680.0,0,win
2,0,2,1690.0,0,win
2,0,2,1676.0,0,win
2,0,1,1506.0,0,win
2,0,2,1670.0,0,win
2,0,2,1712.0,0,win
2,0,1,1527.0,0,win
2,0,2,524.0,0,lose
2,0,2,1748.0,0,win
2,1,2,1738.0,0,win
1,0,2,1512.0,0,win
2,0,2,1703.0,0,win
2,0,2,1742.0,0,win
2,0,2,1758.0,0,win
2,0,1,450.0,0,lose
2,0,2,1755.0,0,win
1,0,2,1498.0,0,win
2,0,2,1757.0,0,win
2,0,2,629.0,0,lose
1,0,2,1528.0,0,win
2,0,2,1729.0,0,win
2,0,2,1701.0,0,win
2,0,2,1723.0,0,win
2,0,1,1517.0,0,win
1,0,2,1521.0,0,win
2,0,2,1758.0,0,win
2,0,2,1701.0,0,win
2,0,2,1757.0,0,win
2,0,2,1693.0,0,win
2,0,1,1531.0,0,win
1,0,1,1215.0,0,win
2,0,2,1726.0,0,win
2,0,2,1725.0,0,win
