Blue Eaten,EarlyBird,Orange Eaten,Score,Seed,Win/Lose
0,0,1,-212.0,0,lose
2,0,2,700.0,0,lose
2,0,2,1710.0,0,win
2,0,2,1740.0,0,win
2,0,2,630.0,0,lose
2,0,2,1766.0,0,win
2,0,2,1747.0,0,win
2,0,0,1312.0,0,win
2,0,2,1731.0,0,win
1,0,2,1512.0,0,win
1,0,2,1533.0,0,win
2,0,2,1752.0,0,win
2,0,2,1748.0,0,win
2,0,2,1742.0,0,win
2,0,2,475.0,0,lose
2,0,2,1758.0,0,win
2,1,2,1730.0,0,win
2,0,2,1717.0,0,win
2,0,2,1744.0,0,win
2,0,2,1734.0,0,win
2,1,2,1730.0,0,win
2,0,2,1709.0,0,win
1,0,0,-180.0,0,lose
1,0,2,1508.0,0,win
1,0,2,1515.0,0,win
2,0,2,1689.0,0,win
2,0,2,1747.0,0,win
2,0,2,1753.0,0,win
2,0,1,1530.0,0,win
2,0,2,1700.0,0,win
2,0,2,1754.0,0,win
1,0,1,6.0,0,lose
2,0,2,1736.0,0,win
2,0,2,1666.0,0,win
1,0,2,1513.0,0,win
2,0,2,1737.0,0,win
2,1,1,1504.0,0,win
2,0,2,675.0,0,lose
1,0,2,268.0,0,lose
2,1,2,1715.0,0,win
1,0,2,1475.0,0,win
1,0,2,1524.0,0,win
2,0,2,1739.0,0,win
1,0,2,1526.0,0,win
2,0,2,1729.0,0,win
2,0,2,1731.0,0,win
2,1,2,1731.0,0,win
2,0,2,1720.0,0,win
2,0,2,609.0,0,lose
2,0,2,590.0,0,lose
2,0,2,1734.0,0,win
2,0,2,1732.0,0,win
2,0,2,640.0,0,lose
2,0,2,1685.0,0,win
2,0,1,1501.0,0,win
2,0,2,1722.0,0,win
2,0,2,1706.0,0,win
0,0,2,1302.0,0,win
2,1,0,1315.0,0,win
2,1,2,1737.0,0,win
2,0,2,1741.0,0,win
2,0,2,1745.0,0,win
2,0,2,1732.0,0,win
2,0,2,1755.0,0,win
2,0,2,1733.0,0,win
2,0,2,1728.0,0,win
2,0,2,1732.0,0,win
2,0,2,1706.0,0,win
2,0,2,1749.0,0,win
2,0,1,1538.0,0,win
2,0,2,1717.0,0,win
2,0,2,707.0,0,lose
2,0,2,1737.0,0,win
1,0,1,-4.0,0,lose
2,0,2,1735.0,0,win
2,0,2,1684.0,0,win
2,0,2,504.0,0,lose
2,0,2,1730.0,0,win
1,0,1,3.0,0,lose
2,0,2,1727.0,0,win
2,0,2,1721.0,0,win
0,0,2,1317.0,0,win
2,0,2,1728.0,0,win
2,0,2,1745.0,0,win
2,0,2,1703.0,0,win
2,0,2,569.0,0,lose
2,0,2,1722.0,0,win
2,0,2,1727.0,0,win
1,0,0,-168.0,0,lose
2,0,2,1718.0,0,win
2,0,2,707.0,0,lose
2,0,2,1718.0,0,win
2,0,2,651.0,0,lose
2,0,2,704.0,0,lose
2,0,2,1740.0,0,win
2,0,2,672.0,0,lose
2,0,2,1725.0,0,win
2,0,2,1750.0,0,win
2,0,2,1721.0,0,win
1,0,1,20.0,0,lose
2,0,2,1736.0,0,win
2,0,2,1756.0,0,win
0,0,1,-195.0,0,lose
1,0,2,1499.0,0,win
2,0,2,1747.0,0,win
2,0,2,1722.0,0,win
2,0,2,1735.0,0,win
2,0,2,1685.0,0,win
2,0,2,596.0,0,lose
1,0,0,-168.0,0,lose
2,0,1,1448.0,0,win
2,1,2,1733.0,0,win
2,0,2,700.0,0,lose
1,0,0,-217.0,0,lose
2,0,2,1649.0,0,win
2,0,2,557.0,0,lose
2,0,2,1732.0,0,win
2,0,2,1721.0,0,win
2,0,2,1723.0,0,win
2,0,2,604.0,0,lose
1,0,2,1513.0,0,win
2,0,2,1712.0,0,win
2,0,2,1719.0,0,win
2,0,1,1530.0,0,win
2,0,2,1714.0,0,win
1,0,1,21.0,0,lose
2,0,2,654.0,0,lose
2,0,2,1752.0,0,win
1,0,1,37.0,0,lose
1,0,2,1513.0,0,win
0,0,2,1280.0,0,win
2,0,2,1745.0,0,win
1,1,1,170.0,0,lose
2,0,2,1729.0,0,win
2,0,2,1745.0,0,win
2,0,2,1746.0,0,win
2,0,2,1721.0,0,win
2,1,2,1740.0,0,win
2,0,2,1708.0,0,win
2,0,2,1740.0,0,win
1,0,0,-180.0,0,lose
2,0,2,1721.0,0,win
2,0,2,625.0,0,lose
2,0,2,1724.0,0,win
2,1,2,1693.0,0,win
2,0,2,1605.0,0,win
2,0,1,1488.0,0,win
0,0,1,-203.0,0,lose
2,0,2,1741.0,0,win
2,0,2,1731.0,0,win
2,0,2,1696.0,0,win
1,0,1,-10.0,0,lose
2,0,2,1726.0,0,win
2,0,2,1746.0,0,win
2,0,2,1741.0,0,win
2,0,2,1751.0,0,win
1,1,2,1503.0,0,win
2,0,2,1727.0,0,win
2,0,2,1729.0,0,win
2,0,2,1759.0,0,win
1,0,2,1521.0,0,win
2,0,2,1745.0,0,win
1,0,2,383.0,0,lose
2,0,2,1732.0,0,win
2,0,2,1744.0,0,win
2,0,2,1688.0,0,win
2,0,2,1711.0,0,win
1,1,2,1556.0,0,win
2,0,2,1758.0,0,win
1,0,2,1466.0,0,win
2,0,2,656.0,0,lose
2,0,2,1736.0,0,win
2,0,2,1749.0,0,win
2,0,2,1750.0,0,win
2,0,1,1528.0,0,win
1,0,2,1532.0,0,win
2,0,2,1722.0,0,win
2,0,2,1727.0,0,win
1,0,2,1537.0,0,win
0,0,2,1268.0,0,win
2,0,2,1747.0,0,win
2,0,2,1676.0,0,win
2,0,2,671.0,0,lose
2,0,2,1735.0,0,win
2,0,2,1737.0,0,win
2,0,2,1757.0,0,win
2,0,2,1729.0,0,win
1,0,2,1517.0,0,win
2,0,2,1707.0,0,win
0,0,1,-205.0,0,lose
2,0,2,1709.0,0,win
2,0,2,1756.0,0,win
2,0,2,1720.0,0,win
2,0,2,1758.0,0,win
2,0,2,1746.0,0,win
1,0,1,-8.0,0,lose
1,1,1,1267.0,0,win
2,1,2,1683.0,0,win
1,0,0,-203.0,0,lose
1,0,0,-202.0,0,lose
1,0,2,1517.0,0,win
2,0,2,1708.0,0,win
2,0,2,1758.0,0,win
1,0,1,3.0,0,lose
2,0,2,604.0,0,lose
2,1,2,1735.0,0,win
2,0,2,1719.0,0,win
2,0,2,1751.0,0,win
2,0,2,1736.0,0,win
2,0,2,1724.0,0,win
