Blue Eaten,EarlyBird,Orange Eaten,Score,Seed,Win/Lose
2,0,2,1715.0,0,win
2,0,2,1756.0,0,win
2,0,2,1735.0,0,win
2,0,2,1755.0,0,win
2,0,2,572.0,0,lose
2,0,2,1754.0,0,win
2,1,2,1748.0,0,win
2,0,2,1732.0,0,win
2,0,2,709.0,0,lose
2,0,2,1741.0,0,win
2,1,2,1714.0,0,win
2,0,2,1740.0,0,win
2,0,2,1725.0,0,win
2,1,2,1711.0,0,win
2,0,2,1710.0,0,win
0,0,1,-172.0,0,lose
2,0,1,1541.0,0,win
2,0,2,1712.0,0,win
2,0,2,1758.0,0,win
2,0,2,627.0,0,lose
2,0,2,1680.0,0,win
2,0,2,1679.0,0,win
2,0,2,1749.0,0,win
2,0,2,1712.0,0,win
2,0,2,1742.0,0,win
1,0,1,33.0,0,lose
2,0,2,1721.0,0,win
2,0,2,1741.0,0,win
2,0,2,1744.0,0,win
2,0,2,1734.0,0,win
2,0,2,1732.0,0,win
2,0,2,1729.0,0,win
1,0,1,-7.0,0,lose
0,1,1,-185.0,0,lose
1,0,2,308.0,0,lose
2,0,2,1723.0,0,win
2,0,2,590.0,0,lose
2,0,2,1727.0,0,win
2,0,2,1748.0,0,win
2,0,2,1733.0,0,win
2,0,2,1756.0,0,win
2,0,2,1753.0,0,win
2,1,2,1717.0,0,win
2,1,2,1724.0,0,win
2,0,2,1756.0,0,win
2,0,2,1732.0,0,win
2,1,2,1766.0,0,win
2,1,2,1719.0,0,win
2,0,2,1754.0,0,win
2,0,0,86.0,0,lose
2,0,2,1719.0,0,win
2,0,2,610.0,0,lose
2,0,2,1761.0,0,win
2,0,2,1713.0,0,win
2,0,1,338.0,0,lose
1,0,2,1508.0,0,win
2,0,2,1743.0,0,win
2,0,2,509.0,0,lose
2,0,2,1763.0,0,win
2,1,2,1744.0,0,win
2,0,2,1742.0,0,win
2,0,2,1756.0,0,win
1,0,0,-162.0,0,lose
2,0,1,1512.0,0,win
2,0,2,1751.0,0,win
2,0,2,1739.0,0,win
2,1,2,1688.0,0,win
2,0,2,582.0,0,lose
2,0,2,1769.0,0,win
2,0,2,1753.0,0,win
1,0,1,32.0,0,lose
2,0,2,1747.0,0,win
2,0,1,1551.0,0,win
2,1,2,612.0,0,lose
1,0,1,37.0,0,lose
2,0,2,1770.0,0,win
2,0,2,1758.0,0,win
2,0,2,1714.0,0,win
2,0,2,1751.0,0,win
2,1,2,1729.0,0,win
2,0,2,1722.0,0,win
1,0,1,116.0,0,lose
2,0,2,1713.0,0,win
2,0,2,1751.0,0,win
2,0,2,1691.0,0,win
2,0,2,1774.0,0,win
1,1,2,1534.0,0,win
2,0,2,640.0,0,lose
2,0,2,1757.0,0,win
2,0,2,1747.0,0,win
2,0,2,1743.0,0,win
2,0,1,1519.0,0,win
