Blue Eaten,EarlyBird,Orange Eaten,Score,Seed,Win/Lose
2,0,2,1776.0,0,win
2,0,2,1727.0,0,win
1,0,0,-172.0,0,lose
2,0,2,1770.0,0,win
1,0,2,1551.0,0,win
1,0,2,1535.0,0,win
0,1,1,-40.0,0,lose
1,0,1,16.0,0,lose
1,0,2,1541.0,0,win
1,0,2,1503.0,0,win
1,0,0,-172.0,0,lose
2,0,2,1733.0,0,win
1,0,1,1364.0,0,win
2,0,2,1764.0,0,win
2,0,1,1546.0,0,win
2,0,2,1761.0,0,win
1,0,1,7.0,0,lose
2,0,2,1754.0,0,win
2,0,2,1764.0,0,win
2,1,2,1752.0,0,win
2,0,1,1561.0,0,win
2,0,2,1751.0,0,win
2,0,2,594.0,0,lose
2,0,2,1766.0,0,win
2,0,1,1497.0,0,win
1,0,2,1563.0,0,win
2,0,2,1754.0,0,win
1,0,1,6.0,0,lose
2,0,2,1709.0,0,win
2,0,2,1757.0,0,win
2,0,1,1518.0,0,win
2,0,2,1768.0,0,win
2,0,2,1763.0,0,win
0,0,1,-150.0,0,lose
2,0,2,1757.0,0,win
1,0,1,-3.0,0,lose
2,0,2,1740.0,0,win
2,0,2,1730.0,0,win
2,0,1,1555.0,0,win
2,0,2,1760.0,0,win
1,1,2,1546.0,0,win
2,0,1,1560.0,0,win
2,1,2,1765.0,0,win
2,0,1,1511.0,0,win
1,0,2,1562.0,0,win
1,0,2,1556.0,0,win
1,0,0,-169.0,0,lose
2,0,2,1763.0,0,win
1,0,2,370.0,0,lose
2,1,2,1745.0,0,win
2,0,2,1767.0,0,win
2,0,2,1760.0,0,win
2,1,2,1758.0,0,win
1,0,2,1527.0,0,win
0,0,1,-149.0,0,lose
2,0,2,1714.0,0,win
2,0,2,1776.0,0,win
1,0,2,1560.0,0,win
1,0,2,1556.0,0,win
2,0,2,1762.0,0,win
1,0,2,1558.0,0,win
1,0,1,17.0,0,lose
2,1,1,1555.0,0,win
2,0,1,1554.0,0,win
1,0,1,1316.0,0,win
2,0,2,1767.0,0,win
2,0,2,1761.0,0,win
2,0,2,1779.0,0,win
2,0,2,613.0,0,lose
2,1,2,1768.0,0,win
2,0,2,1750.0,0,win
2,1,2,1756.0,0,win
2,0,2,1762.0,0,win
0,1,0,-492.0,0,lose
2,1,1,1541.0,0,win
2,0,2,1768.0,0,win
2,0,2,1694.0,0,win
2,0,1,1561.0,0,win
2,0,1,1569.0,0,win
2,0,2,1773.0,0,win
2,0,2,1758.0,0,win
2,0,1,1534.0,0,win
2,1,1,1562.0,0,win
2,0,2,1749.0,0,win
2,0,2,1743.0,0,win
2,0,2,1757.0,0,win
2,0,2,1765.0,0,win
2,1,1,1561.0,0,win
2,0,2,1650.0,0,win
2,1,1,1534.0,0,win
2,0,2,1770.0,0,win
2,0,2,1777.0,0,win
2,0,2,1758.0,0,win
2,0,2,1761.0,0,win
2,0,2,1763.0,0,win
2,1,2,1746.0,0,win
2,0,2,595.0,0,lose
2,0,1,1501.0,0,win
2,1,1,1547.0,0,win
1,0,2,1554.0,0,win
2,0,2,1777.0,0,win
1,1,2,1567.0,0,win
2,0,2,1728.0,0,win
2,0,2,1763.0,0,win
1,1,0,-155.0,0,lose
2,0,2,1744.0,0,win
2,1,2,1770.0,0,win
2,0,1,1483.0,0,win
2,0,2,1770.0,0,win
2,0,2,1737.0,0,win
2,0,1,390.0,0,lose
2,1,2,1744.0,0,win
1,0,1,53.0,0,lose
1,1,2,1567.0,0,win
2,0,2,1750.0,0,win
2,1,2,1747.0,0,win
2,0,2,722.0,0,lose
2,0,1,1547.0,0,win
1,1,2,1539.0,0,win
2,0,2,1770.0,0,win
1,0,2,1496.0,0,win
2,0,2,1769.0,0,win
1,0,1,28.0,0,lose
2,0,2,1721.0,0,win
2,1,2,1756.0,0,win
2,0,2,1773.0,0,win
0,0,1,-168.0,0,lose
2,0,2,684.0,0,lose
2,0,2,1751.0,0,win
2,0,2,1722.0,0,win
2,1,2,1761.0,0,win
1,0,2,400.0,0,lose
0,0,1,-165.0,0,lose
1,0,0,-182.0,0,lose
2,0,2,1754.0,0,win
0,0,1,-199.0,0,lose
2,0,1,1528.0,0,win
1,0,2,1559.0,0,win
2,0,1,1561.0,0,win
1,1,2,1559.0,0,win
2,1,1,1559.0,0,win
1,0,2,1519.0,0,win
1,0,1,-13.0,0,lose
2,0,2,1710.0,0,win
2,1,2,1758.0,0,win
2,0,2,1748.0,0,win
2,0,2,1743.0,0,win
2,1,2,1744.0,0,win
2,0,2,1759.0,0,win
2,0,2,1755.0,0,win
2,1,2,1754.0,0,win
2,0,2,1728.0,0,win
2,0,2,1760.0,0,win
2,1,2,1745.0,0,win
2,0,2,1752.0,0,win
2,0,2,1762.0,0,win
2,0,2,1757.0,0,win
2,1,2,745.0,0,lose
2,0,2,1773.0,0,win
2,0,2,1660.0,0,win
2,0,2,1765.0,0,win
2,0,2,1745.0,0,win
2,0,2,1768.0,0,win
2,0,2,1722.0,0,win
1,0,1,36.0,0,lose
2,0,2,1671.0,0,win
