Blue Eaten,EarlyBird,Orange Eaten,Score,Seed,Win/Lose
2,0,1,1554.0,0,win
2,0,2,1739.0,0,win
2,0,2,1747.0,0,win
1,0,2,1546.0,0,win
2,0,2,1743.0,0,win
2,0,2,1733.0,0,win
1,0,2,425.0,0,lose
2,0,1,1558.0,0,win
1,0,0,-165.0,0,lose
2,0,2,1752.0,0,win
1,0,2,291.0,0,lose
2,0,1,1554.0,0,win
2,0,2,1714.0,0,win
2,0,1,1549.0,0,win
2,0,1,1561.0,0,win
0,1,0,-452.0,0,lose
2,0,2,1752.0,0,win
2,0,2,1741.0,0,win
2,0,2,1750.0,0,win
2,0,2,1711.0,0,win
2,0,2,1660.0,0,win
2,0,1,1530.0,0,win
2,0,2,1740.0,0,win
2,0,2,1725.0,0,win
2,0,1,315.0,0,lose
2,0,2,1726.0,0,win
1,0,2,1566.0,0,win
1,1,1,100.0,0,lose
2,0,2,1718.0,0,win
2,0,1,326.0,0,lose
2,0,2,1734.0,0,win
2,0,2,1757.0,0,win
2,0,2,1751.0,0,win
2,0,2,1749.0,0,win
1,0,2,1559.0,0,win
2,0,2,598.0,0,lose
1,0,2,1545.0,0,win
2,0,2,1759.0,0,win
2,0,1,1507.0,0,win
2,0,1,448.0,0,lose
2,0,2,1740.0,0,win
2,0,2,1732.0,0,win
2,0,2,1730.0,0,win
2,0,2,742.0,0,lose
2,0,2,1737.0,0,win
2,0,2,1746.0,0,win
2,0,2,628.0,0,lose
2,0,1,1564.0,0,win
2,1,1,1519.0,0,win
2,0,2,604.0,0,lose
0,0,2,1347.0,0,win
2,0,2,1740.0,0,win
2,0,1,1543.0,0,win
2,0,2,1725.0,0,win
1,0,2,1512.0,0,win
1,0,2,438.0,0,lose
2,0,2,1733.0,0,win
2,0,1,433.0,0,lose
2,0,2,648.0,0,lose
1,0,2,1539.0,0,win
2,1,2,1753.0,0,win
2,0,2,1750.0,0,win
2,1,2,1758.0,0,win
2,0,2,1729.0,0,win
2,0,2,1763.0,0,win
2,0,2,1703.0,0,win
2,0,2,1756.0,0,win
2,0,2,1743.0,0,win
2,0,2,1747.0,0,win
2,0,2,1674.0,0,win
2,0,2,1763.0,0,win
2,0,2,1765.0,0,win
2,0,2,1751.0,0,win
2,1,1,1517.0,0,win
2,0,1,1550.0,0,win
0,1,1,1132.0,0,win
2,0,2,1767.0,0,win
2,1,2,1628.0,0,win
2,0,2,1757.0,0,win
2,0,2,1733.0,0,win
2,1,2,717.0,0,lose
2,0,1,320.0,0,lose
2,0,2,1737.0,0,win
2,0,2,1743.0,0,win
1,0,2,1543.0,0,win
2,0,2,484.0,0,lose
2,0,2,1751.0,0,win
1,0,2,1542.0,0,win
1,0,2,339.0,0,lose
2,0,1,1550.0,0,win
2,0,2,1751.0,0,win
