Blue Eaten,EarlyBird,Orange Eaten,Score,Seed,Win/Lose
2,0,2,990.0,0,timeout
2,0,1,820.0,0,timeout
2,0,2,920.0,0,timeout
2,0,2,479.0,0,lose
2,0,2,920.0,0,timeout
2,0,1,212.0,0,lose
2,0,2,920.0,0,timeout
0,0,2,560.0,0,timeout
1,0,2,323.0,0,lose
2,0,2,503.0,0,lose
1,0,2,750.0,0,timeout
1,1,2,264.0,0,lose
2,0,2,930.0,0,timeout
2,0,2,443.0,0,lose
2,0,2,970.0,0,timeout
2,0,2,960.0,0,timeout
2,0,2,910.0,0,timeout
2,0,2,1020.0,0,timeout
1,0,2,201.0,0,lose
2,0,1,760.0,0,timeout
2,0,2,537.0,0,lose
2,0,2,890.0,0,timeout
2,0,2,500.0,0,lose
2,0,2,573.0,0,lose
2,0,1,820.0,0,timeout
1,0,2,640.0,0,timeout
1,0,2,242.0,0,lose
2,0,1,334.0,0,lose
2,0,1,800.0,0,timeout
2,0,2,1040.0,0,timeout
2,0,2,601.0,0,lose
2,0,2,940.0,0,timeout
2,0,1,820.0,0,timeout
1,0,2,750.0,0,timeout
2,0,1,780.0,0,timeout
2,0,2,556.0,0,lose
2,0,2,591.0,0,lose
2,0,2,920.0,0,timeout
1,0,2,318.0,0,lose
1,0,1,179.0,0,lose
2,0,1,345.0,0,lose
2,0,2,930.0,0,timeout
1,0,2,437.0,0,lose
2,0,1,340.0,0,lose
2,0,2,860.0,0,timeout
2,0,2,940.0,0,timeout
2,1,2,547.0,0,lose
2,0,2,970.0,0,timeout
2,0,2,494.0,0,lose
2,0,2,546.0,0,lose
0,1,0,-460.0,0,lose
2,0,2,960.0,0,timeout
2,0,1,279.0,0,lose
2,0,2,950.0,0,timeout
1,0,2,700.0,0,timeout
1,0,2,660.0,0,timeout
2,1,2,565.0,0,lose
2,0,2,940.0,0,timeout
2,1,2,1010.0,0,timeout
2,0,2,950.0,0,timeout
2,0,0,185.0,0,lose
2,0,2,594.0,0,lose
2,0,2,507.0,0,lose
2,0,2,486.0,0,lose
2,0,1,720.0,0,timeout
1,0,2,640.0,0,timeout
2,0,1,780.0,0,timeout
2,0,2,930.0,0,timeout
2,0,1,317.0,0,lose
2,0,2,840.0,0,timeout
2,0,1,257.0,0,lose
2,0,2,521.0,0,lose
1,0,2,254.0,0,lose
2,0,2,1040.0,0,timeout
2,0,2,970.0,0,timeout
2,0,2,1000.0,0,timeout
1,0,2,730.0,0,timeout
2,0,2,414.0,0,lose
2,0,2,496.0,0,lose
2,0,2,692.0,0,lose
1,0,2,306.0,0,lose
1,0,2,680.0,0,timeout
2,0,1,398.0,0,lose
2,0,2,512.0,0,lose
2,0,2,1020.0,0,timeout
2,0,2,581.0,0,lose
2,0,2,459.0,0,lose
2,0,2,880.0,0,timeout
2,0,1,720.0,0,timeout
1,0,2,740.0,0,timeout
2,0,2,940.0,0,timeout
2,0,2,900.0,0,timeout
2,0,2,990.0,0,timeout
1,0,0,-103.0,0,lose
2,0,2,588.0,0,lose
