Blue Eaten,Orange Eaten,Score,Seed,VegetarianOrange,Win/Lose
2,0,1320.0,0,0,win
2,0,1325.0,0,0,win
1,0,1151.0,0,0,win
2,1,1561.0,0,1,win
2,0,1368.0,0,0,win
2,0,1302.0,0,0,win
2,0,1353.0,0,0,win
2,0,1292.0,0,0,win
1,0,-30.0,0,0,lose
2,1,1517.0,0,1,win
2,0,1341.0,0,0,win
2,0,1351.0,0,0,win
2,0,1365.0,0,0,win
2,0,1367.0,0,0,win
2,0,1351.0,0,0,win
2,0,1360.0,0,0,win
2,0,1367.0,0,0,win
1,0,-120.0,0,0,lose
2,0,1372.0,0,0,win
1,1,1350.0,0,1,win
2,0,1350.0,0,0,win
2,0,1350.0,0,0,win
2,1,1552.0,0,1,win
2,0,1355.0,0,0,win
2,0,1365.0,0,0,win
2,0,1369.0,0,0,win
2,0,1360.0,0,0,win
2,0,1343.0,0,0,win
2,0,1342.0,0,0,win
2,0,1352.0,0,0,win
2,0,1376.0,0,0,win
2,0,1347.0,0,0,win
2,0,1357.0,0,0,win
1,0,1142.0,0,0,win
2,0,1347.0,0,0,win
2,0,1375.0,0,0,win
2,0,1354.0,0,0,win
2,0,1355.0,0,0,win
2,0,1348.0,0,0,win
2,0,1337.0,0,0,win
2,0,1333.0,0,0,win
2,0,1340.0,0,0,win
2,0,1328.0,0,0,win
2,1,1554.0,0,1,win
2,0,333.0,0,0,lose
2,0,1354.0,0,0,win
2,0,1345.0,0,0,win
2,0,1328.0,0,0,win
2,0,1352.0,0,0,win
2,0,1325.0,0,0,win
2,0,1365.0,0,0,win
2,0,1343.0,0,0,win
1,0,-74.0,0,0,lose
2,0,1357.0,0,0,win
2,0,349.0,0,0,lose
2,0,1333.0,0,0,win
2,0,1333.0,0,0,win
2,0,1326.0,0,0,win
2,0,1326.0,0,0,win
2,0,1339.0,0,0,win
2,0,1337.0,0,0,win
2,0,1353.0,0,0,win
2,0,1357.0,0,0,win
2,1,1523.0,0,1,win
2,0,1371.0,0,0,win
2,0,1353.0,0,0,win
2,0,1336.0,0,0,win
2,0,1336.0,0,0,win
2,0,1343.0,0,0,win
2,0,1375.0,0,0,win
2,0,1360.0,0,0,win
2,0,1337.0,0,0,win
2,0,1339.0,0,0,win
2,0,1357.0,0,0,win
2,0,1353.0,0,0,win
2,1,1562.0,0,1,win
2,0,1360.0,0,0,win
2,0,1370.0,0,0,win
2,0,1350.0,0,0,win
1,1,1346.0,0,1,win
2,0,1351.0,0,0,win
2,2,1765.0,0,2,win
2,0,1357.0,0,0,win
2,0,1356.0,0,0,win
2,0,1360.0,0,0,win
2,0,1355.0,0,0,win
2,0,338.0,0,0,lose
2,0,1341.0,0,0,win
2,0,1370.0,0,0,win
2,0,1337.0,0,0,win
2,0,1336.0,0,0,win
2,0,1345.0,0,0,win
2,0,1358.0,0,0,win
2,0,1329.0,0,0,win
2,0,1361.0,0,0,win
2,0,1314.0,0,0,win
2,0,1382.0,0,0,win
1,0,330.0,0,0,timeout
2,0,1318.0,0,0,win
2,1,1566.0,0,1,win
2,0,1354.0,0,0,win
2,0,1257.0,0,0,win
2,0,1354.0,0,0,win
2,0,1358.0,0,0,win
2,0,1371.0,0,0,win
2,0,1313.0,0,0,win
2,0,1351.0,0,0,win
2,0,1283.0,0,0,win
2,0,1340.0,0,0,win
2,0,1371.0,0,0,win
2,0,1365.0,0,0,win
2,0,1367.0,0,0,win
2,1,1568.0,0,1,win
2,0,1356.0,0,0,win
2,0,1337.0,0,0,win
2,0,1371.0,0,0,win
2,1,1545.0,0,1,win
2,0,1279.0,0,0,win
2,0,1319.0,0,0,win
2,0,1345.0,0,0,win
2,0,1364.0,0,0,win
2,0,1365.0,0,0,win
2,0,1346.0,0,0,win
2,0,1356.0,0,0,win
1,0,-34.0,0,0,lose
