Blue Eaten,Orange Eaten,Score,Seed,VegetarianOrange,Win/Lose
2,1,1541.0,0,1,win
2,0,1330.0,0,0,win
2,0,1365.0,0,0,win
2,0,1316.0,0,0,win
2,0,1363.0,0,0,win
2,0,1358.0,0,0,win
2,0,308.0,0,0,lose
2,0,1328.0,0,0,win
2,0,1319.0,0,0,win
2,0,1340.0,0,0,win
2,0,1349.0,0,0,win
2,0,1356.0,0,0,win
2,0,1320.0,0,0,win
2,0,1352.0,0,0,win
2,0,1334.0,0,0,win
2,0,1310.0,0,0,win
2,1,1538.0,0,1,win
2,1,1515.0,0,1,win
2,0,178.0,0,0,lose
2,0,307.0,0,0,lose
2,0,1317.0,0,0,win
2,0,1318.0,0,0,win
2,0,1331.0,0,0,win
2,0,1360.0,0,0,win
2,0,1334.0,0,0,win
2,0,1336.0,0,0,win
2,0,1315.0,0,0,win
2,0,1336.0,0,0,win
2,0,1314.0,0,0,win
2,0,1299.0,0,0,win
2,0,1315.0,0,0,win
2,0,1345.0,0,0,win
2,0,1358.0,0,0,win
2,0,1297.0,0,0,win
2,0,1305.0,0,0,win
2,0,1314.0,0,0,win
2,0,1311.0,0,0,win
2,0,221.0,0,0,lose
2,0,1343.0,0,0,win
2,0,1336.0,0,0,win
1,0,-167.0,0,0,lose
2,0,267.0,0,0,lose
2,0,1315.0,0,0,win
2,0,1335.0,0,0,win
2,0,1324.0,0,0,win
2,0,1348.0,0,0,win
1,0,-36.0,0,0,lose
2,0,1316.0,0,0,win
2,0,1344.0,0,0,win
2,0,189.0,0,0,lose
2,0,1356.0,0,0,win
2,0,1321.0,0,0,win
2,0,1370.0,0,0,win
2,1,1551.0,0,1,win
2,1,1534.0,0,1,win
2,0,1317.0,0,0,win
2,1,1538.0,0,1,win
2,0,1349.0,0,0,win
2,0,1359.0,0,0,win
2,0,1322.0,0,0,win
2,1,1541.0,0,1,win
2,0,1330.0,0,0,win
2,0,1311.0,0,0,win
2,0,1325.0,0,0,win
2,0,224.0,0,0,lose
2,0,1356.0,0,0,win
2,0,220.0,0,0,lose
1,0,1140.0,0,0,win
2,1,1540.0,0,1,win
1,0,1107.0,0,0,win
2,0,1330.0,0,0,win
2,1,1537.0,0,1,win
2,0,1332.0,0,0,win
2,1,1560.0,0,1,win
2,0,1294.0,0,0,win
2,0,1351.0,0,0,win
2,0,1328.0,0,0,win
2,0,254.0,0,0,lose
2,0,1344.0,0,0,win
2,0,1337.0,0,0,win
2,0,1359.0,0,0,win
2,0,1290.0,0,0,win
2,0,1348.0,0,0,win
2,0,1371.0,0,0,win
2,0,1333.0,0,0,win
2,0,1333.0,0,0,win
2,0,1324.0,0,0,win
2,0,1350.0,0,0,win
1,1,1335.0,0,1,win
2,0,1348.0,0,0,win
2,0,1345.0,0,0,win
2,0,1343.0,0,0,win
1,0,-19.0,0,0,lose
2,0,1352.0,0,0,win
2,0,1354.0,0,0,win
2,0,1335.0,0,0,win
2,1,1562.0,0,1,win
2,0,1332.0,0,0,win
2,0,1342.0,0,0,win
2,0,1326.0,0,0,win
2,0,1316.0,0,0,win
2,0,1335.0,0,0,win
2,0,1373.0,0,0,win
2,0,1320.0,0,0,win
2,0,1306.0,0,0,win
2,0,1346.0,0,0,win
2,0,1350.0,0,0,win
1,0,1098.0,0,0,win
2,0,1341.0,0,0,win
2,0,1317.0,0,0,win
2,0,210.0,0,0,lose
2,0,1337.0,0,0,win
2,0,1344.0,0,0,win
2,0,1339.0,0,0,win
2,0,1339.0,0,0,win
2,0,1315.0,0,0,win
2,0,1336.0,0,0,win
2,0,1342.0,0,0,win
2,0,1362.0,0,0,win
1,0,1085.0,0,0,win
2,0,1351.0,0,0,win
1,1,1316.0,0,1,win
2,0,1348.0,0,0,win
2,0,256.0,0,0,lose
2,0,1333.0,0,0,win
2,0,1349.0,0,0,win
2,0,1225.0,0,0,win
1,0,1116.0,0,0,win
2,0,1312.0,0,0,win
2,0,1257.0,0,0,win
2,0,1317.0,0,0,win
2,0,165.0,0,0,lose
2,0,1335.0,0,0,win
2,0,1353.0,0,0,win
2,0,1360.0,0,0,win
2,0,1339.0,0,0,win
2,0,1376.0,0,0,win
2,0,1358.0,0,0,win
2,0,1327.0,0,0,win
2,0,1289.0,0,0,win
2,0,1355.0,0,0,win
1,0,1100.0,0,0,win
2,0,152.0,0,0,lose
2,0,1315.0,0,0,win
2,0,1353.0,0,0,win
2,0,1366.0,0,0,win
2,0,1338.0,0,0,win
2,0,1351.0,0,0,win
2,0,1341.0,0,0,win
2,0,1356.0,0,0,win
2,0,250.0,0,0,lose
2,0,1298.0,0,0,win
2,0,1324.0,0,0,win
2,0,309.0,0,0,lose
2,0,1339.0,0,0,win
2,0,1319.0,0,0,win
2,0,1319.0,0,0,win
2,0,1329.0,0,0,win
2,0,1319.0,0,0,win
2,0,1334.0,0,0,win
2,0,1368.0,0,0,win
2,0,1335.0,0,0,win
2,0,1349.0,0,0,win
2,0,1330.0,0,0,win
2,0,1318.0,0,0,win
2,0,1305.0,0,0,win
2,0,1344.0,0,0,win
2,0,1359.0,0,0,win
2,0,1271.0,0,0,win
2,0,1354.0,0,0,win
2,0,217.0,0,0,lose
2,1,1545.0,0,1,win
2,0,1341.0,0,0,win
2,0,1236.0,0,0,win
2,0,1346.0,0,0,win
2,0,1303.0,0,0,win
2,0,1315.0,0,0,win
2,0,1343.0,0,0,win
2,0,1307.0,0,0,win
2,0,1325.0,0,0,win
2,0,1352.0,0,0,win
2,0,1266.0,0,0,win
1,0,1115.0,0,0,win
2,0,1297.0,0,0,win
2,0,1304.0,0,0,win
2,0,1243.0,0,0,win
2,0,1335.0,0,0,win
2,0,1323.0,0,0,win
2,0,1324.0,0,0,win
2,0,1300.0,0,0,win
2,0,1345.0,0,0,win
2,0,1335.0,0,0,win
2,0,256.0,0,0,lose
2,0,1333.0,0,0,win
2,0,1311.0,0,0,win
2,0,1290.0,0,0,win
2,0,1337.0,0,0,win
1,0,1056.0,0,0,win
2,0,1346.0,0,0,win
2,1,1528.0,0,1,win
2,0,1337.0,0,0,win
2,0,1340.0,0,0,win
2,0,1348.0,0,0,win
2,1,1511.0,0,1,win
2,0,1349.0,0,0,win
2,0,1323.0,0,0,win
1,0,440.0,0,0,timeout
2,0,1348.0,0,0,win
2,0,1330.0,0,0,win
2,0,1353.0,0,0,win
1,0,-170.0,0,0,lose
2,0,1349.0,0,0,win
2,0,1330.0,0,0,win
2,0,1361.0,0,0,win
2,0,243.0,0,0,lose
2,0,1328.0,0,0,win
2,0,1278.0,0,0,win
2,0,1315.0,0,0,win
2,0,1336.0,0,0,win
2,0,359.0,0,0,lose
2,0,1358.0,0,0,win
1,0,-180.0,0,0,lose
2,0,1351.0,0,0,win
2,0,1345.0,0,0,win
2,0,235.0,0,0,lose
2,0,1335.0,0,0,win
2,0,1339.0,0,0,win
2,0,1226.0,0,0,win
2,0,1352.0,0,0,win
2,0,1297.0,0,0,win
2,0,1323.0,0,0,win
2,0,1316.0,0,0,win
2,0,1346.0,0,0,win
1,0,-179.0,0,0,lose
2,0,1346.0,0,0,win
2,0,1316.0,0,0,win
2,0,1362.0,0,0,win
2,0,1346.0,0,0,win
2,0,1320.0,0,0,win
2,0,1345.0,0,0,win
2,0,1329.0,0,0,win
2,0,1335.0,0,0,win
2,0,1329.0,0,0,win
2,0,1334.0,0,0,win
2,0,1338.0,0,0,win
2,1,1577.0,0,1,win
2,0,257.0,0,0,lose
2,0,110.0,0,0,lose
2,0,1339.0,0,0,win
2,0,1356.0,0,0,win
2,0,1333.0,0,0,win
2,0,1344.0,0,0,win
2,0,1352.0,0,0,win
2,0,1301.0,0,0,win
1,0,1116.0,0,0,win
2,0,1331.0,0,0,win
2,0,224.0,0,0,lose
2,0,1359.0,0,0,win
2,0,1362.0,0,0,win
2,0,1320.0,0,0,win
2,0,1371.0,0,0,win
2,0,1298.0,0,0,win
2,0,1340.0,0,0,win
2,0,1330.0,0,0,win
2,0,1368.0,0,0,win
2,0,1330.0,0,0,win
2,0,1305.0,0,0,win
2,0,1278.0,0,0,win
2,0,1362.0,0,0,win
2,0,1331.0,0,0,win
2,0,1334.0,0,0,win
2,0,1350.0,0,0,win
2,0,1323.0,0,0,win
2,0,1321.0,0,0,win
2,0,1340.0,0,0,win
2,0,1335.0,0,0,win
2,0,180.0,0,0,lose
2,0,1344.0,0,0,win
2,0,1333.0,0,0,win
2,0,233.0,0,0,lose
1,1,1312.0,0,1,win
1,0,1093.0,0,0,win
2,0,1336.0,0,0,win
2,0,1356.0,0,0,win
2,0,1363.0,0,0,win
2,0,1323.0,0,0,win
2,0,1320.0,0,0,win
1,0,-81.0,0,0,lose
2,0,1360.0,0,0,win
2,0,264.0,0,0,lose
2,0,1342.0,0,0,win
2,0,1350.0,0,0,win
2,0,139.0,0,0,lose
1,0,32.0,0,0,lose
2,1,1545.0,0,1,win
2,0,263.0,0,0,lose
2,0,1353.0,0,0,win
1,0,1096.0,0,0,win
2,0,1316.0,0,0,win
2,0,1331.0,0,0,win
2,0,1352.0,0,0,win
2,0,234.0,0,0,lose
2,1,1566.0,0,1,win
1,0,1106.0,0,0,win
2,1,1572.0,0,1,win
2,0,1325.0,0,0,win
2,0,1341.0,0,0,win
2,0,1348.0,0,0,win
2,1,1560.0,0,1,win
2,0,1321.0,0,0,win
2,0,1360.0,0,0,win
2,0,1369.0,0,0,win
2,0,311.0,0,0,lose
2,0,1347.0,0,0,win
