Blue Eaten,CTD,EarlyBird,Orange Eaten,Penalty1(total),Score,Seed,VegetarianBlue,VegetarianOrange,Win/Lose
2,4,0,2,8,1776.0,0,2,2,win
2,3,1,1,6,465.0,0,2,1,lose
2,4,1,2,8,1780.0,0,2,2,win
2,4,1,2,8,1770.0,0,2,2,win
2,3,0,2,7,1777.0,0,2,2,win
2,3,1,2,7,1778.0,0,2,2,win
2,4,1,2,8,1774.0,0,2,2,win
2,4,0,2,8,1773.0,0,2,2,win
2,4,0,2,8,1766.0,0,2,2,win
2,4,1,2,8,1760.0,0,2,2,win
2,4,1,2,8,1763.0,0,2,2,win
2,4,1,2,8,1770.0,0,2,2,win
2,4,1,2,8,1778.0,0,2,2,win
2,4,1,2,8,1774.0,0,2,2,win
2,4,0,2,8,1782.0,0,2,2,win
2,3,0,2,7,1755.0,0,2,2,win
2,3,1,2,7,634.0,0,2,2,lose
2,4,0,2,8,1758.0,0,2,2,win
2,4,0,2,8,1761.0,0,2,2,win
2,3,1,2,7,1778.0,0,2,2,win
2,4,1,2,8,1778.0,0,2,2,win
1,3,1,2,6,1557.0,0,1,2,win
2,4,1,2,8,1760.0,0,2,2,win
2,3,1,1,6,1515.0,0,2,1,win
2,4,1,2,8,1782.0,0,2,2,win
2,4,1,2,8,1778.0,0,2,2,win
2,3,1,2,7,1752.0,0,2,2,win
2,3,1,2,7,1736.0,0,2,2,win
2,4,1,2,8,1770.0,0,2,2,win
2,4,0,2,8,1780.0,0,2,2,win
1,2,0,1,4,24.0,0,1,1,lose
2,4,1,2,8,1769.0,0,2,2,win
2,4,1,2,8,1772.0,0,2,2,win
2,4,1,2,8,1779.0,0,2,2,win
2,4,0,2,8,1772.0,0,2,2,win
2,4,1,2,8,1774.0,0,2,2,win
2,4,1,2,8,747.0,0,2,2,lose
2,4,1,2,8,1778.0,0,2,2,win
2,4,1,2,8,1718.0,0,2,2,win
2,4,1,2,8,1767.0,0,2,2,win
2,4,1,2,8,1752.0,0,2,2,win
1,3,1,2,6,1567.0,0,1,2,win
2,4,1,2,8,1768.0,0,2,2,win
2,4,1,2,8,1765.0,0,2,2,win
1,1,1,1,3,26.0,0,1,1,lose
2,3,0,1,6,1556.0,0,2,1,win
2,4,1,2,8,1776.0,0,2,2,win
1,3,1,2,6,522.0,0,1,2,lose
2,4,0,2,8,1778.0,0,2,2,win
1,3,1,2,6,1576.0,0,1,2,win
2,4,0,2,8,1772.0,0,2,2,win
2,4,0,2,8,1772.0,0,2,2,win
2,4,1,2,8,1778.0,0,2,2,win
2,3,1,1,6,1570.0,0,2,1,win
2,4,1,2,8,1757.0,0,2,2,win
2,4,1,2,8,1782.0,0,2,2,win
2,4,1,2,8,1752.0,0,2,2,win
2,3,1,2,7,1757.0,0,2,2,win
2,4,0,2,8,1777.0,0,2,2,win
2,4,1,2,8,1758.0,0,2,2,win
2,4,0,2,8,1778.0,0,2,2,win
2,3,0,2,7,756.0,0,2,2,lose
1,1,0,0,2,-178.0,0,1,0,lose
2,4,1,2,8,1768.0,0,2,2,win
2,4,0,2,8,1782.0,0,2,2,win
1,3,1,2,6,467.0,0,1,2,lose
2,4,1,2,8,1743.0,0,2,2,win
1,1,0,0,2,-182.0,0,1,0,lose
2,4,0,2,8,1782.0,0,2,2,win
2,4,0,2,8,1772.0,0,2,2,win
2,3,1,2,7,1764.0,0,2,2,win
2,4,1,2,8,1769.0,0,2,2,win
2,4,0,2,8,1780.0,0,2,2,win
1,2,1,2,5,438.0,0,1,2,lose
2,3,1,1,6,1577.0,0,2,1,win
2,4,1,2,8,1761.0,0,2,2,win
2,4,0,2,8,1763.0,0,2,2,win
2,3,1,2,7,1765.0,0,2,2,win
2,3,1,2,7,1732.0,0,2,2,win
2,3,1,1,6,1576.0,0,2,1,win
2,4,1,2,8,1773.0,0,2,2,win
2,4,1,2,8,1764.0,0,2,2,win
2,4,0,2,8,1778.0,0,2,2,win
2,2,1,1,5,1558.0,0,2,1,win
2,4,1,2,8,1767.0,0,2,2,win
1,2,0,1,4,33.0,0,1,1,lose
1,1,1,0,2,-183.0,0,1,0,lose
2,4,1,2,8,1775.0,0,2,2,win
2,4,1,2,8,1768.0,0,2,2,win
2,4,1,2,8,1743.0,0,2,2,win
2,4,1,2,8,1778.0,0,2,2,win
2,3,1,2,7,1765.0,0,2,2,win
2,3,0,1,6,443.0,0,2,1,lose
2,3,1,2,7,1748.0,0,2,2,win
1,1,0,1,3,21.0,0,1,1,lose
2,4,0,2,8,1782.0,0,2,2,win
2,4,1,2,8,1773.0,0,2,2,win
2,4,1,2,8,1754.0,0,2,2,win
2,4,1,2,8,1774.0,0,2,2,win
2,4,1,2,8,1778.0,0,2,2,win
2,4,1,2,8,1762.0,0,2,2,win
1,2,1,1,4,161.0,0,1,1,lose
1,3,1,2,6,1547.0,0,1,2,win
1,3,0,2,6,1553.0,0,1,2,win
2,4,0,2,8,1780.0,0,2,2,win
2,4,0,2,8,1781.0,0,2,2,win
2,3,1,1,6,1566.0,0,2,1,win
2,4,1,2,8,1772.0,0,2,2,win
2,4,1,2,8,1771.0,0,2,2,win
2,4,0,2,8,1755.0,0,2,2,win
1,2,1,1,4,24.0,0,1,1,lose
2,4,1,2,8,1737.0,0,2,2,win
2,4,1,2,8,1772.0,0,2,2,win
2,4,0,2,8,1778.0,0,2,2,win
1,2,0,1,4,213.0,0,1,1,lose
2,4,0,2,8,1763.0,0,2,2,win
2,4,1,2,8,1774.0,0,2,2,win
2,4,0,2,8,1760.0,0,2,2,win
2,4,0,2,8,1782.0,0,2,2,win
2,4,1,2,8,1762.0,0,2,2,win
1,3,1,2,6,472.0,0,1,2,lose
2,3,1,2,7,1767.0,0,2,2,win
2,4,1,2,8,1768.0,0,2,2,win
2,4,0,2,8,1770.0,0,2,2,win
1,3,1,2,6,1549.0,0,1,2,win
2,3,1,2,7,1761.0,0,2,2,win
2,4,0,2,8,1780.0,0,2,2,win
2,4,1,2,8,1768.0,0,2,2,win
2,4,0,2,8,1767.0,0,2,2,win
2,4,1,2,8,1766.0,0,2,2,win
2,4,1,2,8,1763.0,0,2,2,win
2,4,1,2,8,1770.0,0,2,2,win
2,3,1,1,6,1569.0,0,2,1,win
1,3,1,2,6,458.0,0,1,2,lose
2,4,1,2,8,1776.0,0,2,2,win
2,4,1,2,8,1776.0,0,2,2,win
2,3,0,2,7,1778.0,0,2,2,win
2,4,1,2,8,1776.0,0,2,2,win
2,4,1,2,8,1749.0,0,2,2,win
