Blue Eaten,CTD,EarlyBird,Orange Eaten,Penalty1(total),Score,Seed,VegetarianBlue,VegetarianOrange,Win/Lose
2,4,1,2,8,1772.0,0,2,2,win
2,4,0,2,8,1764.0,0,2,2,win
1,3,1,2,6,1561.0,0,1,2,win
2,3,1,2,7,1728.0,0,2,2,win
2,3,1,1,6,1527.0,0,2,1,win
2,4,1,2,8,1779.0,0,2,2,win
2,4,1,2,8,1777.0,0,2,2,win
2,4,1,2,8,1781.0,0,2,2,win
2,3,1,2,7,1765.0,0,2,2,win
2,3,1,2,7,1745.0,0,2,2,win
2,3,1,2,7,1660.0,0,2,2,win
2,4,1,2,8,1763.0,0,2,2,win
2,4,0,2,8,1776.0,0,2,2,win
0,0,1,1,1,-171.0,0,0,1,lose
1,1,0,1,3,31.0,0,1,1,lose
2,4,1,2,8,1772.0,0,2,2,win
1,1,1,1,3,40.0,0,1,1,lose
2,4,1,2,8,1779.0,0,2,2,win
2,4,1,2,8,1763.0,0,2,2,win
2,4,1,2,8,1761.0,0,2,2,win
2,4,1,2,8,1779.0,0,2,2,win
2,3,1,2,7,1762.0,0,2,2,win
2,3,1,2,7,1776.0,0,2,2,win
2,4,0,2,8,1762.0,0,2,2,win
2,4,1,2,8,731.0,0,2,2,lose
2,4,1,2,8,1759.0,0,2,2,win
1,1,1,1,3,58.0,0,1,1,lose
2,4,1,2,8,1774.0,0,2,2,win
1,2,1,2,5,1573.0,0,1,2,win
2,4,1,2,8,1772.0,0,2,2,win
2,3,1,2,7,1769.0,0,2,2,win
2,4,1,2,8,1771.0,0,2,2,win
2,3,1,1,6,1517.0,0,2,1,win
2,3,0,2,7,1773.0,0,2,2,win
2,4,1,2,8,1776.0,0,2,2,win
2,4,0,2,8,1734.0,0,2,2,win
2,4,1,2,8,1777.0,0,2,2,win
2,4,1,2,8,1771.0,0,2,2,win
0,1,0,1,2,-176.0,0,0,1,lose
2,3,1,2,7,1774.0,0,2,2,win
1,3,1,2,6,1522.0,0,1,2,win
2,3,1,1,6,414.0,0,2,1,lose
2,4,1,2,8,1766.0,0,2,2,win
2,3,1,1,6,505.0,0,2,1,lose
2,4,1,2,8,1751.0,0,2,2,win
2,4,1,2,8,1765.0,0,2,2,win
1,3,1,2,6,1567.0,0,1,2,win
2,3,1,1,6,1553.0,0,2,1,win
2,4,1,2,8,1762.0,0,2,2,win
2,4,1,2,8,1767.0,0,2,2,win
2,4,0,2,8,1744.0,0,2,2,win
2,4,1,2,8,738.0,0,2,2,lose
2,4,1,2,8,1767.0,0,2,2,win
2,4,1,2,8,1775.0,0,2,2,win
2,3,1,2,7,1765.0,0,2,2,win
1,2,1,2,5,1540.0,0,1,2,win
2,3,1,1,6,1542.0,0,2,1,win
1,2,0,1,4,128.0,0,1,1,lose
2,4,1,2,8,1741.0,0,2,2,win
1,1,0,0,2,-159.0,0,1,0,lose
2,4,0,2,8,1772.0,0,2,2,win
2,4,1,2,8,1776.0,0,2,2,win
2,4,0,2,8,1764.0,0,2,2,win
2,4,1,2,8,1772.0,0,2,2,win
1,3,1,2,6,1543.0,0,1,2,win
2,4,1,2,8,1770.0,0,2,2,win
2,4,1,2,8,1722.0,0,2,2,win
2,3,1,2,7,535.0,0,2,2,lose
2,4,0,2,8,1769.0,0,2,2,win
1,1,1,1,3,41.0,0,1,1,lose
1,1,1,0,2,-171.0,0,1,0,lose
2,4,1,2,8,1748.0,0,2,2,win
2,4,1,2,8,1769.0,0,2,2,win
2,4,1,2,8,1768.0,0,2,2,win
2,3,1,2,7,613.0,0,2,2,lose
2,2,0,2,6,635.0,0,2,2,lose
2,4,1,2,8,1753.0,0,2,2,win
2,3,1,2,7,1748.0,0,2,2,win
2,4,1,2,8,1764.0,0,2,2,win
2,4,0,2,8,1769.0,0,2,2,win
2,4,1,2,8,1774.0,0,2,2,win
2,4,1,2,8,1771.0,0,2,2,win
2,3,1,2,7,1769.0,0,2,2,win
2,4,1,2,8,1753.0,0,2,2,win
2,4,1,2,8,1721.0,0,2,2,win
2,3,1,2,7,1773.0,0,2,2,win
2,4,1,2,8,1749.0,0,2,2,win
2,4,1,2,8,1779.0,0,2,2,win
2,4,1,2,8,1764.0,0,2,2,win
2,3,1,1,6,1527.0,0,2,1,win
2,3,1,2,7,1778.0,0,2,2,win
2,4,1,2,8,1773.0,0,2,2,win
2,4,1,2,8,1718.0,0,2,2,win
1,1,1,1,3,21.0,0,1,1,lose
0,1,0,1,2,-145.0,0,0,1,lose
2,4,1,2,8,1770.0,0,2,2,win
2,4,1,2,8,1735.0,0,2,2,win
2,4,1,2,8,1764.0,0,2,2,win
2,3,1,2,7,1762.0,0,2,2,win
2,4,1,2,8,1765.0,0,2,2,win
2,4,1,2,8,1764.0,0,2,2,win
2,3,1,1,6,1521.0,0,2,1,win
2,3,1,2,7,1771.0,0,2,2,win
2,3,1,1,6,1555.0,0,2,1,win
2,4,1,2,8,1760.0,0,2,2,win
1,3,1,2,6,1565.0,0,1,2,win
2,3,1,2,7,1748.0,0,2,2,win
2,4,0,2,8,1735.0,0,2,2,win
2,4,0,2,8,1756.0,0,2,2,win
2,3,1,2,7,1756.0,0,2,2,win
1,0,1,1,2,38.0,0,1,1,lose
2,4,0,2,8,1749.0,0,2,2,win
2,4,1,2,8,1772.0,0,2,2,win
2,4,1,2,8,1771.0,0,2,2,win
2,3,1,1,6,1554.0,0,2,1,win
0,0,1,1,1,-169.0,0,0,1,lose
2,4,1,2,8,1762.0,0,2,2,win
1,1,1,1,3,41.0,0,1,1,lose
2,4,1,2,8,1742.0,0,2,2,win
2,4,1,2,8,1755.0,0,2,2,win
2,4,1,2,8,642.0,0,2,2,lose
2,4,1,2,8,1763.0,0,2,2,win
2,4,1,2,8,1768.0,0,2,2,win
2,1,1,1,4,421.0,0,2,1,lose
2,4,0,2,8,1755.0,0,2,2,win
2,3,0,2,7,1773.0,0,2,2,win
2,4,1,2,8,1762.0,0,2,2,win
2,4,0,2,8,1768.0,0,2,2,win
2,4,1,2,8,1770.0,0,2,2,win
1,2,1,2,5,1557.0,0,1,2,win
2,4,1,2,8,1763.0,0,2,2,win
2,3,1,2,7,1776.0,0,2,2,win
1,1,1,1,3,40.0,0,1,1,lose
2,4,1,2,8,1769.0,0,2,2,win
0,0,1,1,1,-165.0,0,0,1,lose
1,2,0,1,4,30.0,0,1,1,lose
2,4,1,2,8,1768.0,0,2,2,win
1,3,1,2,6,1562.0,0,1,2,win
2,4,1,2,8,1753.0,0,2,2,win
1,2,0,2,5,1572.0,0,1,2,win
2,4,1,2,8,1581.0,0,2,2,win
2,4,1,2,8,1767.0,0,2,2,win
1,3,1,2,6,449.0,0,1,2,lose
2,2,0,0,4,189.0,0,2,0,lose
2,4,1,2,8,1776.0,0,2,2,win
2,4,1,2,8,1771.0,0,2,2,win
2,3,1,1,6,1548.0,0,2,1,win
2,4,1,2,8,1768.0,0,2,2,win
2,4,1,2,8,1751.0,0,2,2,win
2,4,1,2,8,1776.0,0,2,2,win
2,3,0,1,6,1545.0,0,2,1,win
2,4,0,2,8,1763.0,0,2,2,win
2,4,0,2,8,1739.0,0,2,2,win
2,4,1,2,8,727.0,0,2,2,lose
1,1,0,1,3,97.0,0,1,1,lose
2,3,1,2,7,1745.0,0,2,2,win
2,4,1,2,8,1760.0,0,2,2,win
1,2,0,1,4,30.0,0,1,1,lose
2,4,1,2,8,634.0,0,2,2,lose
2,3,0,2,7,1755.0,0,2,2,win
2,4,0,2,8,1746.0,0,2,2,win
0,2,1,2,4,1332.0,0,0,2,win
2,4,1,2,8,1740.0,0,2,2,win
2,4,0,2,8,1775.0,0,2,2,win
2,4,1,2,8,1736.0,0,2,2,win
2,3,1,2,7,1761.0,0,2,2,win
2,3,0,1,6,1564.0,0,2,1,win
2,4,1,2,8,1708.0,0,2,2,win
1,3,1,2,6,428.0,0,1,2,lose
2,4,1,2,8,1778.0,0,2,2,win
2,4,1,2,8,1772.0,0,2,2,win
2,4,1,2,8,1779.0,0,2,2,win
2,4,1,2,8,1769.0,0,2,2,win
2,4,1,2,8,1764.0,0,2,2,win
2,4,1,2,8,1771.0,0,2,2,win
2,3,1,2,7,1768.0,0,2,2,win
2,3,1,1,6,1556.0,0,2,1,win
2,4,1,2,8,1759.0,0,2,2,win
2,4,0,2,8,1769.0,0,2,2,win
2,4,1,2,8,1781.0,0,2,2,win
2,4,1,2,8,1764.0,0,2,2,win
2,4,1,2,8,1752.0,0,2,2,win
2,4,1,2,8,1772.0,0,2,2,win
2,3,0,1,6,1492.0,0,2,1,win
1,3,0,2,6,1566.0,0,1,2,win
1,2,1,1,4,34.0,0,1,1,lose
2,4,1,2,8,1769.0,0,2,2,win
2,4,1,2,8,1770.0,0,2,2,win
2,4,1,2,8,1767.0,0,2,2,win
2,4,1,2,8,1765.0,0,2,2,win
1,2,1,2,5,1548.0,0,1,2,win
2,4,1,2,8,1762.0,0,2,2,win
2,3,1,2,7,1773.0,0,2,2,win
2,3,1,2,7,1758.0,0,2,2,win
2,4,0,2,8,1766.0,0,2,2,win
1,3,1,2,6,1571.0,0,1,2,win
1,2,0,1,4,34.0,0,1,1,lose
1,0,1,1,2,31.0,0,1,1,lose
1,3,1,2,6,1551.0,0,1,2,win
2,4,1,2,8,1772.0,0,2,2,win
1,3,1,2,6,1566.0,0,1,2,win
1,2,0,1,4,33.0,0,1,1,lose
2,4,1,2,8,1744.0,0,2,2,win
1,2,1,2,5,1559.0,0,1,2,win
2,4,1,2,8,1753.0,0,2,2,win
2,4,0,2,8,1775.0,0,2,2,win
1,3,1,2,6,1572.0,0,1,2,win
0,0,1,1,1,-169.0,0,0,1,lose
2,4,1,2,8,1774.0,0,2,2,win
2,4,1,2,8,1779.0,0,2,2,win
2,3,1,2,7,1781.0,0,2,2,win
2,3,1,2,7,1773.0,0,2,2,win
2,4,1,2,8,1741.0,0,2,2,win
2,4,1,2,8,1742.0,0,2,2,win
2,4,1,2,8,1757.0,0,2,2,win
1,2,0,1,4,119.0,0,1,1,lose
2,4,0,2,8,1769.0,0,2,2,win
1,2,1,1,4,35.0,0,1,1,lose
1,1,0,0,2,-162.0,0,1,0,lose
2,4,1,2,8,1760.0,0,2,2,win
2,3,1,2,7,1766.0,0,2,2,win
2,4,1,2,8,1768.0,0,2,2,win
