Blue Eaten,Orange Eaten,Score,Seed,VegetarianOrange,Win/Lose
2,0,1349.0,0,0,win
1,0,1168.0,0,0,win
0,0,913.0,0,0,win
2,0,351.0,0,0,lose
1,0,1162.0,0,0,win
2,0,1378.0,0,0,win
2,0,1362.0,0,0,win
2,0,1374.0,0,0,win
2,0,1334.0,0,0,win
2,0,1353.0,0,0,win
1,0,1125.0,0,0,win
2,0,1337.0,0,0,win
1,0,1105.0,0,0,win
2,0,165.0,0,0,lose
2,0,1358.0,0,0,win
1,0,1123.0,0,0,win
1,0,1138.0,0,0,win
2,0,1376.0,0,0,win
2,0,1327.0,0,0,win
2,0,294.0,0,0,lose
2,1,1559.0,0,1,win
2,0,1376.0,0,0,win
1,0,1141.0,0,0,win
0,0,902.0,0,0,win
2,0,1331.0,0,0,win
2,0,281.0,0,0,lose
0,0,929.0,0,0,win
1,0,1150.0,0,0,win
1,0,1166.0,0,0,win
2,0,1345.0,0,0,win
2,0,1349.0,0,0,win
0,0,959.0,0,0,win
1,0,1164.0,0,0,win
1,0,1162.0,0,0,win
2,0,1314.0,0,0,win
2,0,1352.0,0,0,win
2,0,1356.0,0,0,win
1,0,1144.0,0,0,win
1,0,1164.0,0,0,win
2,0,1339.0,0,0,win
2,0,1364.0,0,0,win
2,0,1348.0,0,0,win
1,0,1173.0,0,0,win
2,0,1352.0,0,0,win
2,0,1371.0,0,0,win
1,0,1159.0,0,0,win
2,0,1333.0,0,0,win
2,1,1573.0,0,1,win
2,0,1321.0,0,0,win
2,0,1290.0,0,0,win
0,0,926.0,0,0,win
1,0,1145.0,0,0,win
2,0,1370.0,0,0,win
2,0,1353.0,0,0,win
2,0,1373.0,0,0,win
1,0,1166.0,0,0,win
2,0,1321.0,0,0,win
2,0,1369.0,0,0,win
2,1,1558.0,0,1,win
2,0,1348.0,0,0,win
2,0,1366.0,0,0,win
1,0,1150.0,0,0,win
2,0,1379.0,0,0,win
1,0,41.0,0,0,lose
1,0,1149.0,0,0,win
1,0,1132.0,0,0,win
0,0,894.0,0,0,win
2,0,1336.0,0,0,win
1,0,1097.0,0,0,win
1,0,1157.0,0,0,win
2,0,1362.0,0,0,win
1,0,1129.0,0,0,win
2,0,1362.0,0,0,win
0,0,-339.0,0,0,lose
1,0,1170.0,0,0,win
1,0,1163.0,0,0,win
2,0,1352.0,0,0,win
2,0,1350.0,0,0,win
2,0,1366.0,0,0,win
1,0,1139.0,0,0,win
2,0,340.0,0,0,lose
1,0,1156.0,0,0,win
2,0,1358.0,0,0,win
1,0,1146.0,0,0,win
0,0,948.0,0,0,win
2,0,1366.0,0,0,win
2,0,289.0,0,0,lose
1,1,1367.0,0,1,win
2,0,1338.0,0,0,win
1,0,-167.0,0,0,lose
2,0,284.0,0,0,lose
1,0,1138.0,0,0,win
2,0,269.0,0,0,lose
2,0,1322.0,0,0,win
1,0,1149.0,0,0,win
2,0,1341.0,0,0,win
1,0,1125.0,0,0,win
2,0,1346.0,0,0,win
2,0,1349.0,0,0,win
1,0,1149.0,0,0,win
1,0,1165.0,0,0,win
1,0,1143.0,0,0,win
1,0,1135.0,0,0,win
2,1,1568.0,0,1,win
2,0,1348.0,0,0,win
2,0,1359.0,0,0,win
1,0,1139.0,0,0,win
1,0,1126.0,0,0,win
2,0,1344.0,0,0,win
2,0,1339.0,0,0,win
1,1,1358.0,0,1,win
2,0,1278.0,0,0,win
2,0,1338.0,0,0,win
2,0,1291.0,0,0,win
2,0,323.0,0,0,lose
2,0,1354.0,0,0,win
0,0,890.0,0,0,win
2,0,1360.0,0,0,win
1,0,-96.0,0,0,lose
1,0,1162.0,0,0,win
1,0,-168.0,0,0,lose
2,0,1364.0,0,0,win
2,0,1358.0,0,0,win
2,0,1367.0,0,0,win
1,0,1151.0,0,0,win
2,0,1361.0,0,0,win
1,0,1161.0,0,0,win
2,0,323.0,0,0,lose
2,0,1362.0,0,0,win
1,0,1114.0,0,0,win
2,0,1371.0,0,0,win
2,0,1362.0,0,0,win
2,0,1343.0,0,0,win
1,0,1173.0,0,0,win
0,0,-183.0,0,0,lose
2,1,1569.0,0,1,win
1,1,1372.0,0,1,win
2,0,1323.0,0,0,win
2,1,1561.0,0,1,win
2,0,1359.0,0,0,win
2,0,1348.0,0,0,win
2,0,1336.0,0,0,win
2,0,1344.0,0,0,win
2,1,1558.0,0,1,win
1,0,1143.0,0,0,win
2,0,327.0,0,0,lose
2,0,1339.0,0,0,win
2,0,1357.0,0,0,win
1,0,1127.0,0,0,win
1,0,1146.0,0,0,win
1,0,-102.0,0,0,lose
1,0,144.0,0,0,lose
2,0,1356.0,0,0,win
2,0,1339.0,0,0,win
1,0,1086.0,0,0,win
1,0,1165.0,0,0,win
0,0,915.0,0,0,win
2,1,1556.0,0,1,win
2,0,1335.0,0,0,win
0,0,943.0,0,0,win
2,0,1330.0,0,0,win
0,0,-379.0,0,0,lose
1,0,1152.0,0,0,win
1,0,-168.0,0,0,lose
2,0,1368.0,0,0,win
2,0,1363.0,0,0,win
2,0,1327.0,0,0,win
1,0,103.0,0,0,lose
1,0,55.0,0,0,lose
1,0,1163.0,0,0,win
2,0,1330.0,0,0,win
2,0,1374.0,0,0,win
2,0,1314.0,0,0,win
2,0,1290.0,0,0,win
2,0,1373.0,0,0,win
2,0,1251.0,0,0,win
2,0,1352.0,0,0,win
2,0,1347.0,0,0,win
1,0,1171.0,0,0,win
2,0,1349.0,0,0,win
2,0,1352.0,0,0,win
1,0,-176.0,0,0,lose
1,0,1155.0,0,0,win
1,0,1160.0,0,0,win
2,0,1357.0,0,0,win
2,0,1327.0,0,0,win
1,0,1158.0,0,0,win
2,0,1364.0,0,0,win
1,0,1136.0,0,0,win
1,0,1171.0,0,0,win
2,0,1366.0,0,0,win
2,0,1330.0,0,0,win
2,1,1564.0,0,1,win
1,0,1180.0,0,0,win
0,0,964.0,0,0,win
2,0,1329.0,0,0,win
2,0,1348.0,0,0,win
2,0,1368.0,0,0,win
1,0,-89.0,0,0,lose
2,0,1349.0,0,0,win
1,0,-31.0,0,0,lose
1,0,56.0,0,0,lose
1,0,1138.0,0,0,win
0,0,-117.0,0,0,lose
2,1,1571.0,0,1,win
1,0,1099.0,0,0,win
2,0,1378.0,0,0,win
1,0,1159.0,0,0,win
1,0,1164.0,0,0,win
1,0,1155.0,0,0,win
1,0,35.0,0,0,lose
2,0,1323.0,0,0,win
2,0,1337.0,0,0,win
2,0,1372.0,0,0,win
0,0,940.0,0,0,win
1,0,26.0,0,0,lose
2,0,1355.0,0,0,win
1,0,1161.0,0,0,win
1,0,1167.0,0,0,win
2,0,1353.0,0,0,win
1,0,114.0,0,0,lose
2,0,1356.0,0,0,win
2,0,1337.0,0,0,win
1,0,1160.0,0,0,win
2,0,1355.0,0,0,win
1,0,1143.0,0,0,win
2,0,1364.0,0,0,win
1,0,1160.0,0,0,win
2,0,1345.0,0,0,win
2,0,1355.0,0,0,win
2,0,1348.0,0,0,win
2,0,1354.0,0,0,win
2,0,1361.0,0,0,win
2,0,1374.0,0,0,win
2,0,1295.0,0,0,win
2,0,1367.0,0,0,win
1,0,1104.0,0,0,win
2,0,1369.0,0,0,win
2,0,1333.0,0,0,win
2,0,1376.0,0,0,win
1,0,1154.0,0,0,win
1,0,1166.0,0,0,win
2,0,1341.0,0,0,win
2,0,1330.0,0,0,win
2,0,1294.0,0,0,win
1,0,1106.0,0,0,win
1,0,1158.0,0,0,win
2,0,1357.0,0,0,win
2,0,1366.0,0,0,win
1,1,1353.0,0,1,win
2,0,1366.0,0,0,win
2,0,1296.0,0,0,win
2,0,1349.0,0,0,win
2,0,1364.0,0,0,win
1,0,1157.0,0,0,win
2,0,1346.0,0,0,win
2,0,1366.0,0,0,win
2,0,1320.0,0,0,win
2,0,1326.0,0,0,win
2,0,1358.0,0,0,win
2,0,1373.0,0,0,win
1,0,1124.0,0,0,win
2,0,1324.0,0,0,win
2,0,1346.0,0,0,win
1,0,-14.0,0,0,lose
2,0,1361.0,0,0,win
2,0,1329.0,0,0,win
2,0,1367.0,0,0,win
2,0,1331.0,0,0,win
2,0,1325.0,0,0,win
2,0,1329.0,0,0,win
1,0,1161.0,0,0,win
1,0,1157.0,0,0,win
1,0,1158.0,0,0,win
2,0,1331.0,0,0,win
2,0,1341.0,0,0,win
2,0,1344.0,0,0,win
2,0,1360.0,0,0,win
2,0,1354.0,0,0,win
1,0,1161.0,0,0,win
1,0,1163.0,0,0,win
1,0,1178.0,0,0,win
2,0,1366.0,0,0,win
1,0,103.0,0,0,lose
2,0,1352.0,0,0,win
1,0,1131.0,0,0,win
1,0,1152.0,0,0,win
1,0,131.0,0,0,lose
2,0,1340.0,0,0,win
1,0,1141.0,0,0,win
0,1,1173.0,0,1,win
1,0,1161.0,0,0,win
2,0,1346.0,0,0,win
1,0,1159.0,0,0,win
1,0,-184.0,0,0,lose
2,0,336.0,0,0,lose
2,0,1372.0,0,0,win
2,0,1365.0,0,0,win
2,0,1360.0,0,0,win
2,0,1372.0,0,0,win
1,0,1118.0,0,0,win
1,0,1156.0,0,0,win
1,0,1138.0,0,0,win
2,0,1359.0,0,0,win
0,0,954.0,0,0,win
2,0,1331.0,0,0,win
2,1,1530.0,0,1,win
2,0,1326.0,0,0,win
2,0,1373.0,0,0,win
2,0,1342.0,0,0,win
1,0,1154.0,0,0,win
2,0,1376.0,0,0,win
2,1,1565.0,0,1,win
2,0,1373.0,0,0,win
2,0,1360.0,0,0,win
2,0,1353.0,0,0,win
1,0,70.0,0,0,lose
2,0,1340.0,0,0,win
