Blue Eaten,Orange Eaten,Score,Seed,VegetarianOrange,Win/Lose
2,0,1301.0,0,0,win
2,0,1264.0,0,0,win
1,1,1325.0,0,1,win
2,0,1357.0,0,0,win
2,0,1326.0,0,0,win
1,0,1142.0,0,0,win
2,0,1322.0,0,0,win
2,0,1340.0,0,0,win
1,0,1146.0,0,0,win
2,0,1352.0,0,0,win
2,0,1356.0,0,0,win
2,0,273.0,0,0,lose
2,0,1327.0,0,0,win
1,0,1148.0,0,0,win
2,0,1358.0,0,0,win
2,0,1347.0,0,0,win
2,0,209.0,0,0,lose
2,0,1339.0,0,0,win
2,0,1324.0,0,0,win
2,0,1343.0,0,0,win
2,0,1358.0,0,0,win
2,1,1541.0,0,1,win
1,0,-173.0,0,0,lose
1,0,67.0,0,0,lose
2,0,1319.0,0,0,win
2,0,1352.0,0,0,win
2,0,1353.0,0,0,win
1,0,1.0,0,0,lose
2,0,1335.0,0,0,win
2,0,1367.0,0,0,win
2,0,1356.0,0,0,win
2,0,1333.0,0,0,win
2,0,1325.0,0,0,win
2,0,1348.0,0,0,win
1,0,1101.0,0,0,win
2,0,1353.0,0,0,win
2,0,1341.0,0,0,win
2,0,1366.0,0,0,win
1,0,18.0,0,0,lose
2,0,1347.0,0,0,win
2,0,1346.0,0,0,win
2,0,1299.0,0,0,win
1,0,1135.0,0,0,win
2,0,1344.0,0,0,win
2,0,300.0,0,0,lose
1,0,1106.0,0,0,win
2,0,1350.0,0,0,win
2,0,1339.0,0,0,win
2,0,1356.0,0,0,win
2,0,1361.0,0,0,win
1,0,1092.0,0,0,win
2,0,1342.0,0,0,win
2,0,332.0,0,0,lose
2,0,1333.0,0,0,win
2,0,1322.0,0,0,win
2,0,335.0,0,0,lose
2,0,1363.0,0,0,win
2,0,1349.0,0,0,win
2,0,1346.0,0,0,win
2,0,1353.0,0,0,win
1,0,1154.0,0,0,win
2,0,1291.0,0,0,win
2,0,1367.0,0,0,win
2,0,1332.0,0,0,win
2,0,1333.0,0,0,win
2,0,1347.0,0,0,win
2,0,1364.0,0,0,win
1,0,1100.0,0,0,win
2,0,1366.0,0,0,win
2,0,1351.0,0,0,win
2,0,1369.0,0,0,win
2,0,211.0,0,0,lose
2,0,1336.0,0,0,win
2,0,1367.0,0,0,win
2,0,1356.0,0,0,win
2,0,1334.0,0,0,win
2,0,1362.0,0,0,win
