Blue Eaten,Orange Eaten,Score,Seed,VegetarianOrange,Win/Lose
2,0,1345.0,0,0,win
2,0,1288.0,0,0,win
2,0,1338.0,0,0,win
2,0,1361.0,0,0,win
2,0,1331.0,0,0,win
2,0,1334.0,0,0,win
2,0,1304.0,0,0,win
2,0,1341.0,0,0,win
2,0,1340.0,0,0,win
1,0,1117.0,0,0,win
2,0,1328.0,0,0,win
1,0,44.0,0,0,lose
2,0,1330.0,0,0,win
2,0,1316.0,0,0,win
2,0,1326.0,0,0,win
2,0,1336.0,0,0,win
2,0,1333.0,0,0,win
1,0,21.0,0,0,lose
1,0,39.0,0,0,lose
2,0,1337.0,0,0,win
1,0,-140.0,0,0,lose
2,0,1318.0,0,0,win
2,1,1552.0,0,1,win
2,0,1344.0,0,0,win
1,0,21.0,0,0,lose
2,0,1338.0,0,0,win
2,0,1336.0,0,0,win
1,0,1122.0,0,0,win
2,0,1353.0,0,0,win
2,0,1302.0,0,0,win
2,0,1332.0,0,0,win
2,0,1338.0,0,0,win
2,0,1313.0,0,0,win
2,0,1328.0,0,0,win
2,0,1325.0,0,0,win
2,0,1296.0,0,0,win
2,0,270.0,0,0,lose
2,0,1350.0,0,0,win
1,0,-130.0,0,0,lose
2,0,1363.0,0,0,win
2,0,1366.0,0,0,win
2,0,1341.0,0,0,win
2,0,294.0,0,0,lose
2,0,306.0,0,0,lose
2,0,1354.0,0,0,win
2,0,1357.0,0,0,win
2,0,1310.0,0,0,win
1,0,1135.0,0,0,win
2,0,1337.0,0,0,win
2,0,1291.0,0,0,win
2,0,1337.0,0,0,win
2,0,1351.0,0,0,win
1,0,-159.0,0,0,lose
2,0,1331.0,0,0,win
1,0,-154.0,0,0,lose
2,0,260.0,0,0,lose
2,0,1290.0,0,0,win
2,0,1332.0,0,0,win
2,0,229.0,0,0,lose
2,0,1339.0,0,0,win
2,0,1341.0,0,0,win
2,0,1313.0,0,0,win
2,0,1362.0,0,0,win
2,0,1329.0,0,0,win
2,0,1322.0,0,0,win
2,0,1331.0,0,0,win
2,0,1332.0,0,0,win
2,0,1309.0,0,0,win
1,0,1110.0,0,0,win
2,0,1328.0,0,0,win
2,0,1360.0,0,0,win
2,0,307.0,0,0,lose
1,0,-161.0,0,0,lose
2,0,1351.0,0,0,win
2,0,1348.0,0,0,win
1,0,-140.0,0,0,lose
2,0,1285.0,0,0,win
2,0,1297.0,0,0,win
2,0,1342.0,0,0,win
1,0,1086.0,0,0,win
1,0,1124.0,0,0,win
2,0,1312.0,0,0,win
2,0,1324.0,0,0,win
2,0,1337.0,0,0,win
2,0,1326.0,0,0,win
2,0,1300.0,0,0,win
2,0,1285.0,0,0,win
2,0,1279.0,0,0,win
2,0,1354.0,0,0,win
2,0,1340.0,0,0,win
2,1,1528.0,0,1,win
2,0,1333.0,0,0,win
2,0,206.0,0,0,lose
2,0,1366.0,0,0,win
2,0,1361.0,0,0,win
1,0,38.0,0,0,lose
1,0,1114.0,0,0,win
2,0,1327.0,0,0,win
2,1,1521.0,0,1,win
2,0,1329.0,0,0,win
2,0,1346.0,0,0,win
2,0,1354.0,0,0,win
2,0,1283.0,0,0,win
2,0,1327.0,0,0,win
2,0,1326.0,0,0,win
1,0,1126.0,0,0,win
2,0,1306.0,0,0,win
2,0,1351.0,0,0,win
1,0,-135.0,0,0,lose
2,0,1305.0,0,0,win
2,0,1298.0,0,0,win
1,0,1152.0,0,0,win
1,1,1320.0,0,1,win
2,0,268.0,0,0,lose
2,0,1332.0,0,0,win
2,0,1297.0,0,0,win
2,0,268.0,0,0,lose
2,0,1300.0,0,0,win
2,0,1317.0,0,0,win
2,0,1325.0,0,0,win
2,0,1364.0,0,0,win
2,0,1340.0,0,0,win
1,0,-154.0,0,0,lose
2,0,1350.0,0,0,win
2,0,1319.0,0,0,win
1,1,44.0,0,1,lose
1,0,1102.0,0,0,win
2,0,317.0,0,0,lose
2,0,1321.0,0,0,win
2,0,1333.0,0,0,win
1,0,1150.0,0,0,win
2,0,321.0,0,0,lose
2,0,310.0,0,0,lose
2,0,1354.0,0,0,win
2,0,1347.0,0,0,win
1,0,1141.0,0,0,win
2,0,1341.0,0,0,win
2,0,1355.0,0,0,win
2,0,1342.0,0,0,win
1,0,-19.0,0,0,lose
2,0,295.0,0,0,lose
1,0,102.0,0,0,lose
2,0,1335.0,0,0,win
2,0,1346.0,0,0,win
2,0,269.0,0,0,lose
1,0,4.0,0,0,lose
2,0,1324.0,0,0,win
2,0,1278.0,0,0,win
2,0,1361.0,0,0,win
2,0,1297.0,0,0,win
2,0,1335.0,0,0,win
2,0,1318.0,0,0,win
2,0,1357.0,0,0,win
2,2,719.0,0,2,lose
2,0,245.0,0,0,lose
2,0,1347.0,0,0,win
1,0,1072.0,0,0,win
1,0,22.0,0,0,lose
2,0,1326.0,0,0,win
2,0,1321.0,0,0,win
1,0,-39.0,0,0,lose
2,0,1266.0,0,0,win
2,0,1312.0,0,0,win
2,0,245.0,0,0,lose
1,0,1137.0,0,0,win
2,0,222.0,0,0,lose
2,0,1367.0,0,0,win
2,0,1366.0,0,0,win
2,0,1339.0,0,0,win
2,0,1282.0,0,0,win
2,0,1333.0,0,0,win
2,0,1367.0,0,0,win
2,0,1310.0,0,0,win
2,0,1351.0,0,0,win
2,1,1542.0,0,1,win
2,0,1326.0,0,0,win
2,0,1297.0,0,0,win
1,0,1151.0,0,0,win
2,0,1336.0,0,0,win
2,0,1345.0,0,0,win
2,0,1366.0,0,0,win
2,0,1334.0,0,0,win
2,0,1342.0,0,0,win
2,0,1327.0,0,0,win
2,0,1363.0,0,0,win
2,0,1310.0,0,0,win
2,0,1358.0,0,0,win
2,0,1368.0,0,0,win
2,0,1295.0,0,0,win
2,0,1342.0,0,0,win
1,0,1121.0,0,0,win
2,0,1351.0,0,0,win
2,0,1322.0,0,0,win
2,0,1344.0,0,0,win
1,0,1149.0,0,0,win
2,0,261.0,0,0,lose
2,0,1364.0,0,0,win
2,0,1311.0,0,0,win
0,0,-105.0,0,0,lose
1,0,1128.0,0,0,win
2,0,1311.0,0,0,win
2,0,1335.0,0,0,win
2,0,1324.0,0,0,win
2,0,213.0,0,0,lose
1,0,1107.0,0,0,win
1,0,18.0,0,0,lose
2,0,1313.0,0,0,win
2,0,1337.0,0,0,win
2,1,1547.0,0,1,win
1,0,1126.0,0,0,win
1,0,40.0,0,0,lose
1,0,1135.0,0,0,win
2,0,1323.0,0,0,win
2,0,1324.0,0,0,win
1,0,1144.0,0,0,win
2,0,1325.0,0,0,win
2,1,1577.0,0,1,win
2,0,1320.0,0,0,win
1,0,1142.0,0,0,win
2,0,1339.0,0,0,win
0,1,-137.0,0,1,lose
2,0,1289.0,0,0,win
1,0,1130.0,0,0,win
2,0,1310.0,0,0,win
2,0,1335.0,0,0,win
1,0,1048.0,0,0,win
2,0,1363.0,0,0,win
2,0,1312.0,0,0,win
2,0,1338.0,0,0,win
2,0,1317.0,0,0,win
2,0,1360.0,0,0,win
0,0,-242.0,0,0,lose
2,0,274.0,0,0,lose
2,0,1310.0,0,0,win
2,0,1320.0,0,0,win
2,0,1331.0,0,0,win
2,0,1355.0,0,0,win
2,0,1319.0,0,0,win
1,0,1117.0,0,0,win
2,0,1352.0,0,0,win
2,0,1355.0,0,0,win
2,0,1310.0,0,0,win
2,0,276.0,0,0,lose
