Blue Eaten,Orange Eaten,Score,Seed,Vegan,Win/Lose
0,0,938.0,0,0,win
0,0,971.0,0,0,win
0,0,953.0,0,0,win
0,0,957.0,0,0,win
0,0,977.0,0,0,win
0,0,949.0,0,0,win
0,0,918.0,0,0,win
0,0,962.0,0,0,win
0,0,960.0,0,0,win
0,0,962.0,0,0,win
0,0,976.0,0,0,win
0,0,885.0,0,0,win
0,0,943.0,0,0,win
0,0,954.0,0,0,win
0,0,959.0,0,0,win
0,0,951.0,0,0,win
0,0,-63.0,0,0,lose
0,0,965.0,0,0,win
0,0,950.0,0,0,win
0,0,946.0,0,0,win
0,0,963.0,0,0,win
0,0,952.0,0,0,win
0,0,967.0,0,0,win
0,0,937.0,0,0,win
0,0,967.0,0,0,win
0,0,936.0,0,0,win
0,0,932.0,0,0,win
0,0,951.0,0,0,win
0,0,929.0,0,0,win
0,0,953.0,0,0,win
0,0,955.0,0,0,win
0,0,948.0,0,0,win
0,0,915.0,0,0,win
0,0,944.0,0,0,win
0,0,956.0,0,0,win
0,0,965.0,0,0,win
0,0,906.0,0,0,win
0,0,963.0,0,0,win
0,0,975.0,0,0,win
0,0,905.0,0,0,win
0,0,951.0,0,0,win
0,0,957.0,0,0,win
0,0,947.0,0,0,win
0,0,-70.0,0,0,timeout
0,0,875.0,0,0,win
0,0,964.0,0,0,win
0,0,973.0,0,0,win
0,0,944.0,0,0,win
0,0,896.0,0,0,win
0,0,884.0,0,0,win
0,0,967.0,0,0,win
0,0,929.0,0,0,win
0,1,1137.0,0,1,win
0,0,945.0,0,0,win
0,0,949.0,0,0,win
0,0,944.0,0,0,win
0,0,964.0,0,0,win
0,0,845.0,0,0,win
0,0,971.0,0,0,win
0,0,957.0,0,0,win
0,0,940.0,0,0,win
0,0,844.0,0,0,win
0,0,957.0,0,0,win
0,0,953.0,0,0,win
0,0,905.0,0,0,win
0,0,-276.0,0,0,lose
0,0,966.0,0,0,win
0,0,927.0,0,0,win
0,0,951.0,0,0,win
0,0,953.0,0,0,win
0,0,966.0,0,0,win
0,0,935.0,0,0,win
0,0,920.0,0,0,win
0,0,935.0,0,0,win
0,0,944.0,0,0,win
0,0,924.0,0,0,win
0,0,951.0,0,0,win
0,0,960.0,0,0,win
0,0,935.0,0,0,win
0,0,947.0,0,0,win
0,0,943.0,0,0,win
0,0,918.0,0,0,win
0,0,949.0,0,0,win
0,0,970.0,0,0,win
0,0,915.0,0,0,win
0,0,960.0,0,0,win
0,0,960.0,0,0,win
0,0,959.0,0,0,win
0,0,955.0,0,0,win
0,0,951.0,0,0,win
0,0,856.0,0,0,win
0,0,972.0,0,0,win
0,0,943.0,0,0,win
0,0,973.0,0,0,win
0,0,973.0,0,0,win
0,0,950.0,0,0,win
0,0,894.0,0,0,win
0,0,935.0,0,0,win
0,0,934.0,0,0,win
0,0,921.0,0,0,win
0,0,971.0,0,0,win
