Blue Eaten,CTD,EarlyBird,Orange Eaten,Penalty1(total),Score,Seed,VegetarianBlue,VegetarianOrange,Win/Lose
2,3,0,2,7,1665.0,0,2,2,win
2,4,1,2,8,1757.0,0,2,2,win
2,3,1,2,7,1702.0,0,2,2,win
1,1,1,1,3,28.0,0,1,1,lose
2,3,1,2,7,1732.0,0,2,2,win
2,3,1,2,7,1753.0,0,2,2,win
2,2,1,2,6,1707.0,0,2,2,win
2,4,1,2,8,1736.0,0,2,2,win
2,4,1,2,8,1757.0,0,2,2,win
1,0,1,0,1,-174.0,0,1,0,lose
1,1,0,1,3,33.0,0,1,1,lose
2,4,0,2,8,1748.0,0,2,2,win
2,3,0,2,7,1763.0,0,2,2,win
2,4,1,2,8,1756.0,0,2,2,win
2,4,1,2,8,1710.0,0,2,2,win
2,4,0,2,8,1760.0,0,2,2,win
2,4,1,2,8,1727.0,0,2,2,win
2,3,0,2,7,1737.0,0,2,2,win
2,1,1,1,4,312.0,0,2,1,lose
2,4,1,2,8,1750.0,0,2,2,win
2,4,0,2,8,1747.0,0,2,2,win
2,3,1,2,7,1702.0,0,2,2,win
2,3,1,2,7,1746.0,0,2,2,win
2,4,1,2,8,1754.0,0,2,2,win
2,4,1,2,8,1760.0,0,2,2,win
2,4,1,2,8,1672.0,0,2,2,win
2,4,1,2,8,654.0,0,2,2,lose
2,4,0,2,8,1764.0,0,2,2,win
2,3,0,2,7,1687.0,0,2,2,win
2,4,1,2,8,1756.0,0,2,2,win
2,4,1,2,8,1770.0,0,2,2,win
2,4,1,2,8,1734.0,0,2,2,win
2,3,0,2,7,1766.0,0,2,2,win
2,4,1,2,8,1760.0,0,2,2,win
2,3,1,2,7,497.0,0,2,2,lose
1,1,0,1,3,25.0,0,1,1,lose
1,2,1,2,5,331.0,0,1,2,lose
2,4,0,2,8,1732.0,0,2,2,win
2,4,1,2,8,1681.0,0,2,2,win
2,3,1,2,7,1751.0,0,2,2,win
2,3,1,2,7,1735.0,0,2,2,win
2,4,1,2,8,1714.0,0,2,2,win
2,4,1,2,8,1753.0,0,2,2,win
2,4,0,2,8,1759.0,0,2,2,win
2,4,1,2,8,1749.0,0,2,2,win
2,3,0,2,7,1762.0,0,2,2,win
2,4,1,2,8,1729.0,0,2,2,win
2,4,1,2,8,1760.0,0,2,2,win
2,4,1,2,8,1733.0,0,2,2,win
2,3,0,1,6,1523.0,0,2,1,win
2,4,1,2,8,1743.0,0,2,2,win
2,4,1,2,8,1732.0,0,2,2,win
0,1,1,1,2,-183.0,0,0,1,lose
2,3,1,2,7,1711.0,0,2,2,win
1,0,1,0,1,-178.0,0,1,0,lose
2,4,0,2,8,1734.0,0,2,2,win
2,4,1,2,8,1731.0,0,2,2,win
2,4,0,2,8,1741.0,0,2,2,win
2,4,1,2,8,1744.0,0,2,2,win
2,4,0,2,8,1743.0,0,2,2,win
2,3,0,2,7,1725.0,0,2,2,win
2,4,1,2,8,1753.0,0,2,2,win
2,4,1,2,8,1743.0,0,2,2,win
2,2,1,2,6,1753.0,0,2,2,win
2,4,1,2,8,1746.0,0,2,2,win
2,4,1,2,8,1741.0,0,2,2,win
2,3,1,2,7,1749.0,0,2,2,win
2,4,1,2,8,1758.0,0,2,2,win
2,3,1,2,7,1757.0,0,2,2,win
2,4,1,2,8,1759.0,0,2,2,win
2,4,1,2,8,1743.0,0,2,2,win
2,4,1,2,8,1740.0,0,2,2,win
2,4,0,2,8,1756.0,0,2,2,win
2,4,1,2,8,1741.0,0,2,2,win
2,3,1,2,7,594.0,0,2,2,lose
2,4,1,2,8,1743.0,0,2,2,win
2,3,1,2,7,1753.0,0,2,2,win
2,3,1,2,7,1740.0,0,2,2,win
2,3,1,2,7,1740.0,0,2,2,win
2,4,1,2,8,1760.0,0,2,2,win
1,1,0,1,3,22.0,0,1,1,lose
2,4,0,2,8,1745.0,0,2,2,win
2,4,0,2,8,1707.0,0,2,2,win
2,4,1,2,8,1707.0,0,2,2,win
2,4,0,2,8,1765.0,0,2,2,win
2,4,1,2,8,1729.0,0,2,2,win
2,3,1,2,7,1737.0,0,2,2,win
2,4,1,2,8,1754.0,0,2,2,win
2,3,1,2,7,1712.0,0,2,2,win
2,4,0,2,8,1745.0,0,2,2,win
2,4,1,2,8,1758.0,0,2,2,win
2,4,0,2,8,1755.0,0,2,2,win
2,4,1,2,8,1743.0,0,2,2,win
2,4,0,2,8,1747.0,0,2,2,win
2,4,1,2,8,1742.0,0,2,2,win
2,4,1,2,8,1745.0,0,2,2,win
2,4,0,2,8,1738.0,0,2,2,win
2,4,0,2,8,1732.0,0,2,2,win
2,4,0,2,8,1749.0,0,2,2,win
2,4,0,2,8,1750.0,0,2,2,win
2,4,0,2,8,670.0,0,2,2,lose
2,4,0,2,8,1741.0,0,2,2,win
2,4,0,2,8,1766.0,0,2,2,win
2,4,1,2,8,1766.0,0,2,2,win
2,4,0,2,8,1762.0,0,2,2,win
2,4,0,2,8,1746.0,0,2,2,win
0,1,1,1,2,-171.0,0,0,1,lose
2,2,1,2,6,1750.0,0,2,2,win
2,2,1,2,6,1722.0,0,2,2,win
2,4,1,2,8,1725.0,0,2,2,win
2,4,0,2,8,1762.0,0,2,2,win
1,1,1,1,3,18.0,0,1,1,lose
2,3,1,2,7,1738.0,0,2,2,win
2,4,1,2,8,1761.0,0,2,2,win
1,2,0,1,4,21.0,0,1,1,lose
2,4,1,2,8,1736.0,0,2,2,win
2,3,0,2,7,1734.0,0,2,2,win
2,4,1,2,8,1737.0,0,2,2,win
2,3,1,2,7,1749.0,0,2,2,win
2,4,1,2,8,1724.0,0,2,2,win
2,4,1,2,8,1732.0,0,2,2,win
2,4,1,2,8,1766.0,0,2,2,win
2,4,1,2,8,1738.0,0,2,2,win
2,4,1,2,8,1741.0,0,2,2,win
2,4,1,2,8,1730.0,0,2,2,win
2,4,1,2,8,1694.0,0,2,2,win
2,3,0,2,7,1704.0,0,2,2,win
2,2,1,2,6,1730.0,0,2,2,win
2,4,1,2,8,1684.0,0,2,2,win
2,4,0,2,8,582.0,0,2,2,lose
2,3,1,2,7,1709.0,0,2,2,win
2,4,1,2,8,1737.0,0,2,2,win
2,4,1,2,8,1743.0,0,2,2,win
2,4,1,2,8,628.0,0,2,2,lose
0,1,0,1,2,-179.0,0,0,1,lose
2,4,1,2,8,1702.0,0,2,2,win
2,3,1,2,7,1717.0,0,2,2,win
2,4,1,2,8,1759.0,0,2,2,win
2,3,1,2,7,1732.0,0,2,2,win
2,3,1,1,6,1482.0,0,2,1,win
2,4,1,2,8,1735.0,0,2,2,win
2,2,1,2,6,1731.0,0,2,2,win
2,4,1,2,8,1732.0,0,2,2,win
2,4,0,2,8,1726.0,0,2,2,win
