Blue Eaten,EarlyBird,Orange Eaten,Score,Seed,Win/Lose
2,0,1,1549.0,0,win
2,1,2,1703.0,0,win
2,0,2,1688.0,0,win
2,0,2,497.0,0,lose
2,0,2,1759.0,0,win
2,0,1,1483.0,0,win
2,0,2,673.0,0,lose
1,0,1,29.0,0,lose
2,0,2,1769.0,0,win
2,0,2,1721.0,0,win
2,0,2,1726.0,0,win
1,0,2,1545.0,0,win
2,0,2,1749.0,0,win
2,0,2,1737.0,0,win
2,0,2,1677.0,0,win
1,0,1,7.0,0,lose
1,0,0,-168.0,0,lose
2,0,2,1733.0,0,win
2,0,1,1536.0,0,win
2,0,2,1753.0,0,win
2,1,2,1741.0,0,win
1,0,2,1514.0,0,win
2,0,2,1708.0,0,win
2,0,2,1709.0,0,win
2,0,2,1762.0,0,win
2,0,1,1511.0,0,win
2,1,2,1727.0,0,win
1,0,0,-205.0,0,lose
2,0,2,1673.0,0,win
2,1,2,1751.0,0,win
2,0,2,1738.0,0,win
2,0,1,1443.0,0,win
0,0,1,-194.0,0,lose
2,0,2,1740.0,0,win
2,0,2,1729.0,0,win
2,0,2,1733.0,0,win
1,1,1,1325.0,0,win
1,0,2,1536.0,0,win
2,0,2,1717.0,0,win
2,0,2,1734.0,0,win
1,0,0,-202.0,0,lose
2,0,2,1700.0,0,win
2,0,2,1763.0,0,win
1,0,0,-169.0,0,lose
2,1,2,1753.0,0,win
2,0,2,1709.0,0,win
2,0,2,1767.0,0,win
2,0,2,647.0,0,lose
2,0,2,1715.0,0,win
2,0,1,1526.0,0,win
2,0,2,1762.0,0,win
1,0,2,1479.0,0,win
1,0,2,1478.0,0,win
1,0,2,1554.0,0,win
2,0,2,1740.0,0,win
2,0,2,1751.0,0,win
2,0,2,1758.0,0,win
2,0,2,1728.0,0,win
2,0,2,1716.0,0,win
2,1,2,1721.0,0,win
2,0,2,1750.0,0,win
2,0,1,1522.0,0,win
1,0,2,352.0,0,lose
1,0,2,1511.0,0,win
2,0,2,1749.0,0,win
2,0,1,1544.0,0,win
2,0,2,1720.0,0,win
2,0,2,1711.0,0,win
2,0,2,1720.0,0,win
0,0,1,-200.0,0,lose
2,0,2,1758.0,0,win
1,0,2,1502.0,0,win
2,0,2,1709.0,0,win
2,0,2,1725.0,0,win
2,0,2,1737.0,0,win
2,1,2,1739.0,0,win
1,0,2,1477.0,0,win
2,0,2,1754.0,0,win
2,0,2,1722.0,0,win
2,0,2,1729.0,0,win
2,0,2,1740.0,0,win
2,0,2,1760.0,0,win
2,0,2,1712.0,0,win
2,0,2,1724.0,0,win
2,0,2,1699.0,0,win
2,0,2,682.0,0,lose
1,1,0,-87.0,0,lose
2,0,2,1754.0,0,win
2,0,2,1676.0,0,win
2,0,2,1753.0,0,win
2,0,2,1745.0,0,win
2,0,2,1750.0,0,win
2,0,2,1716.0,0,win
2,0,2,530.0,0,lose
2,0,2,1753.0,0,win
2,0,2,1716.0,0,win
2,0,2,1712.0,0,win
2,0,2,1720.0,0,win
2,0,2,1763.0,0,win
1,0,2,1520.0,0,win
2,0,2,1719.0,0,win
2,0,2,1723.0,0,win
2,0,2,1690.0,0,win
2,0,2,1692.0,0,win
2,0,2,1741.0,0,win
2,0,2,1735.0,0,win
2,0,2,675.0,0,lose
2,0,2,1763.0,0,win
2,0,2,1712.0,0,win
2,0,2,1623.0,0,win
2,1,2,1735.0,0,win
2,0,2,1735.0,0,win
2,0,2,1736.0,0,win
2,0,2,1760.0,0,win
2,0,2,1724.0,0,win
2,0,2,1739.0,0,win
2,0,2,1740.0,0,win
2,0,2,1755.0,0,win
2,0,2,1750.0,0,win
2,0,2,1733.0,0,win
2,0,2,1755.0,0,win
1,0,2,1529.0,0,win
2,0,2,1739.0,0,win
2,0,2,1748.0,0,win
2,0,2,1725.0,0,win
2,0,2,1705.0,0,win
2,0,2,1725.0,0,win
1,0,2,1504.0,0,win
2,0,2,1741.0,0,win
2,0,1,1487.0,0,win
2,0,2,1740.0,0,win
1,0,2,1503.0,0,win
2,1,2,1680.0,0,win
1,1,2,1511.0,0,win
1,0,2,1542.0,0,win
2,0,2,1716.0,0,win
2,0,2,1738.0,0,win
2,0,2,1758.0,0,win
2,0,2,630.0,0,lose
2,0,2,1774.0,0,win
2,0,2,1711.0,0,win
0,0,1,-190.0,0,lose
2,1,2,508.0,0,lose
2,0,2,1718.0,0,win
2,0,2,1763.0,0,win
2,0,2,1697.0,0,win
2,0,2,1736.0,0,win
1,0,2,1465.0,0,win
2,0,2,1708.0,0,win
2,0,2,1706.0,0,win
1,0,1,-7.0,0,lose
2,0,2,1755.0,0,win
1,0,2,1528.0,0,win
2,0,2,1751.0,0,win
2,0,2,1690.0,0,win
2,0,2,1708.0,0,win
2,0,2,1749.0,0,win
2,0,2,1703.0,0,win
2,0,2,1735.0,0,win
2,1,2,1706.0,0,win
2,0,2,1768.0,0,win
2,0,2,1729.0,0,win
1,0,0,-203.0,0,lose
2,0,2,1727.0,0,win
2,1,2,1739.0,0,win
1,0,2,1537.0,0,win
2,0,2,1734.0,0,win
1,0,2,1502.0,0,win
2,0,2,1706.0,0,win
1,0,2,1513.0,0,win
2,0,2,1731.0,0,win
2,0,2,1748.0,0,win
2,0,2,1756.0,0,win
2,0,2,1728.0,0,win
2,1,2,1752.0,0,win
2,0,2,1737.0,0,win
2,0,1,1540.0,0,win
2,0,2,1718.0,0,win
2,0,2,1735.0,0,win
1,1,1,110.0,0,lose
2,0,2,1728.0,0,win
2,0,2,1729.0,0,win
2,0,2,1741.0,0,win
2,0,2,1760.0,0,win
2,0,1,1542.0,0,win
2,1,2,1675.0,0,win
2,0,2,1750.0,0,win
2,1,2,1736.0,0,win
2,0,1,1541.0,0,win
2,1,2,1748.0,0,win
2,0,2,1724.0,0,win
2,1,2,1735.0,0,win
2,1,2,1717.0,0,win
1,0,1,-6.0,0,lose
2,0,2,1697.0,0,win
1,0,2,1522.0,0,win
2,0,2,1756.0,0,win
2,0,2,657.0,0,lose
2,0,2,706.0,0,lose
2,0,2,1737.0,0,win
2,0,2,1719.0,0,win
2,0,1,1500.0,0,win
2,0,2,1711.0,0,win
2,0,2,1716.0,0,win
2,0,2,549.0,0,lose
2,0,1,1534.0,0,win
2,0,2,1707.0,0,win
2,0,2,1750.0,0,win
2,0,2,1728.0,0,win
2,0,2,1737.0,0,win
2,1,2,1740.0,0,win
2,0,2,1711.0,0,win
2,0,2,1699.0,0,win
1,0,1,21.0,0,lose
2,0,2,649.0,0,lose
2,0,2,1754.0,0,win
2,1,2,1749.0,0,win
1,0,2,1522.0,0,win
0,0,1,-194.0,0,lose
2,0,2,1716.0,0,win
2,0,2,1686.0,0,win
2,0,2,1753.0,0,win
1,0,1,30.0,0,lose
1,0,2,1529.0,0,win
1,0,0,-171.0,0,lose
1,0,2,1526.0,0,win
2,0,2,1701.0,0,win
2,0,2,1727.0,0,win
2,0,2,1703.0,0,win
2,0,2,1750.0,0,win
1,1,2,1509.0,0,win
2,0,2,1729.0,0,win
2,0,2,1721.0,0,win
2,0,2,522.0,0,lose
2,0,2,1713.0,0,win
2,0,2,1708.0,0,win
1,0,2,1510.0,0,win
2,0,2,1690.0,0,win
