Blue Eaten,EarlyBird,Orange Eaten,Score,Seed,Win/Lose
2,0,2,1687.0,0,win
2,0,2,1737.0,0,win
2,0,2,1751.0,0,win
2,0,2,1658.0,0,win
2,0,2,1707.0,0,win
2,0,2,1738.0,0,win
2,0,2,643.0,0,lose
2,0,2,456.0,0,lose
2,0,2,1743.0,0,win
2,0,2,1758.0,0,win
2,0,2,1685.0,0,win
2,0,2,1728.0,0,win
2,0,2,1748.0,0,win
2,1,2,1726.0,0,win
2,0,1,1555.0,0,win
2,0,2,1706.0,0,win
2,0,2,1677.0,0,win
2,0,2,1739.0,0,win
2,0,2,1707.0,0,win
2,0,2,1692.0,0,win
2,0,2,1754.0,0,win
2,0,2,1718.0,0,win
2,0,2,1712.0,0,win
2,0,1,1511.0,0,win
2,0,2,1671.0,0,win
2,0,2,1742.0,0,win
2,1,2,1644.0,0,win
2,0,2,1675.0,0,win
2,0,2,1730.0,0,win
2,0,2,1712.0,0,win
2,0,2,1631.0,0,win
2,0,2,1700.0,0,win
1,0,2,1464.0,0,win
2,0,2,1642.0,0,win
2,0,2,1698.0,0,win
1,0,2,1430.0,0,win
2,0,1,1519.0,0,win
2,0,2,1667.0,0,win
2,0,2,1739.0,0,win
2,0,2,1698.0,0,win
2,0,2,1716.0,0,win
2,0,2,1681.0,0,win
2,0,2,1722.0,0,win
2,0,2,1694.0,0,win
2,0,2,1710.0,0,win
2,0,2,1757.0,0,win
2,0,1,1474.0,0,win
2,1,2,1649.0,0,win
1,0,1,-2.0,0,lose
2,0,2,1725.0,0,win
2,0,2,545.0,0,lose
2,0,2,1748.0,0,win
2,0,2,1697.0,0,win
2,0,2,1716.0,0,win
2,0,2,1690.0,0,win
2,0,2,1713.0,0,win
2,0,2,1690.0,0,win
2,0,1,1475.0,0,win
2,0,1,1469.0,0,win
1,0,0,-180.0,0,lose
2,0,2,1731.0,0,win
2,1,2,1696.0,0,win
2,0,1,1461.0,0,win
0,0,1,-209.0,0,lose
2,0,1,1522.0,0,win
2,0,2,1723.0,0,win
1,0,2,345.0,0,lose
1,0,2,1403.0,0,win
1,0,0,-173.0,0,lose
2,1,2,1741.0,0,win
2,0,2,1689.0,0,win
0,1,0,50.0,0,timeout
2,0,2,1749.0,0,win
2,0,2,1720.0,0,win
2,0,1,293.0,0,lose
2,0,2,627.0,0,lose
2,0,2,1726.0,0,win
2,0,2,1692.0,0,win
1,0,2,1534.0,0,win
2,1,2,1706.0,0,win
2,0,2,1706.0,0,win
2,1,2,1709.0,0,win
2,0,2,1692.0,0,win
2,0,2,1725.0,0,win
2,0,2,1719.0,0,win
2,0,2,1701.0,0,win
2,0,2,1705.0,0,win
2,0,2,1723.0,0,win
1,0,2,1435.0,0,win
2,0,2,1740.0,0,win
1,0,2,1558.0,0,win
2,0,2,1701.0,0,win
2,0,2,1655.0,0,win
2,0,2,1728.0,0,win
1,0,2,286.0,0,lose
2,0,2,1726.0,0,win
2,0,2,1734.0,0,win
2,0,1,1462.0,0,win
2,0,2,1728.0,0,win
2,0,2,1729.0,0,win
2,0,2,1723.0,0,win
2,0,2,1644.0,0,win
1,0,2,1493.0,0,win
1,0,2,1517.0,0,win
0,0,2,1279.0,0,win
1,0,2,1530.0,0,win
2,0,2,1752.0,0,win
2,0,2,1729.0,0,win
2,0,2,1030.0,0,timeout
2,0,2,1744.0,0,win
2,0,2,1702.0,0,win
2,0,2,544.0,0,lose
2,0,2,1720.0,0,win
2,0,2,1647.0,0,win
2,0,2,1678.0,0,win
2,0,2,1678.0,0,win
2,0,2,1698.0,0,win
2,0,2,1751.0,0,win
1,0,2,1501.0,0,win
2,0,2,1743.0,0,win
2,0,2,1746.0,0,win
2,0,2,1649.0,0,win
2,0,2,1713.0,0,win
2,0,2,1737.0,0,win
2,0,2,1686.0,0,win
2,0,2,1717.0,0,win
2,0,2,1746.0,0,win
2,0,2,1693.0,0,win
1,0,0,-246.0,0,lose
2,0,2,1676.0,0,win
1,0,2,1523.0,0,win
2,0,2,1728.0,0,win
2,0,2,1738.0,0,win
2,0,2,1755.0,0,win
2,0,2,1702.0,0,win
2,0,1,1494.0,0,win
2,0,2,1716.0,0,win
2,0,1,1489.0,0,win
2,0,2,1684.0,0,win
2,0,2,1591.0,0,win
2,0,2,1735.0,0,win
2,0,2,1707.0,0,win
2,0,2,1735.0,0,win
2,0,2,1717.0,0,win
2,0,2,1720.0,0,win
2,0,2,1745.0,0,win
1,0,2,1481.0,0,win
2,0,1,1434.0,0,win
2,0,2,1615.0,0,win
1,0,2,1400.0,0,win
1,0,2,1456.0,0,win
2,0,2,1625.0,0,win
2,0,2,1592.0,0,win
2,0,1,1530.0,0,win
