Blue Eaten,EarlyBird,Orange Eaten,Score,Seed,Win/Lose
2,0,2,681.0,0,lose
0,0,1,370.0,0,timeout
2,1,2,1726.0,0,win
2,0,2,1730.0,0,win
2,0,2,1729.0,0,win
2,1,2,1750.0,0,win
2,1,2,1724.0,0,win
2,0,2,1746.0,0,win
2,0,2,614.0,0,lose
2,0,2,1746.0,0,win
2,1,2,1578.0,0,win
2,1,2,1744.0,0,win
2,0,1,1512.0,0,win
1,0,1,33.0,0,lose
2,0,2,1681.0,0,win
0,1,1,-180.0,0,lose
2,1,2,1732.0,0,win
2,0,2,1768.0,0,win
2,0,1,1521.0,0,win
2,0,2,508.0,0,lose
2,1,2,572.0,0,lose
2,1,2,1765.0,0,win
1,0,2,1500.0,0,win
2,0,2,695.0,0,lose
2,0,2,1719.0,0,win
2,0,2,1707.0,0,win
2,1,2,1753.0,0,win
2,0,2,1735.0,0,win
2,0,2,1723.0,0,win
2,0,2,1692.0,0,win
2,0,1,1516.0,0,win
1,0,1,20.0,0,lose
2,0,2,1735.0,0,win
2,0,2,1715.0,0,win
2,0,2,568.0,0,lose
1,0,2,1551.0,0,win
1,0,2,1498.0,0,win
2,0,2,1719.0,0,win
2,0,2,1742.0,0,win
2,0,1,338.0,0,lose
2,0,2,1755.0,0,win
2,1,2,1727.0,0,win
2,1,2,1714.0,0,win
2,0,2,1749.0,0,win
2,1,0,1295.0,0,win
2,0,2,1739.0,0,win
2,0,2,1648.0,0,win
2,0,1,1532.0,0,win
2,0,2,1757.0,0,win
2,0,2,520.0,0,lose
2,0,2,1752.0,0,win
2,0,2,1727.0,0,win
2,0,2,1768.0,0,win
2,0,2,532.0,0,lose
1,0,1,23.0,0,lose
2,0,1,1495.0,0,win
2,0,2,1724.0,0,win
2,0,2,1726.0,0,win
2,0,2,1763.0,0,win
2,0,2,1732.0,0,win
2,0,2,1730.0,0,win
2,1,2,1719.0,0,win
2,0,2,1746.0,0,win
2,0,1,1521.0,0,win
2,0,2,623.0,0,lose
2,1,2,1572.0,0,win
2,0,2,1728.0,0,win
2,0,2,1762.0,0,win
1,0,2,306.0,0,lose
2,0,2,1755.0,0,win
2,0,2,1765.0,0,win
2,1,1,1479.0,0,win
1,0,0,-183.0,0,lose
2,1,2,1748.0,0,win
2,0,2,1739.0,0,win
2,1,2,1728.0,0,win
2,0,1,386.0,0,lose
2,1,2,1693.0,0,win
2,0,2,1622.0,0,win
2,0,2,1710.0,0,win
2,0,2,1714.0,0,win
2,0,2,1721.0,0,win
2,1,1,1525.0,0,win
2,0,2,1755.0,0,win
2,1,2,1726.0,0,win
2,0,2,1727.0,0,win
2,0,1,1507.0,0,win
2,0,2,1695.0,0,win
1,1,2,1509.0,0,win
2,0,1,1542.0,0,win
2,0,2,1693.0,0,win
2,0,2,1719.0,0,win
1,0,2,1515.0,0,win
2,0,1,1533.0,0,win
2,1,2,1724.0,0,win
2,0,2,1741.0,0,win
1,0,0,-210.0,0,lose
2,0,2,1718.0,0,win
2,0,2,1704.0,0,win
2,1,2,1741.0,0,win
1,0,2,1527.0,0,win
2,1,2,1715.0,0,win
2,0,2,1709.0,0,win
2,0,2,1747.0,0,win
2,0,2,1754.0,0,win
2,0,2,1735.0,0,win
2,1,2,1730.0,0,win
2,0,2,1766.0,0,win
2,0,2,510.0,0,lose
0,0,2,68.0,0,lose
2,0,2,1696.0,0,win
2,0,2,1725.0,0,win
2,0,1,1544.0,0,win
2,0,2,1724.0,0,win
2,0,2,1693.0,0,win
1,0,1,116.0,0,lose
2,0,2,1740.0,0,win
1,0,2,1540.0,0,win
2,0,2,1751.0,0,win
2,1,2,1734.0,0,win
2,0,2,1742.0,0,win
2,0,2,1713.0,0,win
2,1,1,1499.0,0,win
1,0,2,1510.0,0,win
2,0,2,1751.0,0,win
2,0,2,1765.0,0,win
2,1,2,1762.0,0,win
2,0,2,1752.0,0,win
2,0,2,671.0,0,lose
2,1,2,1718.0,0,win
2,1,2,1690.0,0,win
2,0,2,1744.0,0,win
2,0,2,1748.0,0,win
2,0,2,1753.0,0,win
2,0,2,1713.0,0,win
2,1,2,1681.0,0,win
2,0,2,544.0,0,lose
2,0,2,1696.0,0,win
2,0,2,1735.0,0,win
1,0,2,1523.0,0,win
2,0,2,1757.0,0,win
