Blue Eaten,EarlyBird,Orange Eaten,Score,Seed,Vegan,VegetarianBlue,VegetarianOrange,Win/Lose
0,1,0,-558.0,0,0,0,0,lose
0,1,0,-612.0,0,0,0,0,lose
0,1,0,820.0,0,0,0,0,win
0,1,0,-525.0,0,0,0,0,lose
0,0,0,60.0,0,0,0,0,timeout
0,0,0,-90.0,0,0,0,0,timeout
0,0,0,-50.0,0,0,0,0,timeout
0,0,0,-60.0,0,0,0,0,timeout
0,0,0,-80.0,0,0,0,0,timeout
0,1,0,859.0,0,0,0,0,win
0,1,0,809.0,0,0,0,0,win
0,1,0,841.0,0,0,0,0,win
0,0,0,-170.0,0,0,0,0,timeout
0,0,1,410.0,0,1,0,1,timeout
0,0,0,-60.0,0,0,0,0,timeout
0,0,0,-110.0,0,0,0,0,timeout
0,1,0,-30.0,0,0,0,0,timeout
0,0,0,20.0,0,0,0,0,timeout
0,0,0,30.0,0,0,0,0,timeout
0,1,0,-597.0,0,0,0,0,lose
0,1,0,-40.0,0,0,0,0,timeout
0,1,0,877.0,0,0,0,0,win
0,0,0,-150.0,0,0,0,0,timeout
0,1,0,-458.0,0,0,0,0,lose
0,1,0,-426.0,0,0,0,0,lose
0,0,0,40.0,0,0,0,0,timeout
0,1,0,-552.0,0,0,0,0,lose
0,0,0,-130.0,0,0,0,0,timeout
0,1,0,814.0,0,0,0,0,win
0,1,0,-556.0,0,0,0,0,lose
0,0,0,-120.0,0,0,0,0,timeout
0,1,0,-621.0,0,0,0,0,lose
0,1,0,880.0,0,0,0,0,win
0,0,0,-60.0,0,0,0,0,timeout
0,0,0,-50.0,0,0,0,0,timeout
0,0,0,-100.0,0,0,0,0,timeout
0,1,0,855.0,0,0,0,0,win
0,0,0,-150.0,0,0,0,0,timeout
0,1,0,-427.0,0,0,0,0,lose
0,0,0,40.0,0,0,0,0,timeout
0,1,0,-454.0,0,0,0,0,lose
0,1,0,862.0,0,0,0,0,win
0,1,0,-556.0,0,0,0,0,lose
0,0,0,0.0,0,0,0,0,timeout
0,1,0,-641.0,0,0,0,0,lose
0,1,0,885.0,0,0,0,0,win
0,1,0,-552.0,0,0,0,0,lose
0,0,0,-70.0,0,0,0,0,timeout
0,0,0,-140.0,0,0,0,0,timeout
0,0,0,-130.0,0,0,0,0,timeout
0,0,0,-20.0,0,0,0,0,timeout
0,1,0,-455.0,0,0,0,0,lose
0,0,0,-50.0,0,0,0,0,timeout
0,0,0,-100.0,0,0,0,0,timeout
0,1,0,160.0,0,0,0,0,timeout
0,1,0,791.0,0,0,0,0,win
0,1,0,-503.0,0,0,0,0,lose
0,0,0,-80.0,0,0,0,0,timeout
0,0,0,-100.0,0,0,0,0,timeout
0,0,1,990.0,0,1,0,1,win
0,0,0,10.0,0,0,0,0,timeout
0,0,0,0.0,0,0,0,0,timeout
0,0,0,-40.0,0,0,0,0,timeout
0,0,0,-40.0,0,0,0,0,timeout
0,0,0,-120.0,0,0,0,0,timeout
0,0,1,957.0,0,1,0,1,win
0,0,0,30.0,0,0,0,0,timeout
0,0,0,-120.0,0,0,0,0,timeout
0,1,0,-575.0,0,0,0,0,lose
0,0,0,30.0,0,0,0,0,timeout
0,1,0,-488.0,0,0,0,0,lose
0,0,0,-30.0,0,0,0,0,timeout
0,0,0,-70.0,0,0,0,0,timeout
0,0,0,30.0,0,0,0,0,timeout
0,1,0,-461.0,0,0,0,0,lose
0,1,0,913.0,0,0,0,0,win
0,0,0,20.0,0,0,0,0,timeout
0,0,0,20.0,0,0,0,0,timeout
0,1,0,230.0,0,0,0,0,timeout
0,0,0,60.0,0,0,0,0,timeout
0,1,0,-448.0,0,0,0,0,lose
0,1,0,220.0,0,0,0,0,timeout
0,0,0,-20.0,0,0,0,0,timeout
0,1,0,240.0,0,0,0,0,timeout
0,0,0,-60.0,0,0,0,0,timeout
0,0,0,-50.0,0,0,0,0,timeout
0,1,0,-657.0,0,0,0,0,lose
0,1,0,879.0,0,0,0,0,win
0,0,0,-30.0,0,0,0,0,timeout
0,0,0,-110.0,0,0,0,0,timeout
