Blue Eaten,EarlyBird,Orange Eaten,Score,Seed,Vegan,VegetarianBlue,VegetarianOrange,Win/Lose
1,0,0,1091.0,0,1,1,0,win
0,0,0,10.0,0,0,0,0,timeout
0,1,0,878.0,0,0,0,0,win
0,1,0,900.0,0,0,0,0,win
1,0,0,1000.0,0,1,1,0,win
0,1,0,-468.0,0,0,0,0,lose
0,0,0,30.0,0,0,0,0,timeout
0,0,0,90.0,0,0,0,0,timeout
0,0,0,30.0,0,0,0,0,timeout
0,0,1,1126.0,0,1,0,1,win
0,1,0,-450.0,0,0,0,0,lose
0,1,0,864.0,0,0,0,0,win
0,1,0,-474.0,0,0,0,0,lose
0,1,0,240.0,0,0,0,0,timeout
0,0,0,40.0,0,0,0,0,timeout
0,1,0,765.0,0,0,0,0,win
0,0,0,-20.0,0,0,0,0,timeout
0,0,0,60.0,0,0,0,0,timeout
0,0,0,-100.0,0,0,0,0,timeout
0,1,0,-420.0,0,0,0,0,lose
0,0,0,20.0,0,0,0,0,timeout
0,0,0,-10.0,0,0,0,0,timeout
0,1,0,-444.0,0,0,0,0,lose
0,0,0,20.0,0,0,0,0,timeout
0,1,0,899.0,0,0,0,0,win
0,1,0,-438.0,0,0,0,0,lose
0,0,0,-80.0,0,0,0,0,timeout
0,1,0,-80.0,0,0,0,0,timeout
0,1,0,-144.0,0,0,0,0,lose
0,0,0,-20.0,0,0,0,0,timeout
0,1,0,-489.0,0,0,0,0,lose
0,1,0,-426.0,0,0,0,0,lose
0,1,0,815.0,0,0,0,0,win
0,0,0,-10.0,0,0,0,0,timeout
0,1,0,-415.0,0,0,0,0,lose
0,0,0,10.0,0,0,0,0,timeout
1,0,0,1115.0,0,1,1,0,win
0,1,0,-490.0,0,0,0,0,lose
0,1,0,-490.0,0,0,0,0,lose
0,0,0,-80.0,0,0,0,0,timeout
0,0,0,50.0,0,0,0,0,timeout
0,1,0,100.0,0,0,0,0,timeout
0,0,0,0.0,0,0,0,0,timeout
0,0,0,-110.0,0,0,0,0,timeout
0,1,0,909.0,0,0,0,0,win
0,0,0,30.0,0,0,0,0,timeout
0,0,1,1117.0,0,1,0,1,win
0,1,0,-398.0,0,0,0,0,lose
0,0,0,-20.0,0,0,0,0,timeout
0,0,0,-50.0,0,0,0,0,timeout
0,0,0,-30.0,0,0,0,0,timeout
0,1,0,901.0,0,0,0,0,win
1,1,0,1127.0,0,1,1,0,win
0,1,1,1064.0,0,1,0,1,win
0,0,0,-130.0,0,0,0,0,timeout
0,0,0,-10.0,0,0,0,0,timeout
0,0,0,10.0,0,0,0,0,timeout
0,1,0,240.0,0,0,0,0,timeout
0,1,0,927.0,0,0,0,0,win
0,0,0,-40.0,0,0,0,0,timeout
1,0,0,1042.0,0,1,1,0,win
0,1,0,-531.0,0,0,0,0,lose
0,1,0,-511.0,0,0,0,0,lose
0,0,0,40.0,0,0,0,0,timeout
0,0,0,10.0,0,0,0,0,timeout
0,0,0,-80.0,0,0,0,0,timeout
0,1,0,-379.0,0,0,0,0,lose
0,0,0,60.0,0,0,0,0,timeout
0,0,0,-40.0,0,0,0,0,timeout
0,1,0,-504.0,0,0,0,0,lose
0,1,0,-421.0,0,0,0,0,lose
0,0,1,1131.0,0,1,0,1,win
0,0,0,-40.0,0,0,0,0,timeout
0,1,0,-399.0,0,0,0,0,lose
1,0,0,986.0,0,1,1,0,win
1,1,0,1128.0,0,1,1,0,win
0,0,0,20.0,0,0,0,0,timeout
0,0,0,60.0,0,0,0,0,timeout
0,0,0,40.0,0,0,0,0,timeout
0,0,0,-20.0,0,0,0,0,timeout
0,1,0,-290.0,0,0,0,0,lose
0,1,0,903.0,0,0,0,0,win
0,0,0,-60.0,0,0,0,0,timeout
0,0,0,20.0,0,0,0,0,timeout
0,1,0,-454.0,0,0,0,0,lose
0,1,0,-291.0,0,0,0,0,lose
0,1,0,912.0,0,0,0,0,win
0,1,0,-425.0,0,0,0,0,lose
0,1,0,-437.0,0,0,0,0,lose
0,0,0,20.0,0,0,0,0,timeout
0,1,0,867.0,0,0,0,0,win
0,1,0,936.0,0,0,0,0,win
0,1,0,885.0,0,0,0,0,win
0,0,0,20.0,0,0,0,0,timeout
0,0,0,40.0,0,0,0,0,timeout
0,0,1,1036.0,0,1,0,1,win
0,1,0,-431.0,0,0,0,0,lose
0,1,0,-422.0,0,0,0,0,lose
