Blue Eaten,EarlyBird,Orange Eaten,Score,Seed,Vegan,VegetarianBlue,VegetarianOrange,Win/Lose
0,1,0,-213.0,0,0,0,0,lose
0,1,0,874.0,0,0,0,0,win
0,1,0,-444.0,0,0,0,0,lose
0,0,0,-20.0,0,0,0,0,timeout
0,1,0,240.0,0,0,0,0,timeout
0,0,0,-30.0,0,0,0,0,timeout
0,0,0,0.0,0,0,0,0,timeout
0,1,0,-70.0,0,0,0,0,timeout
0,1,0,-528.0,0,0,0,0,lose
0,0,0,-70.0,0,0,0,0,timeout
0,1,0,-495.0,0,0,0,0,lose
1,0,0,1004.0,0,1,1,0,win
0,1,0,-450.0,0,0,0,0,lose
0,1,0,-432.0,0,0,0,0,lose
0,1,0,-471.0,0,0,0,0,lose
0,0,1,270.0,0,1,0,1,timeout
0,0,0,-70.0,0,0,0,0,timeout
0,1,0,160.0,0,0,0,0,timeout
0,1,0,-478.0,0,0,0,0,lose
0,0,0,-140.0,0,0,0,0,timeout
0,0,0,-40.0,0,0,0,0,timeout
0,0,0,-80.0,0,0,0,0,timeout
0,0,0,-10.0,0,0,0,0,timeout
0,1,0,-449.0,0,0,0,0,lose
0,0,0,-60.0,0,0,0,0,timeout
0,1,0,-487.0,0,0,0,0,lose
0,1,0,793.0,0,0,0,0,win
0,0,0,-70.0,0,0,0,0,timeout
0,0,0,0.0,0,0,0,0,timeout
0,0,0,10.0,0,0,0,0,timeout
0,0,0,-50.0,0,0,0,0,timeout
0,0,0,0.0,0,0,0,0,timeout
0,1,0,784.0,0,0,0,0,win
0,0,0,40.0,0,0,0,0,timeout
0,1,0,866.0,0,0,0,0,win
0,0,0,-150.0,0,0,0,0,timeout
0,1,0,-484.0,0,0,0,0,lose
0,1,0,-458.0,0,0,0,0,lose
0,0,0,10.0,0,0,0,0,timeout
0,1,0,50.0,0,0,0,0,timeout
0,1,0,857.0,0,0,0,0,win
0,1,0,-418.0,0,0,0,0,lose
0,0,0,10.0,0,0,0,0,timeout
0,0,0,-120.0,0,0,0,0,timeout
0,1,0,-520.0,0,0,0,0,lose
1,0,0,320.0,0,1,1,0,timeout
0,0,0,20.0,0,0,0,0,timeout
0,1,0,827.0,0,0,0,0,win
0,0,0,40.0,0,0,0,0,timeout
0,0,0,40.0,0,0,0,0,timeout
0,1,0,-505.0,0,0,0,0,lose
0,1,0,-558.0,0,0,0,0,lose
0,1,0,852.0,0,0,0,0,win
0,0,0,20.0,0,0,0,0,timeout
0,0,0,-10.0,0,0,0,0,timeout
0,1,0,-509.0,0,0,0,0,lose
0,0,1,250.0,0,1,0,1,timeout
0,1,0,874.0,0,0,0,0,win
0,0,0,10.0,0,0,0,0,timeout
0,0,0,30.0,0,0,0,0,timeout
0,1,0,-536.0,0,0,0,0,lose
0,1,0,-525.0,0,0,0,0,lose
0,1,0,-211.0,0,0,0,0,lose
0,0,0,-60.0,0,0,0,0,timeout
0,1,0,-442.0,0,0,0,0,lose
0,0,1,440.0,0,1,0,1,timeout
0,0,1,969.0,0,1,0,1,win
0,1,0,-476.0,0,0,0,0,lose
0,1,0,-442.0,0,0,0,0,lose
0,0,0,-140.0,0,0,0,0,timeout
0,1,0,-518.0,0,0,0,0,lose
0,0,0,-140.0,0,0,0,0,timeout
0,1,0,-508.0,0,0,0,0,lose
0,0,0,-30.0,0,0,0,0,timeout
0,1,0,784.0,0,0,0,0,win
1,0,0,400.0,0,1,1,0,timeout
0,0,0,-40.0,0,0,0,0,timeout
0,0,0,-60.0,0,0,0,0,timeout
0,0,0,-20.0,0,0,0,0,timeout
0,0,0,60.0,0,0,0,0,timeout
0,0,0,-150.0,0,0,0,0,timeout
0,0,0,-60.0,0,0,0,0,timeout
0,0,0,-70.0,0,0,0,0,timeout
0,0,0,40.0,0,0,0,0,timeout
0,0,0,0.0,0,0,0,0,timeout
0,0,0,-60.0,0,0,0,0,timeout
0,0,0,0.0,0,0,0,0,timeout
0,0,0,-30.0,0,0,0,0,timeout
0,1,0,-615.0,0,0,0,0,lose
0,0,0,-40.0,0,0,0,0,timeout
0,1,0,-465.0,0,0,0,0,lose
1,0,0,1047.0,0,1,1,0,win
0,0,0,-70.0,0,0,0,0,timeout
0,0,0,-110.0,0,0,0,0,timeout
0,1,0,855.0,0,0,0,0,win
0,0,0,0.0,0,0,0,0,timeout
0,1,0,900.0,0,0,0,0,win
0,0,0,70.0,0,0,0,0,timeout
0,1,0,-507.0,0,0,0,0,lose
0,1,0,-10.0,0,0,0,0,timeout
0,1,0,-502.0,0,0,0,0,lose
0,1,0,-618.0,0,0,0,0,lose
0,0,0,0.0,0,0,0,0,timeout
0,1,0,792.0,0,0,0,0,win
0,0,0,80.0,0,0,0,0,timeout
0,0,0,60.0,0,0,0,0,timeout
0,1,0,-500.0,0,0,0,0,lose
0,0,0,30.0,0,0,0,0,timeout
0,0,0,-140.0,0,0,0,0,timeout
0,0,0,40.0,0,0,0,0,timeout
0,1,0,-558.0,0,0,0,0,lose
0,0,0,20.0,0,0,0,0,timeout
0,0,0,-30.0,0,0,0,0,timeout
0,0,0,20.0,0,0,0,0,timeout
0,1,0,-483.0,0,0,0,0,lose
0,0,0,-40.0,0,0,0,0,timeout
1,0,0,-60.0,0,1,1,0,lose
0,0,0,10.0,0,0,0,0,timeout
0,0,0,0.0,0,0,0,0,timeout
0,1,0,855.0,0,0,0,0,win
0,0,0,50.0,0,0,0,0,timeout
0,1,0,-551.0,0,0,0,0,lose
0,1,0,210.0,0,0,0,0,timeout
0,0,0,-120.0,0,0,0,0,timeout
0,0,0,0.0,0,0,0,0,timeout
0,1,0,90.0,0,0,0,0,timeout
0,0,1,1008.0,0,1,0,1,win
0,0,1,440.0,0,1,0,1,timeout
0,0,0,-60.0,0,0,0,0,timeout
1,0,0,440.0,0,1,1,0,timeout
0,0,0,-140.0,0,0,0,0,timeout
0,0,1,1058.0,0,1,0,1,win
0,0,0,-100.0,0,0,0,0,timeout
0,0,0,60.0,0,0,0,0,timeout
0,0,0,20.0,0,0,0,0,timeout
0,0,0,-90.0,0,0,0,0,timeout
0,0,0,-10.0,0,0,0,0,timeout
0,0,0,-20.0,0,0,0,0,timeout
0,1,0,-408.0,0,0,0,0,lose
0,1,0,883.0,0,0,0,0,win
0,0,0,-30.0,0,0,0,0,timeout
0,1,0,-490.0,0,0,0,0,lose
0,1,0,847.0,0,0,0,0,win
0,0,0,0.0,0,0,0,0,timeout
0,0,0,-40.0,0,0,0,0,timeout
0,1,0,-525.0,0,0,0,0,lose
0,1,0,-464.0,0,0,0,0,lose
0,0,0,-40.0,0,0,0,0,timeout
0,0,0,0.0,0,0,0,0,timeout
0,0,0,0.0,0,0,0,0,timeout
0,0,0,-80.0,0,0,0,0,timeout
0,0,0,-50.0,0,0,0,0,timeout
0,0,0,30.0,0,0,0,0,timeout
0,1,0,40.0,0,0,0,0,timeout
0,0,0,-10.0,0,0,0,0,timeout
0,1,0,0.0,0,0,0,0,timeout
0,1,0,-477.0,0,0,0,0,lose
0,0,0,-140.0,0,0,0,0,timeout
0,0,0,-150.0,0,0,0,0,timeout
0,1,0,-610.0,0,0,0,0,lose
0,0,0,-70.0,0,0,0,0,timeout
0,0,0,-120.0,0,0,0,0,timeout
0,1,0,-509.0,0,0,0,0,lose
0,0,0,-120.0,0,0,0,0,timeout
0,0,0,-40.0,0,0,0,0,timeout
1,0,0,994.0,0,1,1,0,win
0,1,0,-50.0,0,0,0,0,timeout
0,1,0,849.0,0,0,0,0,win
0,1,0,-408.0,0,0,0,0,lose
0,0,0,-20.0,0,0,0,0,timeout
0,0,0,-120.0,0,0,0,0,timeout
0,0,0,-40.0,0,0,0,0,timeout
