Blue Eaten,EarlyBird,Orange Eaten,Score,Seed,Vegan,VegetarianBlue,VegetarianOrange,Win/Lose
0,0,1,-152.0,0,1,0,1,lose
0,1,0,851.0,0,0,0,0,win
0,0,0,-120.0,0,0,0,0,timeout
1,0,0,1017.0,0,1,1,0,win
0,1,0,873.0,0,0,0,0,win
0,0,0,-10.0,0,0,0,0,timeout
0,1,0,-534.0,0,0,0,0,lose
0,0,0,-110.0,0,0,0,0,timeout
0,0,0,30.0,0,0,0,0,timeout
0,0,0,-100.0,0,0,0,0,timeout
0,1,0,-432.0,0,0,0,0,lose
0,1,0,-435.0,0,0,0,0,lose
0,1,0,-469.0,0,0,0,0,lose
0,0,0,-20.0,0,0,0,0,timeout
0,0,0,-10.0,0,0,0,0,timeout
1,0,0,-30.0,0,1,1,0,lose
0,1,0,-534.0,0,0,0,0,lose
0,1,0,-485.0,0,0,0,0,lose
0,0,0,-120.0,0,0,0,0,timeout
0,1,0,-508.0,0,0,0,0,lose
0,1,0,-530.0,0,0,0,0,lose
0,0,0,-40.0,0,0,0,0,timeout
0,1,0,852.0,0,0,0,0,win
0,0,0,-120.0,0,0,0,0,timeout
0,1,0,-539.0,0,0,0,0,lose
0,0,0,-30.0,0,0,0,0,timeout
0,0,0,-10.0,0,0,0,0,timeout
0,0,0,-120.0,0,0,0,0,timeout
0,1,0,-420.0,0,0,0,0,lose
0,1,0,-483.0,0,0,0,0,lose
0,0,0,-110.0,0,0,0,0,timeout
0,0,0,-110.0,0,0,0,0,timeout
0,0,0,-110.0,0,0,0,0,timeout
0,1,0,-526.0,0,0,0,0,lose
0,0,0,-120.0,0,0,0,0,timeout
0,0,0,30.0,0,0,0,0,timeout
0,0,0,-120.0,0,0,0,0,timeout
0,1,0,-472.0,0,0,0,0,lose
0,0,0,-60.0,0,0,0,0,timeout
0,0,0,-110.0,0,0,0,0,timeout
0,1,0,-50.0,0,0,0,0,timeout
0,0,0,-110.0,0,0,0,0,timeout
0,1,0,-478.0,0,0,0,0,lose
0,0,0,-120.0,0,0,0,0,timeout
0,0,0,-110.0,0,0,0,0,timeout
0,1,0,-563.0,0,0,0,0,lose
0,1,0,240.0,0,0,0,0,timeout
0,1,0,-499.0,0,0,0,0,lose
0,0,0,-150.0,0,0,0,0,timeout
0,0,0,-60.0,0,0,0,0,timeout
0,1,0,840.0,0,0,0,0,win
0,0,0,20.0,0,0,0,0,timeout
0,1,0,894.0,0,0,0,0,win
0,1,0,804.0,0,0,0,0,win
0,0,0,-120.0,0,0,0,0,timeout
0,0,0,-120.0,0,0,0,0,timeout
0,1,0,-447.0,0,0,0,0,lose
0,0,0,-60.0,0,0,0,0,timeout
0,1,0,-405.0,0,0,0,0,lose
0,0,0,-30.0,0,0,0,0,timeout
0,0,0,-120.0,0,0,0,0,timeout
0,1,0,905.0,0,0,0,0,win
0,1,0,907.0,0,0,0,0,win
0,1,0,927.0,0,0,0,0,win
0,1,0,-583.0,0,0,0,0,lose
0,0,0,-40.0,0,0,0,0,timeout
0,1,0,-429.0,0,0,0,0,lose
0,1,0,-498.0,0,0,0,0,lose
0,0,1,1089.0,0,1,0,1,win
0,1,0,-476.0,0,0,0,0,lose
0,1,0,-575.0,0,0,0,0,lose
0,0,0,-60.0,0,0,0,0,timeout
0,0,0,-80.0,0,0,0,0,timeout
0,0,0,-70.0,0,0,0,0,timeout
0,0,0,-120.0,0,0,0,0,timeout
0,0,0,-120.0,0,0,0,0,timeout
0,0,0,-150.0,0,0,0,0,timeout
0,0,0,-110.0,0,0,0,0,timeout
0,1,0,-545.0,0,0,0,0,lose
0,0,0,50.0,0,0,0,0,timeout
0,1,0,-493.0,0,0,0,0,lose
0,0,0,-40.0,0,0,0,0,timeout
0,0,0,-20.0,0,0,0,0,timeout
0,0,0,-90.0,0,0,0,0,timeout
0,0,0,-120.0,0,0,0,0,timeout
0,1,0,813.0,0,0,0,0,win
0,1,0,-585.0,0,0,0,0,lose
0,0,0,-100.0,0,0,0,0,timeout
0,0,0,-50.0,0,0,0,0,timeout
0,0,0,-120.0,0,0,0,0,timeout
0,0,0,-40.0,0,0,0,0,timeout
0,0,0,-90.0,0,0,0,0,timeout
0,1,0,-467.0,0,0,0,0,lose
0,1,0,-449.0,0,0,0,0,lose
0,1,0,20.0,0,0,0,0,timeout
0,0,1,1066.0,0,1,0,1,win
1,0,0,-39.0,0,1,1,0,lose
0,0,0,-120.0,0,0,0,0,timeout
0,0,0,-110.0,0,0,0,0,timeout
0,1,0,-569.0,0,0,0,0,lose
0,1,0,808.0,0,0,0,0,win
0,0,0,-120.0,0,0,0,0,timeout
0,0,0,-50.0,0,0,0,0,timeout
0,1,0,863.0,0,0,0,0,win
0,0,1,220.0,0,1,0,1,timeout
0,1,0,170.0,0,0,0,0,timeout
0,0,0,-60.0,0,0,0,0,timeout
0,0,0,40.0,0,0,0,0,timeout
0,0,0,-180.0,0,0,0,0,timeout
1,0,0,988.0,0,1,1,0,win
0,0,1,1085.0,0,1,0,1,win
0,0,0,-100.0,0,0,0,0,timeout
0,0,0,-30.0,0,0,0,0,timeout
0,0,0,-30.0,0,0,0,0,timeout
0,0,0,-100.0,0,0,0,0,timeout
0,0,0,-100.0,0,0,0,0,timeout
0,0,0,-90.0,0,0,0,0,timeout
0,0,0,-120.0,0,0,0,0,timeout
0,1,0,-515.0,0,0,0,0,lose
0,0,0,-110.0,0,0,0,0,timeout
0,0,0,-40.0,0,0,0,0,timeout
0,0,0,-120.0,0,0,0,0,timeout
0,0,0,-100.0,0,0,0,0,timeout
0,1,0,-540.0,0,0,0,0,lose
0,0,0,-100.0,0,0,0,0,timeout
0,0,0,-20.0,0,0,0,0,timeout
0,0,1,1047.0,0,1,0,1,win
0,0,0,-110.0,0,0,0,0,timeout
0,1,0,931.0,0,0,0,0,win
0,1,0,-410.0,0,0,0,0,lose
0,0,0,-40.0,0,0,0,0,timeout
0,0,0,-110.0,0,0,0,0,timeout
0,1,0,-568.0,0,0,0,0,lose
0,0,0,-150.0,0,0,0,0,timeout
0,0,0,20.0,0,0,0,0,timeout
0,0,0,70.0,0,0,0,0,timeout
0,1,0,843.0,0,0,0,0,win
0,0,0,-120.0,0,0,0,0,timeout
0,1,0,903.0,0,0,0,0,win
0,1,0,847.0,0,0,0,0,win
0,0,0,0.0,0,0,0,0,timeout
0,1,0,883.0,0,0,0,0,win
0,1,0,-40.0,0,0,0,0,timeout
0,1,0,70.0,0,0,0,0,timeout
0,0,0,-100.0,0,0,0,0,timeout
0,1,0,784.0,0,0,0,0,win
0,0,1,1078.0,0,1,0,1,win
0,0,0,-110.0,0,0,0,0,timeout
0,1,0,-451.0,0,0,0,0,lose
0,1,0,-450.0,0,0,0,0,lose
0,0,0,-120.0,0,0,0,0,timeout
0,0,0,-120.0,0,0,0,0,timeout
0,0,0,20.0,0,0,0,0,timeout
0,1,0,-515.0,0,0,0,0,lose
0,0,0,-120.0,0,0,0,0,timeout
0,0,0,-120.0,0,0,0,0,timeout
0,1,0,-308.0,0,0,0,0,lose
0,1,0,908.0,0,0,0,0,win
0,0,0,-110.0,0,0,0,0,timeout
0,0,0,-50.0,0,0,0,0,timeout
0,0,0,10.0,0,0,0,0,timeout
0,0,0,-30.0,0,0,0,0,timeout
0,0,0,-70.0,0,0,0,0,timeout
0,0,0,-60.0,0,0,0,0,timeout
1,0,0,1057.0,0,1,1,0,win
0,0,0,0.0,0,0,0,0,timeout
0,1,0,-456.0,0,0,0,0,lose
0,0,1,-200.0,0,1,0,1,lose
0,1,0,-479.0,0,0,0,0,lose
0,1,0,-517.0,0,0,0,0,lose
0,1,0,-539.0,0,0,0,0,lose
0,1,1,989.0,0,1,0,1,win
0,0,0,10.0,0,0,0,0,timeout
0,0,0,20.0,0,0,0,0,timeout
0,1,0,936.0,0,0,0,0,win
0,0,0,-20.0,0,0,0,0,timeout
0,1,0,-513.0,0,0,0,0,lose
0,0,0,-120.0,0,0,0,0,timeout
0,0,0,40.0,0,0,0,0,timeout
0,1,0,781.0,0,0,0,0,win
0,0,1,1098.0,0,1,0,1,win
0,0,0,-130.0,0,0,0,0,timeout
0,0,0,-70.0,0,0,0,0,timeout
0,0,0,-80.0,0,0,0,0,timeout
0,1,0,-437.0,0,0,0,0,lose
0,0,0,-120.0,0,0,0,0,timeout
0,1,0,-549.0,0,0,0,0,lose
1,0,0,1022.0,0,1,1,0,win
0,0,0,-30.0,0,0,0,0,timeout
0,0,0,-80.0,0,0,0,0,timeout
0,0,0,-40.0,0,0,0,0,timeout
0,1,0,-507.0,0,0,0,0,lose
0,0,0,-80.0,0,0,0,0,timeout
0,0,1,960.0,0,1,0,1,win
0,0,0,50.0,0,0,0,0,timeout
0,0,0,-110.0,0,0,0,0,timeout
0,0,0,-50.0,0,0,0,0,timeout
0,1,0,-425.0,0,0,0,0,lose
0,0,0,10.0,0,0,0,0,timeout
0,0,0,-110.0,0,0,0,0,timeout
0,1,0,-530.0,0,0,0,0,lose
0,1,0,-454.0,0,0,0,0,lose
0,1,0,-536.0,0,0,0,0,lose
0,0,0,-70.0,0,0,0,0,timeout
0,1,0,-421.0,0,0,0,0,lose
0,0,0,-120.0,0,0,0,0,timeout
0,0,0,0.0,0,0,0,0,timeout
