Blue Eaten,EarlyBird,Orange Eaten,Score,Seed,Vegan,VegetarianBlue,VegetarianOrange,Win/Lose
0,0,0,-20.0,0,0,0,0,timeout
0,1,0,-409.0,0,0,0,0,lose
0,0,0,70.0,0,0,0,0,timeout
0,0,0,-90.0,0,0,0,0,timeout
0,1,0,-459.0,0,0,0,0,lose
0,0,0,0.0,0,0,0,0,timeout
0,1,0,788.0,0,0,0,0,win
0,1,0,-410.0,0,0,0,0,lose
0,0,0,-50.0,0,0,0,0,timeout
0,1,0,-622.0,0,0,0,0,lose
1,0,0,390.0,0,1,1,0,timeout
0,0,1,964.0,0,1,0,1,win
0,0,0,-20.0,0,0,0,0,timeout
0,1,0,-473.0,0,0,0,0,lose
0,1,0,-490.0,0,0,0,0,lose
0,0,0,-90.0,0,0,0,0,timeout
0,1,0,904.0,0,0,0,0,win
0,0,0,-20.0,0,0,0,0,timeout
0,1,0,861.0,0,0,0,0,win
0,0,0,40.0,0,0,0,0,timeout
0,0,0,40.0,0,0,0,0,timeout
0,0,0,70.0,0,0,0,0,timeout
0,0,0,70.0,0,0,0,0,timeout
0,1,0,846.0,0,0,0,0,win
0,0,0,50.0,0,0,0,0,timeout
0,1,0,-50.0,0,0,0,0,timeout
0,1,0,-433.0,0,0,0,0,lose
0,0,1,1073.0,0,1,0,1,win
0,0,0,50.0,0,0,0,0,timeout
0,0,0,20.0,0,0,0,0,timeout
0,0,0,-30.0,0,0,0,0,timeout
0,0,0,-60.0,0,0,0,0,timeout
0,0,0,90.0,0,0,0,0,timeout
0,1,0,794.0,0,0,0,0,win
0,1,0,804.0,0,0,0,0,win
0,0,0,70.0,0,0,0,0,timeout
0,1,0,-372.0,0,0,0,0,lose
0,0,0,10.0,0,0,0,0,timeout
0,1,0,-503.0,0,0,0,0,lose
0,0,0,0.0,0,0,0,0,timeout
0,1,0,-527.0,0,0,0,0,lose
0,1,0,898.0,0,0,0,0,win
0,1,0,841.0,0,0,0,0,win
0,1,0,160.0,0,0,0,0,timeout
0,1,0,-487.0,0,0,0,0,lose
0,1,0,891.0,0,0,0,0,win
0,0,0,50.0,0,0,0,0,timeout
0,1,0,190.0,0,0,0,0,timeout
0,1,0,-451.0,0,0,0,0,lose
0,0,0,-90.0,0,0,0,0,timeout
0,1,0,-474.0,0,0,0,0,lose
0,0,0,20.0,0,0,0,0,timeout
0,1,0,902.0,0,0,0,0,win
0,1,0,798.0,0,0,0,0,win
0,0,0,0.0,0,0,0,0,timeout
1,0,0,360.0,0,1,1,0,timeout
1,0,0,1100.0,0,1,1,0,win
0,1,0,-502.0,0,0,0,0,lose
0,1,0,791.0,0,0,0,0,win
0,1,0,832.0,0,0,0,0,win
0,1,0,940.0,0,0,0,0,win
0,0,0,-20.0,0,0,0,0,timeout
0,0,0,30.0,0,0,0,0,timeout
0,1,0,-456.0,0,0,0,0,lose
0,0,0,-90.0,0,0,0,0,timeout
0,1,0,907.0,0,0,0,0,win
0,1,0,861.0,0,0,0,0,win
0,1,0,-455.0,0,0,0,0,lose
0,1,0,-515.0,0,0,0,0,lose
0,1,0,-446.0,0,0,0,0,lose
0,1,0,-431.0,0,0,0,0,lose
0,1,0,-517.0,0,0,0,0,lose
0,1,0,100.0,0,0,0,0,timeout
0,0,0,-110.0,0,0,0,0,timeout
0,1,0,-520.0,0,0,0,0,lose
0,1,0,884.0,0,0,0,0,win
1,0,0,1023.0,0,1,1,0,win
0,0,0,-70.0,0,0,0,0,timeout
0,1,0,810.0,0,0,0,0,win
0,1,0,-454.0,0,0,0,0,lose
0,0,0,70.0,0,0,0,0,timeout
1,0,0,1103.0,0,1,1,0,win
0,0,0,50.0,0,0,0,0,timeout
0,1,0,-405.0,0,0,0,0,lose
0,0,0,20.0,0,0,0,0,timeout
0,1,0,-488.0,0,0,0,0,lose
0,0,0,-40.0,0,0,0,0,timeout
0,0,0,-30.0,0,0,0,0,timeout
0,0,0,-20.0,0,0,0,0,timeout
0,1,0,20.0,0,0,0,0,timeout
0,1,0,894.0,0,0,0,0,win
0,0,0,80.0,0,0,0,0,timeout
1,0,0,1012.0,0,1,1,0,win
0,1,1,1021.0,0,1,0,1,win
0,0,0,-40.0,0,0,0,0,timeout
0,0,0,50.0,0,0,0,0,timeout
0,1,0,854.0,0,0,0,0,win
0,1,0,-530.0,0,0,0,0,lose
0,1,0,810.0,0,0,0,0,win
0,0,0,70.0,0,0,0,0,timeout
0,1,0,905.0,0,0,0,0,win
0,0,0,-30.0,0,0,0,0,timeout
0,1,0,-553.0,0,0,0,0,lose
0,1,0,831.0,0,0,0,0,win
0,1,0,210.0,0,0,0,0,timeout
0,0,0,-100.0,0,0,0,0,timeout
0,1,0,901.0,0,0,0,0,win
0,1,0,-469.0,0,0,0,0,lose
0,0,0,-90.0,0,0,0,0,timeout
0,1,0,772.0,0,0,0,0,win
0,0,0,-70.0,0,0,0,0,timeout
0,0,0,20.0,0,0,0,0,timeout
0,1,0,-433.0,0,0,0,0,lose
0,0,0,30.0,0,0,0,0,timeout
0,0,0,20.0,0,0,0,0,timeout
0,1,0,160.0,0,0,0,0,timeout
0,1,0,-457.0,0,0,0,0,lose
0,1,0,919.0,0,0,0,0,win
0,1,0,-470.0,0,0,0,0,lose
0,1,0,-463.0,0,0,0,0,lose
0,0,0,-70.0,0,0,0,0,timeout
0,1,0,-489.0,0,0,0,0,lose
0,1,0,907.0,0,0,0,0,win
0,1,0,810.0,0,0,0,0,win
0,1,0,20.0,0,0,0,0,timeout
0,0,0,-90.0,0,0,0,0,timeout
0,1,0,859.0,0,0,0,0,win
0,0,0,80.0,0,0,0,0,timeout
0,0,0,-20.0,0,0,0,0,timeout
0,0,0,-10.0,0,0,0,0,timeout
0,0,0,-50.0,0,0,0,0,timeout
0,0,0,20.0,0,0,0,0,timeout
0,1,0,928.0,0,0,0,0,win
0,0,0,-110.0,0,0,0,0,timeout
0,0,0,90.0,0,0,0,0,timeout
0,1,0,20.0,0,0,0,0,timeout
0,0,0,40.0,0,0,0,0,timeout
0,1,0,-398.0,0,0,0,0,lose
0,1,0,931.0,0,0,0,0,win
0,1,0,-434.0,0,0,0,0,lose
0,0,0,30.0,0,0,0,0,timeout
0,1,0,935.0,0,0,0,0,win
0,1,0,-476.0,0,0,0,0,lose
0,1,0,842.0,0,0,0,0,win
0,1,0,-467.0,0,0,0,0,lose
0,1,0,-417.0,0,0,0,0,lose
0,0,0,0.0,0,0,0,0,timeout
0,0,0,20.0,0,0,0,0,timeout
0,0,1,977.0,0,1,0,1,win
0,0,0,30.0,0,0,0,0,timeout
0,1,0,-464.0,0,0,0,0,lose
0,0,0,50.0,0,0,0,0,timeout
