Blue Eaten,EarlyBird,Orange Eaten,Score,Seed,Vegan,VegetarianBlue,VegetarianOrange,Win/Lose
1,0,0,1100.0,0,1,1,0,win
0,0,0,-20.0,0,0,0,0,timeout
0,0,0,40.0,0,0,0,0,timeout
0,0,0,-80.0,0,0,0,0,timeout
0,1,0,-543.0,0,0,0,0,lose
0,0,0,-140.0,0,0,0,0,timeout
0,1,0,919.0,0,0,0,0,win
0,0,0,-20.0,0,0,0,0,timeout
0,0,0,-150.0,0,0,0,0,timeout
0,0,1,1069.0,0,1,0,1,win
0,0,0,-70.0,0,0,0,0,timeout
0,1,0,120.0,0,0,0,0,timeout
0,1,0,-425.0,0,0,0,0,lose
0,0,0,30.0,0,0,0,0,timeout
0,1,0,-526.0,0,0,0,0,lose
0,0,0,-40.0,0,0,0,0,timeout
0,0,0,40.0,0,0,0,0,timeout
0,0,0,-70.0,0,0,0,0,timeout
0,0,0,-120.0,0,0,0,0,timeout
0,0,0,-20.0,0,0,0,0,timeout
0,1,0,-461.0,0,0,0,0,lose
0,0,0,-120.0,0,0,0,0,timeout
1,0,0,1112.0,0,1,1,0,win
0,0,0,-60.0,0,0,0,0,timeout
0,0,0,-70.0,0,0,0,0,timeout
0,0,0,40.0,0,0,0,0,timeout
0,0,1,1008.0,0,1,0,1,win
0,1,0,-560.0,0,0,0,0,lose
0,0,0,20.0,0,0,0,0,timeout
0,0,0,-30.0,0,0,0,0,timeout
0,0,0,-120.0,0,0,0,0,timeout
0,0,0,-140.0,0,0,0,0,timeout
0,0,0,-190.0,0,0,0,0,timeout
0,1,0,130.0,0,0,0,0,timeout
0,0,0,-80.0,0,0,0,0,timeout
0,0,0,20.0,0,0,0,0,timeout
0,1,0,939.0,0,0,0,0,win
0,0,1,1087.0,0,1,0,1,win
0,0,0,-70.0,0,0,0,0,timeout
0,0,0,-60.0,0,0,0,0,timeout
0,0,0,30.0,0,0,0,0,timeout
0,1,0,-401.0,0,0,0,0,lose
0,0,1,1073.0,0,1,0,1,win
0,0,0,-90.0,0,0,0,0,timeout
0,0,0,-90.0,0,0,0,0,timeout
0,0,0,-110.0,0,0,0,0,timeout
0,0,0,-120.0,0,0,0,0,timeout
0,1,0,875.0,0,0,0,0,win
0,1,0,830.0,0,0,0,0,win
1,0,0,1067.0,0,1,1,0,win
0,1,0,-502.0,0,0,0,0,lose
0,1,0,-536.0,0,0,0,0,lose
0,1,0,-396.0,0,0,0,0,lose
0,0,0,-30.0,0,0,0,0,timeout
0,1,0,893.0,0,0,0,0,win
0,0,0,-190.0,0,0,0,0,timeout
0,0,0,20.0,0,0,0,0,timeout
0,0,1,1024.0,0,1,0,1,win
0,0,0,-50.0,0,0,0,0,timeout
0,1,0,-452.0,0,0,0,0,lose
0,0,0,-170.0,0,0,0,0,timeout
0,0,0,-110.0,0,0,0,0,timeout
0,1,0,-468.0,0,0,0,0,lose
0,1,0,908.0,0,0,0,0,win
0,0,0,-130.0,0,0,0,0,timeout
0,0,0,-90.0,0,0,0,0,timeout
0,1,0,-530.0,0,0,0,0,lose
0,0,0,20.0,0,0,0,0,timeout
0,0,0,20.0,0,0,0,0,timeout
0,1,0,-404.0,0,0,0,0,lose
0,0,0,-50.0,0,0,0,0,timeout
0,0,0,-90.0,0,0,0,0,timeout
0,1,0,-530.0,0,0,0,0,lose
0,1,0,-425.0,0,0,0,0,lose
0,0,0,-110.0,0,0,0,0,timeout
0,0,0,-150.0,0,0,0,0,timeout
0,1,0,-453.0,0,0,0,0,lose
0,1,0,-447.0,0,0,0,0,lose
0,0,0,-40.0,0,0,0,0,timeout
0,0,0,0.0,0,0,0,0,timeout
0,0,0,-30.0,0,0,0,0,timeout
0,0,0,-90.0,0,0,0,0,timeout
0,0,0,0.0,0,0,0,0,timeout
0,0,0,-100.0,0,0,0,0,timeout
0,1,0,-407.0,0,0,0,0,lose
0,1,0,40.0,0,0,0,0,timeout
1,0,0,250.0,0,1,1,0,timeout
0,0,0,-50.0,0,0,0,0,timeout
0,1,0,779.0,0,0,0,0,win
0,0,0,-160.0,0,0,0,0,timeout
0,0,0,-150.0,0,0,0,0,timeout
0,0,0,-40.0,0,0,0,0,timeout
0,0,0,-50.0,0,0,0,0,timeout
0,0,1,1057.0,0,1,0,1,win
0,1,0,20.0,0,0,0,0,timeout
0,0,0,-20.0,0,0,0,0,timeout
0,0,0,-20.0,0,0,0,0,timeout
0,1,0,-428.0,0,0,0,0,lose
0,0,0,-150.0,0,0,0,0,timeout
0,0,0,50.0,0,0,0,0,timeout
0,1,0,-564.0,0,0,0,0,lose
0,0,0,-30.0,0,0,0,0,timeout
0,0,0,10.0,0,0,0,0,timeout
0,0,0,50.0,0,0,0,0,timeout
0,1,0,-479.0,0,0,0,0,lose
0,0,0,-110.0,0,0,0,0,timeout
0,0,0,50.0,0,0,0,0,timeout
0,0,0,-110.0,0,0,0,0,timeout
0,1,0,-460.0,0,0,0,0,lose
0,0,0,-60.0,0,0,0,0,timeout
0,0,0,-80.0,0,0,0,0,timeout
0,0,0,20.0,0,0,0,0,timeout
0,1,0,-594.0,0,0,0,0,lose
0,1,0,130.0,0,0,0,0,timeout
0,0,0,-200.0,0,0,0,0,timeout
0,0,0,-120.0,0,0,0,0,timeout
0,0,0,20.0,0,0,0,0,timeout
0,1,0,-443.0,0,0,0,0,lose
0,1,0,823.0,0,0,0,0,win
0,0,0,-100.0,0,0,0,0,timeout
0,1,0,210.0,0,0,0,0,timeout
0,0,0,-160.0,0,0,0,0,timeout
0,1,0,-499.0,0,0,0,0,lose
0,0,0,-170.0,0,0,0,0,timeout
0,0,0,-40.0,0,0,0,0,timeout
0,0,0,10.0,0,0,0,0,timeout
0,0,0,-60.0,0,0,0,0,timeout
0,1,0,-630.0,0,0,0,0,lose
0,0,0,-50.0,0,0,0,0,timeout
0,0,0,-50.0,0,0,0,0,timeout
1,1,0,992.0,0,1,1,0,win
0,0,0,40.0,0,0,0,0,timeout
0,0,0,20.0,0,0,0,0,timeout
0,1,0,-456.0,0,0,0,0,lose
0,0,0,-20.0,0,0,0,0,timeout
1,0,0,270.0,0,1,1,0,timeout
0,0,0,20.0,0,0,0,0,timeout
0,1,0,888.0,0,0,0,0,win
0,0,0,-110.0,0,0,0,0,timeout
