Blue Eaten,CTD,EarlyBird,Orange Eaten,Penalty1(total),Score,Seed,Vegan,VegetarianBlue,VegetarianOrange,Win/Lose
1,0,1,0,1,1012.0,0,1,1,0,win
1,0,0,0,1,1170.0,0,1,1,0,win
0,0,1,0,0,902.0,0,0,0,0,win
0,0,0,0,0,-30.0,0,0,0,0,timeout
1,0,0,0,1,1153.0,0,1,1,0,win
0,0,0,1,1,1149.0,0,1,0,1,win
1,0,0,0,1,1149.0,0,1,1,0,win
1,0,0,0,1,1127.0,0,1,1,0,win
0,0,0,1,1,1146.0,0,1,0,1,win
0,0,0,1,1,1125.0,0,1,0,1,win
1,0,0,0,1,42.0,0,1,1,0,lose
0,0,0,1,1,1165.0,0,1,0,1,win
1,0,0,0,1,1138.0,0,1,1,0,win
1,0,0,0,1,81.0,0,1,1,0,lose
0,0,0,1,1,1132.0,0,1,0,1,win
0,0,0,1,1,1139.0,0,1,0,1,win
0,0,0,1,1,1159.0,0,1,0,1,win
0,0,0,1,1,1156.0,0,1,0,1,win
1,0,0,0,1,1138.0,0,1,1,0,win
1,0,0,0,1,1132.0,0,1,1,0,win
1,0,0,0,1,1155.0,0,1,1,0,win
0,0,0,1,1,1137.0,0,1,0,1,win
0,0,0,1,1,1136.0,0,1,0,1,win
1,0,0,0,1,1117.0,0,1,1,0,win
1,0,0,0,1,1121.0,0,1,1,0,win
0,0,0,1,1,1151.0,0,1,0,1,win
0,0,1,0,0,-206.0,0,0,0,0,lose
0,0,1,0,0,-599.0,0,0,0,0,lose
0,0,0,1,1,1128.0,0,1,0,1,win
0,0,0,0,0,-40.0,0,0,0,0,timeout
1,0,0,0,1,1089.0,0,1,1,0,win
1,0,1,0,1,1049.0,0,1,1,0,win
1,0,0,0,1,1162.0,0,1,1,0,win
1,0,0,0,1,1121.0,0,1,1,0,win
0,0,0,1,1,1124.0,0,1,0,1,win
0,0,1,0,0,-122.0,0,0,0,0,lose
1,0,0,0,1,-25.0,0,1,1,0,lose
1,0,0,0,1,1114.0,0,1,1,0,win
0,0,0,1,1,1154.0,0,1,0,1,win
0,0,0,1,1,1143.0,0,1,0,1,win
0,0,0,1,1,1137.0,0,1,0,1,win
0,0,1,0,0,-167.0,0,0,0,0,lose
0,0,0,1,1,1136.0,0,1,0,1,win
