Blue Eaten,CTD,EarlyBird,Orange Eaten,Penalty1(total),Score,Seed,Vegan,VegetarianBlue,VegetarianOrange,Win/Lose
0,0,1,0,0,830.0,0,0,0,0,win
0,0,0,1,1,1086.0,0,1,0,1,win
1,0,0,0,1,1124.0,0,1,1,0,win
1,0,0,0,1,1153.0,0,1,1,0,win
0,0,1,0,0,902.0,0,0,0,0,win
0,0,0,1,1,1126.0,0,1,0,1,win
1,0,0,0,1,1126.0,0,1,1,0,win
0,0,0,1,1,1175.0,0,1,0,1,win
1,0,0,0,1,1142.0,0,1,1,0,win
1,0,0,0,1,-199.0,0,1,1,0,lose
0,0,0,1,1,1173.0,0,1,0,1,win
1,0,0,0,1,1116.0,0,1,1,0,win
0,0,1,1,1,1129.0,0,1,0,1,win
0,0,0,0,0,-90.0,0,0,0,0,timeout
0,0,0,1,1,1143.0,0,1,0,1,win
1,0,0,0,1,1146.0,0,1,1,0,win
1,0,0,0,1,1154.0,0,1,1,0,win
1,0,0,0,1,1131.0,0,1,1,0,win
0,0,0,1,1,1171.0,0,1,0,1,win
0,0,0,1,1,1145.0,0,1,0,1,win
1,0,0,0,1,1142.0,0,1,1,0,win
0,0,0,1,1,1138.0,0,1,0,1,win
0,0,0,1,1,1154.0,0,1,0,1,win
0,0,0,1,1,1152.0,0,1,0,1,win
0,0,0,1,1,1163.0,0,1,0,1,win
0,0,0,0,0,-80.0,0,0,0,0,timeout
0,0,0,1,1,1161.0,0,1,0,1,win
0,0,1,0,0,-40.0,0,0,0,0,timeout
0,0,0,1,1,1132.0,0,1,0,1,win
1,0,0,0,1,1113.0,0,1,1,0,win
0,0,1,0,0,-535.0,0,0,0,0,lose
1,0,0,0,1,1145.0,0,1,1,0,win
1,0,0,0,1,1146.0,0,1,1,0,win
1,0,0,0,1,1137.0,0,1,1,0,win
0,0,0,1,1,1120.0,0,1,0,1,win
0,0,1,0,0,-391.0,0,0,0,0,lose
0,0,0,1,1,1144.0,0,1,0,1,win
1,0,0,0,1,1147.0,0,1,1,0,win
0,0,0,1,1,1160.0,0,1,0,1,win
1,0,0,0,1,-74.0,0,1,1,0,lose
1,0,1,0,1,89.0,0,1,1,0,lose
1,0,0,0,1,1130.0,0,1,1,0,win
0,0,0,1,1,62.0,0,1,0,1,lose
0,0,0,1,1,1141.0,0,1,0,1,win
0,0,1,0,0,-565.0,0,0,0,0,lose
0,0,0,1,1,1137.0,0,1,0,1,win
0,0,0,0,0,-10.0,0,0,0,0,timeout
0,0,0,1,1,1098.0,0,1,0,1,win
0,0,0,1,1,84.0,0,1,0,1,lose
1,0,0,0,1,1113.0,0,1,1,0,win
0,0,1,0,0,-530.0,0,0,0,0,lose
0,0,1,0,0,-523.0,0,0,0,0,lose
0,0,0,1,1,1143.0,0,1,0,1,win
0,0,0,1,1,1152.0,0,1,0,1,win
2,0,0,1,3,1497.0,0,3,2,1,win
1,0,0,0,1,1128.0,0,1,1,0,win
0,0,0,1,1,1158.0,0,1,0,1,win
0,0,0,1,1,1127.0,0,1,0,1,win
0,0,0,1,1,1129.0,0,1,0,1,win
1,0,0,0,1,1159.0,0,1,1,0,win
0,0,0,1,1,1170.0,0,1,0,1,win
0,0,0,0,0,-10.0,0,0,0,0,timeout
