Blue Eaten,CTD,EarlyBird,Orange Eaten,Penalty1(total),Score,Seed,Vegan,VegetarianBlue,VegetarianOrange,Win/Lose
0,0,0,1,1,1151.0,0,1,0,1,win
0,0,0,1,1,1150.0,0,1,0,1,win
0,0,0,1,1,1125.0,0,1,0,1,win
1,0,0,0,1,1134.0,0,1,1,0,win
0,0,0,1,1,1150.0,0,1,0,1,win
1,0,0,0,1,1168.0,0,1,1,0,win
0,0,0,1,1,1132.0,0,1,0,1,win
0,0,0,1,1,1151.0,0,1,0,1,win
1,0,0,0,1,1162.0,0,1,1,0,win
0,0,1,1,1,1118.0,0,1,0,1,win
0,0,0,1,1,1146.0,0,1,0,1,win
1,0,0,0,1,1123.0,0,1,1,0,win
1,0,0,0,1,1111.0,0,1,1,0,win
0,0,0,1,1,1146.0,0,1,0,1,win
0,0,0,1,1,1145.0,0,1,0,1,win
0,0,0,1,1,1131.0,0,1,0,1,win
0,0,1,0,0,-387.0,0,0,0,0,lose
0,0,0,1,1,1139.0,0,1,0,1,win
0,0,0,1,1,1138.0,0,1,0,1,win
1,0,0,0,1,1107.0,0,1,1,0,win
1,0,0,0,1,1163.0,0,1,1,0,win
0,0,0,1,1,-53.0,0,1,0,1,lose
0,0,1,0,0,931.0,0,0,0,0,win
0,0,0,1,1,1158.0,0,1,0,1,win
0,0,0,1,1,1170.0,0,1,0,1,win
1,0,0,0,1,1172.0,0,1,1,0,win
1,0,0,0,1,1162.0,0,1,1,0,win
1,0,0,0,1,1146.0,0,1,1,0,win
0,0,0,1,1,1142.0,0,1,0,1,win
0,0,0,1,1,1133.0,0,1,0,1,win
1,0,0,0,1,1158.0,0,1,1,0,win
1,0,0,0,1,1145.0,0,1,1,0,win
0,0,0,1,1,1134.0,0,1,0,1,win
1,0,0,0,1,1113.0,0,1,1,0,win
0,0,0,0,0,-150.0,0,0,0,0,timeout
1,0,0,0,1,1152.0,0,1,1,0,win
0,0,0,1,1,-122.0,0,1,0,1,lose
1,0,0,0,1,1139.0,0,1,1,0,win
1,0,0,0,1,1121.0,0,1,1,0,win
0,0,0,1,1,1122.0,0,1,0,1,win
0,0,1,0,0,922.0,0,0,0,0,win
0,0,0,1,1,1132.0,0,1,0,1,win
0,0,0,1,1,1161.0,0,1,0,1,win
0,0,1,0,0,901.0,0,0,0,0,win
0,0,0,1,1,1157.0,0,1,0,1,win
0,0,0,1,1,1143.0,0,1,0,1,win
1,0,0,0,1,1141.0,0,1,1,0,win
0,0,0,1,1,1157.0,0,1,0,1,win
1,0,0,0,1,1137.0,0,1,1,0,win
1,0,1,0,1,1086.0,0,1,1,0,win
0,0,0,1,1,1149.0,0,1,0,1,win
0,0,0,1,1,1160.0,0,1,0,1,win
1,0,0,0,1,1070.0,0,1,1,0,win
1,0,0,0,1,1168.0,0,1,1,0,win
0,0,0,1,1,1156.0,0,1,0,1,win
0,0,0,1,1,1141.0,0,1,0,1,win
1,0,0,0,1,1171.0,0,1,1,0,win
1,0,0,0,1,1131.0,0,1,1,0,win
0,0,0,1,1,63.0,0,1,0,1,lose
1,0,0,1,2,110.0,0,2,1,1,lose
1,0,0,0,1,1098.0,0,1,1,0,win
1,0,0,0,1,1121.0,0,1,1,0,win
1,0,1,0,1,1122.0,0,1,1,0,win
0,0,0,0,0,0.0,0,0,0,0,timeout
0,0,1,0,0,-40.0,0,0,0,0,timeout
0,0,0,1,1,1158.0,0,1,0,1,win
1,0,0,0,1,1164.0,0,1,1,0,win
0,0,0,1,1,1155.0,0,1,0,1,win
1,0,0,0,1,1103.0,0,1,1,0,win
0,0,0,1,1,1164.0,0,1,0,1,win
1,0,0,0,1,1131.0,0,1,1,0,win
0,0,0,1,1,1136.0,0,1,0,1,win
0,0,0,1,1,1131.0,0,1,0,1,win
1,0,0,0,1,1146.0,0,1,1,0,win
0,0,0,0,0,-120.0,0,0,0,0,timeout
0,0,0,1,1,1163.0,0,1,0,1,win
1,0,0,0,1,1041.0,0,1,1,0,win
0,0,0,1,1,1139.0,0,1,0,1,win
1,0,0,0,1,1156.0,0,1,1,0,win
0,0,0,1,1,112.0,0,1,0,1,lose
0,0,0,1,1,1100.0,0,1,0,1,win
0,0,0,1,1,1121.0,0,1,0,1,win
0,0,0,1,1,1131.0,0,1,0,1,win
0,0,0,1,1,-16.0,0,1,0,1,lose
1,0,0,0,1,1133.0,0,1,1,0,win
0,0,0,1,1,1086.0,0,1,0,1,win
0,0,0,1,1,1120.0,0,1,0,1,win
1,0,0,0,1,1135.0,0,1,1,0,win
1,0,0,0,1,24.0,0,1,1,0,lose
1,0,0,0,1,1153.0,0,1,1,0,win
0,0,0,1,1,1165.0,0,1,0,1,win
0,0,0,1,1,1146.0,0,1,0,1,win
0,0,0,1,1,5.0,0,1,0,1,lose
0,0,0,1,1,1126.0,0,1,0,1,win
0,0,0,0,0,-70.0,0,0,0,0,timeout
1,0,0,0,1,45.0,0,1,1,0,lose
1,0,0,0,1,1138.0,0,1,1,0,win
1,0,0,0,1,1154.0,0,1,1,0,win
1,0,0,0,1,1126.0,0,1,1,0,win
0,0,1,1,1,1030.0,0,1,0,1,win
1,0,0,0,1,1108.0,0,1,1,0,win
1,0,0,0,1,1157.0,0,1,1,0,win
1,0,0,0,1,1168.0,0,1,1,0,win
0,0,0,0,0,-90.0,0,0,0,0,timeout
0,0,0,1,1,1159.0,0,1,0,1,win
0,0,0,1,1,1118.0,0,1,0,1,win
1,0,0,0,1,-108.0,0,1,1,0,lose
0,0,1,0,0,-363.0,0,0,0,0,lose
0,0,0,1,1,1144.0,0,1,0,1,win
0,0,1,0,0,865.0,0,0,0,0,win
0,0,1,1,1,1139.0,0,1,0,1,win
0,0,0,1,1,1020.0,0,1,0,1,win
0,0,0,1,1,1089.0,0,1,0,1,win
0,0,0,1,1,1165.0,0,1,0,1,win
0,0,0,1,1,1149.0,0,1,0,1,win
1,0,0,0,1,110.0,0,1,1,0,lose
0,0,1,0,0,-110.0,0,0,0,0,lose
0,0,1,0,0,921.0,0,0,0,0,win
0,0,0,1,1,-13.0,0,1,0,1,lose
1,0,0,0,1,1154.0,0,1,1,0,win
0,0,0,1,1,1118.0,0,1,0,1,win
0,0,1,1,1,1177.0,0,1,0,1,win
1,0,0,0,1,1169.0,0,1,1,0,win
1,0,0,0,1,1167.0,0,1,1,0,win
1,0,0,0,1,1155.0,0,1,1,0,win
1,0,0,0,1,1106.0,0,1,1,0,win
1,0,0,0,1,1168.0,0,1,1,0,win
0,0,0,1,1,1091.0,0,1,0,1,win
0,0,0,1,1,-61.0,0,1,0,1,lose
1,0,0,0,1,1165.0,0,1,1,0,win
0,0,0,1,1,1151.0,0,1,0,1,win
1,0,0,0,1,1150.0,0,1,1,0,win
1,0,0,0,1,1165.0,0,1,1,0,win
0,0,0,1,1,1161.0,0,1,0,1,win
0,0,1,0,0,856.0,0,0,0,0,win
1,0,0,0,1,1136.0,0,1,1,0,win
0,0,0,1,1,21.0,0,1,0,1,lose
0,0,0,1,1,1121.0,0,1,0,1,win
0,0,0,1,1,1146.0,0,1,0,1,win
1,0,0,0,1,1136.0,0,1,1,0,win
0,0,0,1,1,1116.0,0,1,0,1,win
0,0,0,1,1,1138.0,0,1,0,1,win
1,0,0,0,1,1155.0,0,1,1,0,win
1,0,0,0,1,1095.0,0,1,1,0,win
1,0,0,0,1,1144.0,0,1,1,0,win
0,0,0,1,1,1173.0,0,1,0,1,win
0,0,0,1,1,-67.0,0,1,0,1,lose
1,0,0,0,1,1071.0,0,1,1,0,win
1,0,0,0,1,1128.0,0,1,1,0,win
0,0,0,1,1,1153.0,0,1,0,1,win
1,0,0,0,1,1122.0,0,1,1,0,win
0,0,0,1,1,1168.0,0,1,0,1,win
0,0,0,1,1,1139.0,0,1,0,1,win
1,0,0,0,1,1160.0,0,1,1,0,win
0,0,0,1,1,1169.0,0,1,0,1,win
1,0,0,0,1,1090.0,0,1,1,0,win
1,0,0,0,1,1130.0,0,1,1,0,win
0,0,0,0,0,-40.0,0,0,0,0,timeout
1,0,1,0,1,1146.0,0,1,1,0,win
1,0,0,0,1,1127.0,0,1,1,0,win
1,0,0,0,1,1152.0,0,1,1,0,win
0,0,0,1,1,1135.0,0,1,0,1,win
1,0,0,0,1,-197.0,0,1,1,0,lose
0,0,0,1,1,1125.0,0,1,0,1,win
1,0,0,0,1,1143.0,0,1,1,0,win
1,0,0,0,1,1112.0,0,1,1,0,win
0,0,1,0,0,-403.0,0,0,0,0,lose
1,0,0,0,1,1139.0,0,1,1,0,win
0,0,0,1,1,1100.0,0,1,0,1,win
0,0,1,0,0,864.0,0,0,0,0,win
0,0,1,0,0,909.0,0,0,0,0,win
0,0,1,0,0,938.0,0,0,0,0,win
0,0,0,1,1,1090.0,0,1,0,1,win
1,0,0,0,1,1151.0,0,1,1,0,win
1,0,0,1,2,1309.0,0,2,1,1,win
1,0,0,0,1,1161.0,0,1,1,0,win
0,0,0,1,1,1127.0,0,1,0,1,win
1,0,0,0,1,1159.0,0,1,1,0,win
1,0,0,0,1,1161.0,0,1,1,0,win
0,0,0,1,1,1166.0,0,1,0,1,win
1,0,0,0,1,1141.0,0,1,1,0,win
0,0,0,1,1,1109.0,0,1,0,1,win
1,0,1,0,1,1122.0,0,1,1,0,win
0,0,0,1,1,1010.0,0,1,0,1,win
1,0,0,0,1,1123.0,0,1,1,0,win
0,0,0,1,1,1170.0,0,1,0,1,win
1,0,1,0,1,1150.0,0,1,1,0,win
0,0,0,1,1,1128.0,0,1,0,1,win
1,0,0,0,1,1112.0,0,1,1,0,win
0,0,0,1,1,1159.0,0,1,0,1,win
0,0,0,1,1,1119.0,0,1,0,1,win
