Blue Eaten,Orange Eaten,Score,Seed,VegetarianOrange,Win/Lose
2,0,1339.0,0,0,win
2,0,1363.0,0,0,win
2,0,1370.0,0,0,win
1,0,66.0,0,0,lose
2,0,1372.0,0,0,win
2,0,1368.0,0,0,win
2,0,1354.0,0,0,win
2,0,1356.0,0,0,win
1,2,1539.0,0,2,win
2,0,275.0,0,0,lose
1,0,-69.0,0,0,lose
1,0,1158.0,0,0,win
2,0,1342.0,0,0,win
2,1,1569.0,0,1,win
2,0,333.0,0,0,lose
2,0,231.0,0,0,lose
2,0,1360.0,0,0,win
2,0,1356.0,0,0,win
2,0,1364.0,0,0,win
1,0,1148.0,0,0,win
2,0,1366.0,0,0,win
2,0,1379.0,0,0,win
2,1,1563.0,0,1,win
2,1,1565.0,0,1,win
2,0,1361.0,0,0,win
2,0,1360.0,0,0,win
2,0,1351.0,0,0,win
2,1,1571.0,0,1,win
1,0,1160.0,0,0,win
2,0,1369.0,0,0,win
2,0,1331.0,0,0,win
1,0,1148.0,0,0,win
2,0,1337.0,0,0,win
2,0,1370.0,0,0,win
1,0,1169.0,0,0,win
2,0,1365.0,0,0,win
2,0,1378.0,0,0,win
2,1,1554.0,0,1,win
2,0,1348.0,0,0,win
2,0,1362.0,0,0,win
2,1,1572.0,0,1,win
2,1,1558.0,0,1,win
1,0,62.0,0,0,lose
2,0,1378.0,0,0,win
2,0,354.0,0,0,lose
2,0,1355.0,0,0,win
2,0,1360.0,0,0,win
2,1,1556.0,0,1,win
1,0,1151.0,0,0,win
2,0,1354.0,0,0,win
2,0,271.0,0,0,lose
1,0,1167.0,0,0,win
2,0,245.0,0,0,lose
2,0,1370.0,0,0,win
2,0,1351.0,0,0,win
1,0,1149.0,0,0,win
2,0,1354.0,0,0,win
2,0,1373.0,0,0,win
1,0,28.0,0,0,lose
2,0,1366.0,0,0,win
2,1,1569.0,0,1,win
1,0,1154.0,0,0,win
1,0,1157.0,0,0,win
2,0,310.0,0,0,lose
2,0,1374.0,0,0,win
2,0,1361.0,0,0,win
2,0,1372.0,0,0,win
2,0,1345.0,0,0,win
2,2,1770.0,0,2,win
1,0,1169.0,0,0,win
2,1,1552.0,0,1,win
2,1,1576.0,0,1,win
2,0,1366.0,0,0,win
1,0,-153.0,0,0,lose
2,0,1363.0,0,0,win
1,0,1154.0,0,0,win
1,0,1142.0,0,0,win
2,0,1371.0,0,0,win
2,1,1569.0,0,1,win
1,0,-172.0,0,0,lose
2,0,1379.0,0,0,win
