Blue Eaten,EarlyBird,Orange Eaten,Score,Seed,VegetarianOrange,Win/Lose
2,0,0,1279.0,0,0,win
2,0,2,1713.0,0,2,win
1,0,2,498.0,0,2,lose
2,0,0,1317.0,0,0,win
2,0,0,1346.0,0,0,win
2,0,1,1492.0,0,1,win
2,0,0,1345.0,0,0,win
1,0,0,1089.0,0,0,win
2,0,0,1266.0,0,0,win
2,0,0,257.0,0,0,lose
2,0,0,1301.0,0,0,win
2,0,0,1317.0,0,0,win
2,0,1,295.0,0,1,lose
2,0,0,1337.0,0,0,win
2,0,1,1468.0,0,1,win
2,0,1,1454.0,0,1,win
2,0,0,1257.0,0,0,win
2,0,0,1298.0,0,0,win
2,0,1,1492.0,0,1,win
2,0,1,1406.0,0,1,win
2,0,0,1340.0,0,0,win
2,0,0,1272.0,0,0,win
2,0,0,64.0,0,0,lose
2,1,1,1454.0,0,1,win
2,0,0,1317.0,0,0,win
1,0,0,1094.0,0,0,win
2,0,0,1303.0,0,0,win
2,0,0,1321.0,0,0,win
2,0,1,1509.0,0,1,win
2,0,1,427.0,0,1,lose
2,0,1,1466.0,0,1,win
1,0,1,278.0,0,1,lose
2,0,1,1443.0,0,1,win
2,0,0,1306.0,0,0,win
2,0,2,1721.0,0,2,win
2,0,0,1294.0,0,0,win
2,1,1,1441.0,0,1,win
2,0,1,1433.0,0,1,win
2,0,0,1322.0,0,0,win
2,0,0,1257.0,0,0,win
2,0,1,1496.0,0,1,win
2,0,0,1278.0,0,0,win
2,0,0,1332.0,0,0,win
2,0,0,1308.0,0,0,win
2,0,0,1331.0,0,0,win
2,0,0,1314.0,0,0,win
1,1,0,-40.0,0,0,lose
2,0,1,1483.0,0,1,win
2,0,0,1318.0,0,0,win
1,0,1,234.0,0,1,lose
2,0,0,1337.0,0,0,win
2,0,0,1317.0,0,0,win
1,0,0,-231.0,0,0,lose
2,0,0,1290.0,0,0,win
2,0,1,1485.0,0,1,win
2,0,1,1522.0,0,1,win
2,0,0,1300.0,0,0,win
2,0,0,1285.0,0,0,win
2,1,1,390.0,0,1,lose
2,0,1,1477.0,0,1,win
1,1,0,1098.0,0,0,win
2,0,0,1325.0,0,0,win
2,0,1,1484.0,0,1,win
2,0,0,1315.0,0,0,win
0,0,2,1333.0,0,2,win
2,0,0,1327.0,0,0,win
2,0,0,1346.0,0,0,win
2,0,0,1311.0,0,0,win
1,0,0,1125.0,0,0,win
2,0,0,1334.0,0,0,win
2,1,0,1290.0,0,0,win
2,0,1,1502.0,0,1,win
2,0,1,1519.0,0,1,win
2,0,0,1309.0,0,0,win
1,0,1,1280.0,0,1,win
1,0,0,1115.0,0,0,win
1,0,0,1122.0,0,0,win
2,0,0,54.0,0,0,lose
2,0,0,1319.0,0,0,win
2,0,0,1328.0,0,0,win
2,0,0,153.0,0,0,lose
2,0,0,1294.0,0,0,win
2,0,0,1285.0,0,0,win
2,0,1,1510.0,0,1,win
2,0,1,1502.0,0,1,win
2,0,0,255.0,0,0,lose
2,1,0,1331.0,0,0,win
2,0,0,1267.0,0,0,win
1,0,1,1327.0,0,1,win
2,0,0,1319.0,0,0,win
2,0,0,103.0,0,0,lose
2,0,0,1327.0,0,0,win
1,0,1,1281.0,0,1,win
2,0,0,1222.0,0,0,win
1,0,0,1116.0,0,0,win
2,0,0,257.0,0,0,lose
2,0,0,1307.0,0,0,win
2,0,0,1255.0,0,0,win
2,0,0,1317.0,0,0,win
2,0,0,187.0,0,0,lose
2,0,1,1465.0,0,1,win
2,0,0,1313.0,0,0,win
2,0,1,1503.0,0,1,win
2,0,0,1301.0,0,0,win
2,0,1,1416.0,0,1,win
2,0,1,271.0,0,1,lose
2,0,1,1535.0,0,1,win
2,0,1,1509.0,0,1,win
2,0,0,1332.0,0,0,win
2,0,0,1338.0,0,0,win
2,0,1,1516.0,0,1,win
2,0,0,1289.0,0,0,win
0,0,1,-208.0,0,1,lose
2,0,0,1309.0,0,0,win
2,0,0,1340.0,0,0,win
2,0,0,1309.0,0,0,win
2,0,0,1343.0,0,0,win
2,0,0,1337.0,0,0,win
2,0,1,1538.0,0,1,win
1,0,0,1126.0,0,0,win
2,0,1,1529.0,0,1,win
1,0,0,-224.0,0,0,lose
2,0,0,1292.0,0,0,win
1,0,0,1080.0,0,0,win
2,0,1,327.0,0,1,lose
1,0,0,1100.0,0,0,win
2,0,0,1360.0,0,0,win
2,0,0,245.0,0,0,lose
2,0,0,1304.0,0,0,win
2,0,0,1275.0,0,0,win
2,0,0,1275.0,0,0,win
2,0,0,1310.0,0,0,win
2,0,1,1520.0,0,1,win
2,0,0,1324.0,0,0,win
2,0,0,1341.0,0,0,win
2,0,0,1337.0,0,0,win
2,0,0,1348.0,0,0,win
2,0,0,1332.0,0,0,win
2,0,1,421.0,0,1,lose
2,0,1,1492.0,0,1,win
2,0,0,1302.0,0,0,win
2,0,0,66.0,0,0,lose
2,0,1,1561.0,0,1,win
2,0,0,1355.0,0,0,win
2,0,0,1331.0,0,0,win
1,0,1,1338.0,0,1,win
2,0,1,1520.0,0,1,win
2,0,0,1305.0,0,0,win
2,0,0,1308.0,0,0,win
2,0,0,205.0,0,0,lose
2,0,1,1464.0,0,1,win
2,1,0,1305.0,0,0,win
2,0,1,1514.0,0,1,win
2,0,0,1303.0,0,0,win
2,0,0,189.0,0,0,lose
2,0,0,1326.0,0,0,win
2,0,0,1341.0,0,0,win
1,0,0,1090.0,0,0,win
2,0,0,1342.0,0,0,win
2,0,0,1318.0,0,0,win
2,0,1,1520.0,0,1,win
2,0,0,1255.0,0,0,win
2,0,0,1329.0,0,0,win
2,0,0,1303.0,0,0,win
2,0,0,281.0,0,0,lose
2,0,0,1282.0,0,0,win
2,0,0,1218.0,0,0,win
1,0,1,1263.0,0,1,win
2,0,1,1505.0,0,1,win
1,1,0,1122.0,0,0,win
2,0,0,1320.0,0,0,win
0,1,0,-505.0,0,0,lose
2,0,0,1272.0,0,0,win
2,0,0,1294.0,0,0,win
2,0,0,1309.0,0,0,win
2,0,0,1322.0,0,0,win
2,0,1,1538.0,0,1,win
2,0,1,1505.0,0,1,win
2,0,0,1277.0,0,0,win
2,0,0,1308.0,0,0,win
1,0,0,1102.0,0,0,win
2,0,1,1554.0,0,1,win
2,0,0,1339.0,0,0,win
2,0,0,1345.0,0,0,win
2,0,0,1317.0,0,0,win
2,0,1,1502.0,0,1,win
2,0,0,1310.0,0,0,win
0,0,1,-199.0,0,1,lose
2,0,0,1283.0,0,0,win
2,0,0,1318.0,0,0,win
2,0,0,1306.0,0,0,win
1,0,1,1317.0,0,1,win
2,0,0,1322.0,0,0,win
2,0,0,1323.0,0,0,win
1,1,0,1089.0,0,0,win
2,0,0,1318.0,0,0,win
2,0,0,1335.0,0,0,win
2,0,0,1307.0,0,0,win
2,0,0,1271.0,0,0,win
2,0,0,1329.0,0,0,win
2,0,0,1326.0,0,0,win
2,0,0,269.0,0,0,lose
2,0,0,228.0,0,0,lose
2,0,2,1715.0,0,2,win
1,0,0,1077.0,0,0,win
2,0,0,1277.0,0,0,win
2,0,0,1333.0,0,0,win
2,0,1,1540.0,0,1,win
2,0,1,1480.0,0,1,win
2,0,0,1301.0,0,0,win
2,0,0,1290.0,0,0,win
2,0,0,1298.0,0,0,win
2,0,1,1453.0,0,1,win
2,0,0,1319.0,0,0,win
2,0,0,1307.0,0,0,win
2,0,0,1311.0,0,0,win
2,0,0,209.0,0,0,lose
2,0,0,1325.0,0,0,win
2,0,0,1325.0,0,0,win
2,0,0,1336.0,0,0,win
2,0,0,1320.0,0,0,win
2,0,0,1285.0,0,0,win
2,0,1,1514.0,0,1,win
2,0,0,197.0,0,0,lose
2,0,1,1455.0,0,1,win
1,1,0,1103.0,0,0,win
1,1,0,1063.0,0,0,win
2,0,0,1319.0,0,0,win
2,0,0,1334.0,0,0,win
2,0,0,1330.0,0,0,win
2,0,0,232.0,0,0,lose
2,0,0,1331.0,0,0,win
1,0,1,1280.0,0,1,win
2,0,1,1538.0,0,1,win
1,0,0,1070.0,0,0,win
2,0,1,1530.0,0,1,win
2,0,0,1303.0,0,0,win
2,0,1,1518.0,0,1,win
2,0,1,1484.0,0,1,win
2,0,0,1289.0,0,0,win
2,0,0,1341.0,0,0,win
1,0,0,1113.0,0,0,win
2,0,0,1309.0,0,0,win
2,0,1,1507.0,0,1,win
2,0,0,1310.0,0,0,win
2,0,1,415.0,0,1,lose
2,0,1,431.0,0,1,lose
2,0,0,177.0,0,0,lose
2,1,0,1307.0,0,0,win
2,0,2,599.0,0,2,lose
2,0,1,1447.0,0,1,win
2,0,0,1346.0,0,0,win
2,0,0,1308.0,0,0,win
2,0,0,1268.0,0,0,win
2,0,0,1339.0,0,0,win
2,0,0,1274.0,0,0,win
2,0,1,1468.0,0,1,win
2,0,0,1322.0,0,0,win
1,0,1,-38.0,0,1,lose
2,0,0,1293.0,0,0,win
2,0,1,1541.0,0,1,win
2,1,0,1343.0,0,0,win
2,0,0,1318.0,0,0,win
2,0,1,1518.0,0,1,win
1,0,1,1339.0,0,1,win
2,0,0,1318.0,0,0,win
2,0,0,1311.0,0,0,win
2,0,2,1732.0,0,2,win
2,0,1,1427.0,0,1,win
2,0,0,1299.0,0,0,win
2,0,1,1484.0,0,1,win
2,0,0,1316.0,0,0,win
2,0,0,1278.0,0,0,win
2,0,1,1505.0,0,1,win
2,0,0,1341.0,0,0,win
2,0,1,413.0,0,1,lose
2,0,0,1306.0,0,0,win
2,0,0,1245.0,0,0,win
2,0,0,1297.0,0,0,win
2,0,0,1340.0,0,0,win
1,0,2,1543.0,0,2,win
2,0,0,1333.0,0,0,win
2,0,0,1307.0,0,0,win
2,1,0,1302.0,0,0,win
2,0,0,1310.0,0,0,win
2,0,0,1338.0,0,0,win
2,0,1,1534.0,0,1,win
2,0,0,1317.0,0,0,win
2,0,0,1356.0,0,0,win
2,0,0,104.0,0,0,lose
2,0,1,1506.0,0,1,win
2,0,0,1285.0,0,0,win
2,0,0,1281.0,0,0,win
2,0,0,169.0,0,0,lose
2,0,1,1481.0,0,1,win
2,0,0,1348.0,0,0,win
2,0,0,1290.0,0,0,win
2,0,0,1348.0,0,0,win
2,0,0,1272.0,0,0,win
2,0,1,1507.0,0,1,win
2,0,0,247.0,0,0,lose
2,0,0,1325.0,0,0,win
2,0,0,1318.0,0,0,win
2,0,0,1321.0,0,0,win
1,0,0,1091.0,0,0,win
2,0,0,1288.0,0,0,win
1,0,1,1309.0,0,1,win
2,0,0,1319.0,0,0,win
2,1,1,1529.0,0,1,win
2,0,0,1332.0,0,0,win
1,0,0,1074.0,0,0,win
2,0,0,1343.0,0,0,win
2,0,0,258.0,0,0,lose
1,0,1,1285.0,0,1,win
2,0,0,1299.0,0,0,win
2,0,0,1242.0,0,0,win
2,0,0,1311.0,0,0,win
2,0,1,1507.0,0,1,win
2,0,0,189.0,0,0,lose
2,0,1,1500.0,0,1,win
2,0,0,1311.0,0,0,win
1,0,0,1082.0,0,0,win
2,0,1,1425.0,0,1,win
2,0,1,1479.0,0,1,win
1,0,1,1328.0,0,1,win
2,0,0,1342.0,0,0,win
2,0,0,1286.0,0,0,win
2,0,0,235.0,0,0,lose
2,0,0,1342.0,0,0,win
2,0,1,1497.0,0,1,win
2,0,0,1308.0,0,0,win
0,1,0,-371.0,0,0,lose
1,0,1,1316.0,0,1,win
1,0,0,1064.0,0,0,win
2,0,1,1494.0,0,1,win
2,0,0,1318.0,0,0,win
2,0,0,1314.0,0,0,win
2,1,0,1301.0,0,0,win
2,0,0,1274.0,0,0,win
1,0,0,1043.0,0,0,win
2,0,0,276.0,0,0,lose
2,0,0,1338.0,0,0,win
2,1,1,1495.0,0,1,win
2,0,0,156.0,0,0,lose
2,0,0,1333.0,0,0,win
2,0,0,1337.0,0,0,win
2,0,0,1326.0,0,0,win
2,0,0,1309.0,0,0,win
2,0,1,1501.0,0,1,win
1,0,0,1071.0,0,0,win
2,0,0,1301.0,0,0,win
2,0,0,178.0,0,0,lose
2,0,0,1313.0,0,0,win
2,0,0,1328.0,0,0,win
2,0,1,413.0,0,1,lose
2,0,0,1329.0,0,0,win
1,0,1,1276.0,0,1,win
2,0,0,76.0,0,0,lose
2,0,0,1291.0,0,0,win
1,0,0,1097.0,0,0,win
2,0,0,1323.0,0,0,win
2,0,0,1315.0,0,0,win
2,0,0,1266.0,0,0,win
2,0,0,1333.0,0,0,win
2,0,1,1559.0,0,1,win
2,0,0,1310.0,0,0,win
2,0,1,1498.0,0,1,win
2,1,0,1254.0,0,0,win
2,0,0,1273.0,0,0,win
2,0,0,1309.0,0,0,win
2,0,0,1315.0,0,0,win
2,0,0,1330.0,0,0,win
2,0,1,1504.0,0,1,win
2,0,0,1335.0,0,0,win
2,0,0,1297.0,0,0,win
1,0,0,1068.0,0,0,win
2,0,1,444.0,0,1,lose
1,0,0,-200.0,0,0,lose
2,0,0,1319.0,0,0,win
1,0,1,1325.0,0,1,win
2,0,0,1352.0,0,0,win
2,0,1,397.0,0,1,lose
2,0,1,1510.0,0,1,win
2,1,0,1300.0,0,0,win
2,0,1,1492.0,0,1,win
2,0,1,1506.0,0,1,win
2,0,0,1320.0,0,0,win
1,0,1,1319.0,0,1,win
1,0,0,1065.0,0,0,win
2,0,0,1319.0,0,0,win
2,0,0,1326.0,0,0,win
2,0,1,1521.0,0,1,win
2,0,0,1259.0,0,0,win
2,0,0,1335.0,0,0,win
2,1,0,1329.0,0,0,win
2,0,0,1348.0,0,0,win
2,0,1,1500.0,0,1,win
2,0,0,1320.0,0,0,win
2,0,0,1315.0,0,0,win
2,0,0,1246.0,0,0,win
2,0,1,1513.0,0,1,win
2,0,0,247.0,0,0,lose
2,0,0,1317.0,0,0,win
2,0,1,493.0,0,1,lose
2,0,1,1484.0,0,1,win
1,0,1,1278.0,0,1,win
2,0,0,1288.0,0,0,win
2,0,0,1327.0,0,0,win
2,0,0,1290.0,0,0,win
2,0,0,1320.0,0,0,win
2,0,0,1356.0,0,0,win
2,0,2,1709.0,0,2,win
1,0,0,1086.0,0,0,win
2,0,1,1521.0,0,1,win
2,0,1,319.0,0,1,lose
2,1,0,1323.0,0,0,win
2,0,1,1476.0,0,1,win
2,0,0,227.0,0,0,lose
2,0,0,277.0,0,0,lose
1,0,0,1125.0,0,0,win
0,1,0,-485.0,0,0,lose
2,0,1,1519.0,0,1,win
2,0,0,1315.0,0,0,win
2,0,1,1507.0,0,1,win
2,0,0,1340.0,0,0,win
2,0,0,1291.0,0,0,win
2,0,0,1307.0,0,0,win
2,0,0,1270.0,0,0,win
2,1,0,1288.0,0,0,win
1,0,1,1295.0,0,1,win
2,0,1,1550.0,0,1,win
2,0,0,152.0,0,0,lose
1,0,0,1100.0,0,0,win
2,0,1,1504.0,0,1,win
2,0,0,1316.0,0,0,win
2,0,1,1539.0,0,1,win
2,0,1,1464.0,0,1,win
1,0,1,1329.0,0,1,win
2,0,1,1509.0,0,1,win
2,0,0,1289.0,0,0,win
2,0,1,1504.0,0,1,win
2,0,0,1339.0,0,0,win
1,0,0,-229.0,0,0,lose
2,0,1,1461.0,0,1,win
2,0,0,1281.0,0,0,win
2,0,0,1349.0,0,0,win
1,0,0,1099.0,0,0,win
0,0,1,-24.0,0,1,lose
2,0,0,275.0,0,0,lose
2,0,0,1331.0,0,0,win
2,0,0,1310.0,0,0,win
