Blue Eaten,EarlyBird,Orange Eaten,Score,Seed,VegetarianOrange,Win/Lose
2,0,0,1328.0,0,0,win
2,0,0,1307.0,0,0,win
2,0,0,219.0,0,0,lose
2,0,0,1317.0,0,0,win
0,1,0,-436.0,0,0,lose
2,1,0,1342.0,0,0,win
1,0,1,1293.0,0,1,win
2,0,1,1511.0,0,1,win
2,0,0,1326.0,0,0,win
2,0,0,1340.0,0,0,win
2,0,1,1536.0,0,1,win
2,0,0,251.0,0,0,lose
2,0,1,1520.0,0,1,win
2,0,0,1353.0,0,0,win
2,0,1,1508.0,0,1,win
2,0,1,1555.0,0,1,win
2,0,0,1347.0,0,0,win
2,0,0,1354.0,0,0,win
2,0,0,220.0,0,0,lose
2,0,0,1312.0,0,0,win
2,0,1,1509.0,0,1,win
2,0,0,1308.0,0,0,win
2,0,0,256.0,0,0,lose
2,0,0,1351.0,0,0,win
2,0,0,1336.0,0,0,win
2,0,1,1487.0,0,1,win
2,0,0,1336.0,0,0,win
2,1,0,1304.0,0,0,win
1,0,1,1306.0,0,1,win
2,0,1,1507.0,0,1,win
2,0,0,1336.0,0,0,win
2,0,0,1341.0,0,0,win
2,0,0,1332.0,0,0,win
2,0,0,1296.0,0,0,win
2,0,0,1354.0,0,0,win
2,0,0,1328.0,0,0,win
2,0,0,1333.0,0,0,win
2,0,1,1518.0,0,1,win
2,0,1,1545.0,0,1,win
2,0,0,1272.0,0,0,win
2,0,1,1467.0,0,1,win
1,1,0,1088.0,0,0,win
2,0,1,1509.0,0,1,win
2,0,0,1300.0,0,0,win
2,0,0,186.0,0,0,lose
2,0,0,1316.0,0,0,win
2,0,0,1330.0,0,0,win
1,0,1,1291.0,0,1,win
2,0,1,1526.0,0,1,win
2,1,0,1336.0,0,0,win
2,0,0,1306.0,0,0,win
2,0,0,1326.0,0,0,win
2,0,0,1300.0,0,0,win
2,0,1,1507.0,0,1,win
1,0,1,303.0,0,1,lose
2,0,0,1340.0,0,0,win
2,0,0,1349.0,0,0,win
2,0,0,1272.0,0,0,win
2,0,1,1536.0,0,1,win
2,0,0,1286.0,0,0,win
2,0,0,1328.0,0,0,win
2,0,0,1280.0,0,0,win
0,1,0,-435.0,0,0,lose
2,0,0,1338.0,0,0,win
2,0,0,1314.0,0,0,win
2,0,0,1352.0,0,0,win
2,0,0,168.0,0,0,lose
2,0,0,1335.0,0,0,win
2,0,0,1322.0,0,0,win
2,0,0,1330.0,0,0,win
2,0,0,1314.0,0,0,win
2,0,0,1298.0,0,0,win
2,0,2,1681.0,0,2,win
1,0,0,1076.0,0,0,win
2,0,1,1510.0,0,1,win
2,0,0,1318.0,0,0,win
1,0,0,1053.0,0,0,win
2,0,1,1434.0,0,1,win
2,0,0,1280.0,0,0,win
2,0,1,1487.0,0,1,win
2,0,0,1315.0,0,0,win
2,0,2,1731.0,0,2,win
2,0,0,1360.0,0,0,win
1,0,1,1316.0,0,1,win
2,0,0,1305.0,0,0,win
1,0,1,1339.0,0,1,win
2,1,0,107.0,0,0,lose
2,0,0,1346.0,0,0,win
2,0,1,1509.0,0,1,win
2,0,0,1312.0,0,0,win
2,0,0,1309.0,0,0,win
2,0,0,1295.0,0,0,win
2,0,0,1334.0,0,0,win
1,0,1,1256.0,0,1,win
2,0,0,1317.0,0,0,win
2,0,1,1521.0,0,1,win
2,0,0,1353.0,0,0,win
2,0,0,1303.0,0,0,win
2,0,0,1305.0,0,0,win
1,1,0,1103.0,0,0,win
2,0,1,1527.0,0,1,win
2,0,1,1430.0,0,1,win
2,0,0,1356.0,0,0,win
2,0,0,1292.0,0,0,win
2,0,0,1326.0,0,0,win
2,0,0,1328.0,0,0,win
2,0,0,83.0,0,0,lose
2,0,0,196.0,0,0,lose
2,0,0,1357.0,0,0,win
2,0,0,1337.0,0,0,win
2,0,1,1530.0,0,1,win
2,0,1,1518.0,0,1,win
2,0,0,266.0,0,0,lose
2,0,0,1316.0,0,0,win
2,0,0,1203.0,0,0,win
2,0,0,1292.0,0,0,win
2,0,1,1441.0,0,1,win
2,0,1,1484.0,0,1,win
2,0,0,1305.0,0,0,win
2,0,0,1292.0,0,0,win
2,0,0,196.0,0,0,lose
2,0,0,1297.0,0,0,win
2,0,1,1494.0,0,1,win
2,0,0,163.0,0,0,lose
2,0,0,1341.0,0,0,win
2,0,0,1306.0,0,0,win
2,0,0,1344.0,0,0,win
2,0,0,1335.0,0,0,win
2,0,1,1477.0,0,1,win
2,0,1,1496.0,0,1,win
2,0,1,1487.0,0,1,win
0,0,1,-242.0,0,1,lose
1,0,1,1281.0,0,1,win
2,0,0,1290.0,0,0,win
1,0,0,-228.0,0,0,lose
2,0,0,237.0,0,0,lose
2,0,0,1333.0,0,0,win
2,0,0,1242.0,0,0,win
2,0,0,1322.0,0,0,win
2,0,2,1681.0,0,2,win
2,0,0,1329.0,0,0,win
2,0,1,1520.0,0,1,win
2,0,0,1342.0,0,0,win
2,0,2,1730.0,0,2,win
2,0,0,1334.0,0,0,win
2,0,1,1529.0,0,1,win
2,0,1,1518.0,0,1,win
1,1,0,1023.0,0,0,win
2,0,1,1482.0,0,1,win
2,0,0,116.0,0,0,lose
1,0,0,1104.0,0,0,win
2,0,2,1680.0,0,2,win
2,0,0,169.0,0,0,lose
2,0,0,1352.0,0,0,win
2,0,0,1333.0,0,0,win
2,0,0,1352.0,0,0,win
1,0,0,1081.0,0,0,win
0,1,0,110.0,0,0,timeout
2,0,1,1517.0,0,1,win
2,0,0,1328.0,0,0,win
1,1,0,1099.0,0,0,win
2,0,0,1309.0,0,0,win
1,1,0,1110.0,0,0,win
2,0,0,1332.0,0,0,win
2,0,0,1278.0,0,0,win
2,0,1,1418.0,0,1,win
2,0,0,1302.0,0,0,win
2,0,0,1340.0,0,0,win
1,0,0,-152.0,0,0,lose
1,0,0,-189.0,0,0,lose
2,0,0,1307.0,0,0,win
2,0,0,1304.0,0,0,win
2,0,0,1330.0,0,0,win
2,1,0,1319.0,0,0,win
2,0,0,1336.0,0,0,win
2,0,0,1315.0,0,0,win
2,0,0,1327.0,0,0,win
2,0,0,241.0,0,0,lose
1,0,1,57.0,0,1,lose
2,0,0,1350.0,0,0,win
2,0,1,1507.0,0,1,win
2,0,1,1505.0,0,1,win
2,0,0,1351.0,0,0,win
2,0,2,1718.0,0,2,win
2,0,1,1482.0,0,1,win
2,0,0,1327.0,0,0,win
2,0,0,1323.0,0,0,win
1,0,1,1271.0,0,1,win
1,0,1,1339.0,0,1,win
2,0,0,1272.0,0,0,win
2,0,0,1316.0,0,0,win
2,0,1,1475.0,0,1,win
2,0,0,1291.0,0,0,win
2,0,1,1517.0,0,1,win
2,0,1,1530.0,0,1,win
2,0,0,1320.0,0,0,win
2,0,1,1506.0,0,1,win
2,0,0,1291.0,0,0,win
2,0,0,1326.0,0,0,win
2,0,0,276.0,0,0,lose
2,0,0,1335.0,0,0,win
2,0,0,1318.0,0,0,win
2,0,0,1336.0,0,0,win
2,0,0,1227.0,0,0,win
2,0,0,1322.0,0,0,win
2,0,1,1460.0,0,1,win
2,0,0,1290.0,0,0,win
2,0,0,1278.0,0,0,win
2,0,0,1313.0,0,0,win
2,0,1,1502.0,0,1,win
1,0,2,1471.0,0,2,win
2,0,1,1495.0,0,1,win
2,0,2,1689.0,0,2,win
2,0,2,1716.0,0,2,win
2,0,0,190.0,0,0,lose
0,1,0,-445.0,0,0,lose
2,0,0,1301.0,0,0,win
2,0,2,1732.0,0,2,win
2,0,0,1328.0,0,0,win
2,0,1,1509.0,0,1,win
0,1,0,-441.0,0,0,lose
2,0,0,1305.0,0,0,win
1,0,1,156.0,0,1,lose
2,0,0,230.0,0,0,lose
2,0,0,1297.0,0,0,win
2,0,0,1322.0,0,0,win
2,0,1,1555.0,0,1,win
2,0,0,1340.0,0,0,win
2,0,0,1354.0,0,0,win
2,0,0,199.0,0,0,lose
2,0,0,47.0,0,0,lose
2,0,1,413.0,0,1,lose
2,1,0,1334.0,0,0,win
2,0,1,261.0,0,1,lose
2,0,0,42.0,0,0,lose
2,0,0,1343.0,0,0,win
2,0,0,1332.0,0,0,win
2,0,0,1336.0,0,0,win
2,0,0,1335.0,0,0,win
2,0,0,1277.0,0,0,win
2,0,0,1294.0,0,0,win
2,0,1,1546.0,0,1,win
2,0,0,1321.0,0,0,win
2,0,1,1521.0,0,1,win
2,0,0,1313.0,0,0,win
1,0,1,1344.0,0,1,win
2,0,0,1326.0,0,0,win
2,0,0,1352.0,0,0,win
2,0,1,1520.0,0,1,win
2,0,1,1449.0,0,1,win
2,0,0,1333.0,0,0,win
2,0,1,1519.0,0,1,win
2,0,0,1311.0,0,0,win
2,0,0,1318.0,0,0,win
2,0,1,1498.0,0,1,win
2,0,0,1310.0,0,0,win
1,1,0,1116.0,0,0,win
2,0,0,1299.0,0,0,win
1,0,1,1299.0,0,1,win
2,0,0,1333.0,0,0,win
1,0,1,1322.0,0,1,win
2,0,0,1322.0,0,0,win
1,0,0,1079.0,0,0,win
2,0,0,1270.0,0,0,win
1,0,2,415.0,0,2,lose
2,0,0,1222.0,0,0,win
2,0,0,1287.0,0,0,win
0,1,0,-354.0,0,0,lose
2,0,0,247.0,0,0,lose
0,1,0,-441.0,0,0,lose
1,0,1,1327.0,0,1,win
2,0,0,1324.0,0,0,win
2,0,0,1344.0,0,0,win
2,0,1,1519.0,0,1,win
2,0,1,1559.0,0,1,win
1,0,0,1049.0,0,0,win
2,1,1,417.0,0,1,lose
2,0,1,1495.0,0,1,win
2,0,1,1516.0,0,1,win
1,1,0,1081.0,0,0,win
2,0,0,1335.0,0,0,win
2,0,0,1316.0,0,0,win
0,1,0,-460.0,0,0,lose
2,0,0,1320.0,0,0,win
2,0,0,1297.0,0,0,win
2,0,1,1462.0,0,1,win
2,0,1,1564.0,0,1,win
2,0,0,1300.0,0,0,win
2,0,1,1530.0,0,1,win
2,0,1,1498.0,0,1,win
2,0,0,1331.0,0,0,win
2,0,0,272.0,0,0,lose
2,0,1,1502.0,0,1,win
2,0,0,1325.0,0,0,win
2,0,0,222.0,0,0,lose
2,0,0,1319.0,0,0,win
2,0,0,1311.0,0,0,win
2,1,0,1323.0,0,0,win
2,0,0,1327.0,0,0,win
2,0,1,1472.0,0,1,win
2,0,1,1541.0,0,1,win
2,0,0,1319.0,0,0,win
2,0,1,1543.0,0,1,win
2,0,0,1311.0,0,0,win
2,0,1,1526.0,0,1,win
2,0,0,1359.0,0,0,win
2,0,1,1463.0,0,1,win
2,0,1,1522.0,0,1,win
2,0,0,1343.0,0,0,win
2,0,1,1532.0,0,1,win
0,1,0,100.0,0,0,timeout
2,0,0,1312.0,0,0,win
1,0,2,1536.0,0,2,win
2,0,0,1264.0,0,0,win
2,0,0,1297.0,0,0,win
2,0,1,1524.0,0,1,win
1,0,1,1315.0,0,1,win
2,0,0,1254.0,0,0,win
2,0,0,1323.0,0,0,win
2,0,0,1323.0,0,0,win
1,0,1,1305.0,0,1,win
2,0,1,1495.0,0,1,win
2,0,0,1358.0,0,0,win
2,0,0,294.0,0,0,lose
2,0,1,1421.0,0,1,win
0,1,0,850.0,0,0,win
2,0,1,1535.0,0,1,win
2,0,0,77.0,0,0,lose
2,0,0,1291.0,0,0,win
2,0,0,47.0,0,0,lose
2,0,0,1331.0,0,0,win
2,0,1,1492.0,0,1,win
2,0,0,1286.0,0,0,win
2,0,1,1386.0,0,1,win
2,0,0,1339.0,0,0,win
1,0,1,1275.0,0,1,win
2,0,0,1322.0,0,0,win
2,0,1,1479.0,0,1,win
2,0,0,1313.0,0,0,win
2,0,0,1313.0,0,0,win
2,0,1,1528.0,0,1,win
2,0,0,1338.0,0,0,win
2,0,0,1314.0,0,0,win
2,0,0,75.0,0,0,lose
2,0,0,210.0,0,0,lose
2,0,1,350.0,0,1,lose
2,0,2,1726.0,0,2,win
2,0,0,1320.0,0,0,win
1,0,1,1352.0,0,1,win
1,0,0,-206.0,0,0,lose
2,0,0,1337.0,0,0,win
2,0,0,1326.0,0,0,win
2,0,0,1350.0,0,0,win
2,0,0,1344.0,0,0,win
2,0,0,1335.0,0,0,win
2,0,1,1505.0,0,1,win
2,0,0,1347.0,0,0,win
2,0,1,1558.0,0,1,win
2,0,0,1290.0,0,0,win
2,1,1,1509.0,0,1,win
2,0,0,1287.0,0,0,win
1,0,1,1290.0,0,1,win
0,1,0,822.0,0,0,win
2,0,0,1321.0,0,0,win
1,0,0,1065.0,0,0,win
2,0,0,1346.0,0,0,win
2,0,0,1326.0,0,0,win
2,0,0,1316.0,0,0,win
1,0,1,1318.0,0,1,win
0,1,0,-358.0,0,0,lose
0,0,1,1117.0,0,1,win
2,0,0,1287.0,0,0,win
2,0,0,1350.0,0,0,win
2,0,0,1327.0,0,0,win
2,0,0,1345.0,0,0,win
2,0,0,1333.0,0,0,win
2,0,0,1324.0,0,0,win
1,1,0,1086.0,0,0,win
2,0,0,197.0,0,0,lose
2,0,0,1299.0,0,0,win
2,0,0,1303.0,0,0,win
2,0,0,250.0,0,0,lose
2,0,1,1461.0,0,1,win
2,0,0,1329.0,0,0,win
2,0,0,1339.0,0,0,win
2,0,0,1350.0,0,0,win
2,0,0,1334.0,0,0,win
2,1,0,1335.0,0,0,win
2,0,1,1519.0,0,1,win
2,0,0,1300.0,0,0,win
2,0,1,1517.0,0,1,win
2,0,1,308.0,0,1,lose
2,0,0,1362.0,0,0,win
2,0,0,1334.0,0,0,win
2,0,1,1532.0,0,1,win
2,0,0,1257.0,0,0,win
2,0,1,1523.0,0,1,win
2,0,0,1338.0,0,0,win
2,0,0,1312.0,0,0,win
2,0,0,1325.0,0,0,win
2,0,1,1477.0,0,1,win
2,0,0,1340.0,0,0,win
2,0,0,1229.0,0,0,win
1,0,0,1120.0,0,0,win
2,0,1,1521.0,0,1,win
2,0,0,1295.0,0,0,win
2,0,1,1512.0,0,1,win
2,0,1,1495.0,0,1,win
2,0,1,397.0,0,1,lose
2,0,0,1321.0,0,0,win
2,0,0,1341.0,0,0,win
1,1,1,1296.0,0,1,win
2,0,0,1309.0,0,0,win
2,0,0,1297.0,0,0,win
