Blue Eaten,EarlyBird,Orange Eaten,Score,Seed,VegetarianOrange,Win/Lose
2,0,1,1534.0,0,1,win
2,0,0,1358.0,0,0,win
2,0,0,1364.0,0,0,win
0,1,0,-416.0,0,0,lose
2,0,0,1326.0,0,0,win
2,1,0,1291.0,0,0,win
2,0,0,1293.0,0,0,win
2,0,0,1300.0,0,0,win
2,0,0,1322.0,0,0,win
1,0,2,1514.0,0,2,win
2,0,0,1313.0,0,0,win
2,0,0,1358.0,0,0,win
2,0,0,1243.0,0,0,win
2,0,1,1545.0,0,1,win
2,0,0,1350.0,0,0,win
2,0,0,1317.0,0,0,win
2,0,2,1664.0,0,2,win
2,1,1,1503.0,0,1,win
2,0,2,1701.0,0,2,win
2,0,2,1721.0,0,2,win
2,0,0,198.0,0,0,lose
2,1,1,1502.0,0,1,win
2,1,1,1535.0,0,1,win
2,0,0,1293.0,0,0,win
1,0,0,1057.0,0,0,win
1,0,1,1300.0,0,1,win
2,0,1,1528.0,0,1,win
2,1,0,1349.0,0,0,win
2,0,0,1365.0,0,0,win
2,0,0,1326.0,0,0,win
2,0,0,1330.0,0,0,win
2,0,0,110.0,0,0,lose
2,0,0,1326.0,0,0,win
2,1,0,1286.0,0,0,win
2,0,0,1336.0,0,0,win
1,0,1,-38.0,0,1,lose
2,0,0,1304.0,0,0,win
2,0,0,1347.0,0,0,win
2,0,1,1520.0,0,1,win
2,0,1,1535.0,0,1,win
1,0,0,-170.0,0,0,lose
2,0,0,213.0,0,0,lose
1,0,1,1318.0,0,1,win
2,0,0,1342.0,0,0,win
2,0,0,221.0,0,0,lose
2,0,0,1355.0,0,0,win
2,0,1,1507.0,0,1,win
2,0,1,1531.0,0,1,win
0,0,1,-218.0,0,1,lose
0,1,0,-467.0,0,0,lose
2,0,0,1313.0,0,0,win
2,0,1,1506.0,0,1,win
2,0,0,1324.0,0,0,win
2,0,0,1331.0,0,0,win
2,0,0,1295.0,0,0,win
2,0,0,1352.0,0,0,win
2,0,0,1334.0,0,0,win
2,0,1,1503.0,0,1,win
2,0,0,1303.0,0,0,win
2,0,0,1290.0,0,0,win
2,0,0,1291.0,0,0,win
2,0,1,337.0,0,1,lose
2,0,0,1304.0,0,0,win
2,0,0,125.0,0,0,lose
2,0,0,1303.0,0,0,win
2,0,0,1335.0,0,0,win
2,0,0,1331.0,0,0,win
2,0,0,1320.0,0,0,win
2,0,1,1540.0,0,1,win
2,0,1,1533.0,0,1,win
2,0,0,1350.0,0,0,win
2,0,0,1310.0,0,0,win
2,1,0,1296.0,0,0,win
2,0,1,1546.0,0,1,win
2,0,1,1531.0,0,1,win
2,0,1,467.0,0,1,lose
2,0,0,1344.0,0,0,win
2,1,1,1520.0,0,1,win
2,0,0,1344.0,0,0,win
2,0,2,1725.0,0,2,win
2,0,0,1309.0,0,0,win
2,1,0,1309.0,0,0,win
1,1,0,1121.0,0,0,win
2,0,1,1498.0,0,1,win
2,0,1,1549.0,0,1,win
2,1,0,282.0,0,0,lose
2,0,2,1705.0,0,2,win
2,0,0,1336.0,0,0,win
2,0,0,1285.0,0,0,win
2,0,0,263.0,0,0,lose
2,0,0,1310.0,0,0,win
1,0,0,25.0,0,0,lose
2,0,1,1533.0,0,1,win
0,0,1,-216.0,0,1,lose
2,0,0,1348.0,0,0,win
2,0,1,1508.0,0,1,win
2,0,0,1336.0,0,0,win
2,0,0,1320.0,0,0,win
2,0,0,1327.0,0,0,win
2,0,0,1327.0,0,0,win
2,0,0,167.0,0,0,lose
2,0,1,489.0,0,1,lose
2,0,1,1500.0,0,1,win
0,1,0,-495.0,0,0,lose
2,0,1,1520.0,0,1,win
2,0,0,1345.0,0,0,win
2,0,1,1558.0,0,1,win
2,0,1,413.0,0,1,lose
2,0,1,431.0,0,1,lose
1,0,0,1128.0,0,0,win
2,0,1,1554.0,0,1,win
2,0,0,114.0,0,0,lose
2,0,0,1272.0,0,0,win
2,0,0,1303.0,0,0,win
2,0,0,1353.0,0,0,win
2,0,0,1345.0,0,0,win
2,0,0,1272.0,0,0,win
2,0,1,1485.0,0,1,win
2,0,1,1539.0,0,1,win
2,0,0,209.0,0,0,lose
2,0,0,319.0,0,0,lose
2,0,0,219.0,0,0,lose
2,0,1,1502.0,0,1,win
1,0,1,1317.0,0,1,win
2,0,0,297.0,0,0,lose
2,0,2,1759.0,0,2,win
1,1,0,-63.0,0,0,lose
1,0,1,1325.0,0,1,win
2,0,0,1286.0,0,0,win
2,1,0,1349.0,0,0,win
2,0,0,1335.0,0,0,win
2,0,1,1515.0,0,1,win
1,1,0,-191.0,0,0,lose
2,1,2,1663.0,0,2,win
2,0,0,1302.0,0,0,win
2,0,1,1541.0,0,1,win
2,0,1,1553.0,0,1,win
1,0,0,-134.0,0,0,lose
2,0,1,1529.0,0,1,win
2,0,0,1322.0,0,0,win
1,0,1,1231.0,0,1,win
2,0,1,1544.0,0,1,win
2,0,0,1335.0,0,0,win
2,0,1,1522.0,0,1,win
2,0,0,1324.0,0,0,win
2,1,0,1327.0,0,0,win
2,0,0,1336.0,0,0,win
2,0,1,1509.0,0,1,win
2,0,0,270.0,0,0,lose
1,1,0,1025.0,0,0,win
2,0,0,1316.0,0,0,win
2,0,0,256.0,0,0,lose
2,0,0,1361.0,0,0,win
2,0,0,1337.0,0,0,win
2,0,0,1304.0,0,0,win
2,0,0,1313.0,0,0,win
2,0,0,1323.0,0,0,win
2,0,1,1548.0,0,1,win
2,1,1,1533.0,0,1,win
1,1,1,1315.0,0,1,win
2,1,0,1325.0,0,0,win
2,0,0,1309.0,0,0,win
2,0,0,1343.0,0,0,win
2,1,0,1322.0,0,0,win
2,0,0,230.0,0,0,lose
2,0,0,145.0,0,0,lose
1,0,1,185.0,0,1,lose
2,0,1,1532.0,0,1,win
2,1,1,305.0,0,1,lose
2,0,0,1326.0,0,0,win
2,0,0,1322.0,0,0,win
2,0,1,1547.0,0,1,win
2,0,1,1538.0,0,1,win
2,0,1,1546.0,0,1,win
2,0,0,1315.0,0,0,win
