Blue Eaten,CTD,EarlyBird,Orange Eaten,Penalty1(total),Score,Seed,Vegan,VegetarianBlue,VegetarianOrange,Win/Lose
1,0,0,0,1,1121.0,0,1,1,0,win
0,0,0,1,1,1129.0,0,1,0,1,win
1,0,0,0,1,1153.0,0,1,1,0,win
1,0,0,0,1,1117.0,0,1,1,0,win
1,0,0,0,1,1137.0,0,1,1,0,win
1,0,0,0,1,1115.0,0,1,1,0,win
0,0,0,1,1,1125.0,0,1,0,1,win
0,0,0,1,1,1154.0,0,1,0,1,win
1,0,0,0,1,1164.0,0,1,1,0,win
0,0,0,1,1,1148.0,0,1,0,1,win
1,0,0,0,1,-197.0,0,1,1,0,lose
0,0,0,1,1,1150.0,0,1,0,1,win
1,0,0,1,2,1249.0,0,2,1,1,win
1,0,0,0,1,1027.0,0,1,1,0,win
1,0,0,0,1,1121.0,0,1,1,0,win
2,1,0,1,4,1541.0,0,3,2,1,win
1,0,0,0,1,-231.0,0,1,1,0,lose
0,0,0,1,1,1149.0,0,1,0,1,win
2,0,0,0,2,1345.0,0,2,2,0,win
1,0,0,0,1,1093.0,0,1,1,0,win
1,0,1,0,1,1157.0,0,1,1,0,win
0,0,0,1,1,44.0,0,1,0,1,lose
0,0,0,1,1,1142.0,0,1,0,1,win
0,0,0,1,1,1049.0,0,1,0,1,win
1,0,0,0,1,-196.0,0,1,1,0,lose
0,0,0,1,1,1148.0,0,1,0,1,win
1,0,0,0,1,1149.0,0,1,1,0,win
1,0,0,0,1,1143.0,0,1,1,0,win
1,0,0,0,1,1123.0,0,1,1,0,win
1,0,0,0,1,1138.0,0,1,1,0,win
0,0,0,1,1,1104.0,0,1,0,1,win
1,0,0,0,1,-12.0,0,1,1,0,lose
1,0,0,0,1,1142.0,0,1,1,0,win
1,0,0,1,2,1344.0,0,2,1,1,win
0,0,0,1,1,1099.0,0,1,0,1,win
0,0,0,1,1,1157.0,0,1,0,1,win
0,0,0,1,1,1141.0,0,1,0,1,win
0,0,0,1,1,1084.0,0,1,0,1,win
1,0,0,1,2,1294.0,0,2,1,1,win
1,0,0,1,2,1337.0,0,2,1,1,win
1,0,0,0,1,1129.0,0,1,1,0,win
0,0,0,1,1,1108.0,0,1,0,1,win
1,0,0,0,1,1144.0,0,1,1,0,win
0,0,0,1,1,85.0,0,1,0,1,lose
1,0,0,0,1,-182.0,0,1,1,0,lose
0,0,0,1,1,1131.0,0,1,0,1,win
1,0,0,0,1,-129.0,0,1,1,0,lose
0,0,0,1,1,1147.0,0,1,0,1,win
0,0,0,1,1,1078.0,0,1,0,1,win
0,0,0,1,1,1109.0,0,1,0,1,win
1,0,0,0,1,1148.0,0,1,1,0,win
0,0,0,1,1,1130.0,0,1,0,1,win
0,0,0,1,1,1044.0,0,1,0,1,win
1,0,0,1,2,1347.0,0,2,1,1,win
0,0,0,1,1,1080.0,0,1,0,1,win
0,0,0,1,1,1026.0,0,1,0,1,win
1,0,0,0,1,1146.0,0,1,1,0,win
0,0,0,1,1,1136.0,0,1,0,1,win
0,0,0,1,1,1152.0,0,1,0,1,win
1,0,0,0,1,1118.0,0,1,1,0,win
0,0,0,1,1,1115.0,0,1,0,1,win
0,0,0,1,1,1135.0,0,1,0,1,win
0,0,0,1,1,1010.0,0,1,0,1,win
0,0,0,1,1,1135.0,0,1,0,1,win
0,0,0,1,1,1072.0,0,1,0,1,win
0,0,0,1,1,1161.0,0,1,0,1,win
0,0,0,1,1,1151.0,0,1,0,1,win
1,0,0,0,1,77.0,0,1,1,0,lose
1,0,0,0,1,1100.0,0,1,1,0,win
1,0,0,0,1,135.0,0,1,1,0,lose
1,0,0,0,1,1116.0,0,1,1,0,win
1,0,0,0,1,1137.0,0,1,1,0,win
1,0,0,0,1,1045.0,0,1,1,0,win
1,0,0,0,1,1119.0,0,1,1,0,win
1,0,0,0,1,4.0,0,1,1,0,lose
1,0,0,1,2,1348.0,0,2,1,1,win
1,0,0,1,2,1329.0,0,2,1,1,win
0,0,0,1,1,1119.0,0,1,0,1,win
1,0,0,0,1,1162.0,0,1,1,0,win
1,0,0,0,1,1140.0,0,1,1,0,win
1,0,0,0,1,1153.0,0,1,1,0,win
0,0,0,1,1,1155.0,0,1,0,1,win
0,0,0,1,1,1170.0,0,1,0,1,win
0,0,0,1,1,1127.0,0,1,0,1,win
1,0,0,2,3,1551.0,0,3,1,2,win
0,0,1,1,1,1093.0,0,1,0,1,win
1,0,0,0,1,1128.0,0,1,1,0,win
1,0,0,0,1,1105.0,0,1,1,0,win
1,0,0,0,1,1139.0,0,1,1,0,win
1,0,0,0,1,1097.0,0,1,1,0,win
0,0,1,0,0,906.0,0,0,0,0,win
1,0,0,0,1,1136.0,0,1,1,0,win
0,0,0,1,1,1116.0,0,1,0,1,win
0,0,0,1,1,1156.0,0,1,0,1,win
1,0,0,0,1,1134.0,0,1,1,0,win
0,0,0,1,1,-167.0,0,1,0,1,lose
1,0,0,0,1,1138.0,0,1,1,0,win
1,0,0,0,1,1082.0,0,1,1,0,win
1,0,0,0,1,1138.0,0,1,1,0,win
1,0,0,0,1,1162.0,0,1,1,0,win
0,0,1,0,0,853.0,0,0,0,0,win
0,0,1,0,0,868.0,0,0,0,0,win
1,0,0,0,1,1117.0,0,1,1,0,win
0,0,0,1,1,1132.0,0,1,0,1,win
0,0,0,1,1,1062.0,0,1,0,1,win
1,0,0,0,1,1102.0,0,1,1,0,win
1,0,0,0,1,1159.0,0,1,1,0,win
0,0,0,1,1,90.0,0,1,0,1,lose
0,0,0,1,1,1156.0,0,1,0,1,win
1,0,0,0,1,1127.0,0,1,1,0,win
0,0,0,1,1,1152.0,0,1,0,1,win
1,0,0,0,1,1150.0,0,1,1,0,win
0,0,1,0,0,-168.0,0,0,0,0,lose
1,0,0,0,1,111.0,0,1,1,0,lose
1,0,0,0,1,1157.0,0,1,1,0,win
1,0,0,0,1,1148.0,0,1,1,0,win
0,0,0,1,1,1132.0,0,1,0,1,win
0,0,0,1,1,1129.0,0,1,0,1,win
0,0,0,1,1,1132.0,0,1,0,1,win
0,0,0,1,1,1141.0,0,1,0,1,win
1,0,0,0,1,1086.0,0,1,1,0,win
0,0,0,1,1,1147.0,0,1,0,1,win
