Blue Eaten,CTD,EarlyBird,Orange Eaten,Penalty1(total),Score,Seed,Vegan,VegetarianBlue,VegetarianOrange,Win/Lose
1,0,1,0,1,1134.0,0,1,1,0,win
1,0,0,0,1,1146.0,0,1,1,0,win
0,0,0,1,1,1156.0,0,1,0,1,win
0,0,0,1,1,1100.0,0,1,0,1,win
1,0,0,0,1,1112.0,0,1,1,0,win
0,0,0,1,1,1156.0,0,1,0,1,win
2,0,0,0,2,78.0,0,2,2,0,lose
0,0,0,2,2,1363.0,0,2,0,2,win
0,0,0,1,1,1088.0,0,1,0,1,win
1,0,0,0,1,1118.0,0,1,1,0,win
1,0,0,0,1,1153.0,0,1,1,0,win
0,0,0,1,1,1130.0,0,1,0,1,win
1,0,0,1,2,1292.0,0,2,1,1,win
1,0,0,0,1,1090.0,0,1,1,0,win
0,0,0,1,1,1167.0,0,1,0,1,win
1,0,0,0,1,1165.0,0,1,1,0,win
0,0,0,1,1,1140.0,0,1,0,1,win
0,0,0,1,1,1104.0,0,1,0,1,win
0,0,0,1,1,1093.0,0,1,0,1,win
0,0,0,1,1,1130.0,0,1,0,1,win
0,0,0,1,1,1124.0,0,1,0,1,win
0,0,0,1,1,1080.0,0,1,0,1,win
1,0,0,0,1,1160.0,0,1,1,0,win
1,0,0,0,1,1126.0,0,1,1,0,win
1,0,0,1,2,1330.0,0,2,1,1,win
1,0,0,0,1,1148.0,0,1,1,0,win
0,0,1,0,0,-531.0,0,0,0,0,lose
1,0,0,0,1,91.0,0,1,1,0,lose
1,0,0,0,1,1109.0,0,1,1,0,win
0,0,0,1,1,1105.0,0,1,0,1,win
0,0,0,1,1,1115.0,0,1,0,1,win
1,0,0,0,1,1127.0,0,1,1,0,win
0,0,0,1,1,1157.0,0,1,0,1,win
0,0,0,1,1,1117.0,0,1,0,1,win
1,0,0,0,1,1084.0,0,1,1,0,win
0,0,0,1,1,1158.0,0,1,0,1,win
1,0,0,0,1,1125.0,0,1,1,0,win
1,0,0,0,1,1140.0,0,1,1,0,win
1,0,0,0,1,1150.0,0,1,1,0,win
1,0,0,0,1,1154.0,0,1,1,0,win
0,0,0,1,1,1084.0,0,1,0,1,win
1,0,0,0,1,1122.0,0,1,1,0,win
0,0,0,1,1,1134.0,0,1,0,1,win
0,0,0,1,1,1082.0,0,1,0,1,win
0,0,0,1,1,-18.0,0,1,0,1,lose
0,0,0,1,1,-182.0,0,1,0,1,lose
0,0,0,1,1,1154.0,0,1,0,1,win
0,0,0,1,1,1164.0,0,1,0,1,win
1,0,0,1,2,1256.0,0,2,1,1,win
0,0,0,1,1,1103.0,0,1,0,1,win
0,0,0,1,1,1145.0,0,1,0,1,win
0,0,0,1,1,1156.0,0,1,0,1,win
0,0,0,1,1,1153.0,0,1,0,1,win
1,0,0,0,1,1157.0,0,1,1,0,win
1,0,0,0,1,-182.0,0,1,1,0,lose
1,0,0,0,1,67.0,0,1,1,0,lose
1,0,0,0,1,1163.0,0,1,1,0,win
0,0,0,2,2,1277.0,0,2,0,2,win
0,0,0,1,1,114.0,0,1,0,1,lose
0,0,0,1,1,1083.0,0,1,0,1,win
0,0,0,1,1,1095.0,0,1,0,1,win
1,0,0,0,1,1128.0,0,1,1,0,win
1,0,0,1,2,1373.0,0,2,1,1,win
1,0,0,0,1,1137.0,0,1,1,0,win
1,0,0,0,1,1111.0,0,1,1,0,win
0,0,0,1,1,1126.0,0,1,0,1,win
0,0,0,1,1,1140.0,0,1,0,1,win
0,0,0,1,1,1133.0,0,1,0,1,win
0,0,0,1,1,1156.0,0,1,0,1,win
0,0,0,2,2,1323.0,0,2,0,2,win
2,0,0,1,3,1470.0,0,3,2,1,win
0,0,1,0,0,-294.0,0,0,0,0,lose
0,0,0,1,1,1074.0,0,1,0,1,win
1,0,0,0,1,25.0,0,1,1,0,lose
1,0,0,0,1,1138.0,0,1,1,0,win
1,0,0,0,1,1095.0,0,1,1,0,win
1,0,1,1,2,1334.0,0,2,1,1,win
1,0,0,0,1,1164.0,0,1,1,0,win
1,0,0,0,1,1147.0,0,1,1,0,win
0,0,0,1,1,1124.0,0,1,0,1,win
0,0,0,1,1,1110.0,0,1,0,1,win
1,0,0,0,1,1120.0,0,1,1,0,win
0,0,0,1,1,22.0,0,1,0,1,lose
1,0,0,0,1,1137.0,0,1,1,0,win
1,0,0,0,1,1127.0,0,1,1,0,win
0,0,0,1,1,70.0,0,1,0,1,lose
0,0,0,2,2,223.0,0,2,0,2,lose
1,0,0,0,1,1139.0,0,1,1,0,win
1,0,0,1,2,175.0,0,2,1,1,lose
1,0,0,1,2,1322.0,0,2,1,1,win
1,0,0,1,2,1339.0,0,2,1,1,win
1,0,0,0,1,60.0,0,1,1,0,lose
0,0,0,1,1,1159.0,0,1,0,1,win
0,0,0,1,1,1145.0,0,1,0,1,win
1,0,0,0,1,1123.0,0,1,1,0,win
