Blue Eaten,CTD,EarlyBird,Orange Eaten,Penalty1(total),Score,Seed,Vegan,VegetarianBlue,VegetarianOrange,Win/Lose
0,0,0,2,2,1308.0,0,2,0,2,win
1,0,0,0,1,1132.0,0,1,1,0,win
1,0,0,0,1,1102.0,0,1,1,0,win
0,0,0,1,1,1055.0,0,1,0,1,win
1,0,0,0,1,1071.0,0,1,1,0,win
1,0,0,0,1,-25.0,0,1,1,0,lose
1,0,0,0,1,1156.0,0,1,1,0,win
0,0,0,1,1,160.0,0,1,0,1,lose
1,0,0,0,1,1129.0,0,1,1,0,win
1,0,0,0,1,1135.0,0,1,1,0,win
1,0,0,0,1,1137.0,0,1,1,0,win
1,0,0,1,2,1356.0,0,2,1,1,win
1,0,0,0,1,1135.0,0,1,1,0,win
1,0,0,1,2,1343.0,0,2,1,1,win
1,0,0,0,1,1099.0,0,1,1,0,win
2,0,0,0,2,1334.0,0,2,2,0,win
1,0,0,0,1,1096.0,0,1,1,0,win
0,0,0,1,1,32.0,0,1,0,1,lose
0,0,0,1,1,86.0,0,1,0,1,lose
1,0,0,0,1,1120.0,0,1,1,0,win
0,0,0,1,1,1139.0,0,1,0,1,win
1,0,0,0,1,1161.0,0,1,1,0,win
1,0,0,0,1,1089.0,0,1,1,0,win
1,0,0,0,1,1159.0,0,1,1,0,win
2,1,0,0,3,1363.0,0,2,2,0,win
0,0,0,1,1,1157.0,0,1,0,1,win
1,0,0,0,1,1058.0,0,1,1,0,win
1,0,0,0,1,1149.0,0,1,1,0,win
0,0,0,1,1,1117.0,0,1,0,1,win
0,0,0,1,1,1108.0,0,1,0,1,win
1,0,0,0,1,1147.0,0,1,1,0,win
1,0,0,1,2,1339.0,0,2,1,1,win
1,0,0,0,1,1133.0,0,1,1,0,win
2,0,1,0,2,1320.0,0,2,2,0,win
0,0,0,1,1,1131.0,0,1,0,1,win
1,0,0,0,1,1122.0,0,1,1,0,win
0,0,0,1,1,1142.0,0,1,0,1,win
0,0,0,1,1,1174.0,0,1,0,1,win
0,0,0,1,1,1154.0,0,1,0,1,win
1,0,0,0,1,1150.0,0,1,1,0,win
1,0,0,0,1,1077.0,0,1,1,0,win
0,0,0,1,1,1106.0,0,1,0,1,win
0,0,0,1,1,-3.0,0,1,0,1,lose
0,0,0,1,1,1145.0,0,1,0,1,win
2,0,0,0,2,1270.0,0,2,2,0,win
0,0,0,1,1,1075.0,0,1,0,1,win
1,0,0,0,1,1143.0,0,1,1,0,win
0,0,0,1,1,1154.0,0,1,0,1,win
1,0,0,0,1,1118.0,0,1,1,0,win
1,0,0,0,1,1130.0,0,1,1,0,win
1,0,0,0,1,1085.0,0,1,1,0,win
0,0,0,1,1,1126.0,0,1,0,1,win
1,0,0,0,1,1109.0,0,1,1,0,win
1,0,0,0,1,1126.0,0,1,1,0,win
0,0,0,1,1,3.0,0,1,0,1,lose
1,0,0,1,2,234.0,0,2,1,1,lose
2,0,0,0,2,1200.0,0,2,2,0,win
2,0,0,1,3,1441.0,0,3,2,1,win
1,0,0,0,1,1149.0,0,1,1,0,win
0,0,0,1,1,1169.0,0,1,0,1,win
0,0,0,1,1,1156.0,0,1,0,1,win
1,0,0,0,1,1140.0,0,1,1,0,win
0,0,0,1,1,1024.0,0,1,0,1,win
1,0,0,1,2,1309.0,0,2,1,1,win
1,0,0,0,1,1156.0,0,1,1,0,win
0,0,0,1,1,45.0,0,1,0,1,lose
1,0,0,0,1,1054.0,0,1,1,0,win
0,0,0,1,1,1068.0,0,1,0,1,win
0,0,0,1,1,1122.0,0,1,0,1,win
1,0,0,0,1,1134.0,0,1,1,0,win
1,0,0,0,1,1119.0,0,1,1,0,win
1,0,0,0,1,1139.0,0,1,1,0,win
1,0,0,0,1,1131.0,0,1,1,0,win
1,0,0,0,1,1123.0,0,1,1,0,win
1,0,1,0,1,1148.0,0,1,1,0,win
1,0,0,0,1,1163.0,0,1,1,0,win
