Blue Eaten,CTD,EarlyBird,Orange Eaten,Penalty1(total),Score,Seed,Vegan,VegetarianBlue,VegetarianOrange,Win/Lose
1,0,0,1,2,1333.0,0,2,1,1,win
1,0,0,0,1,1064.0,0,1,1,0,win
2,0,0,0,2,1329.0,0,2,2,0,win
0,0,0,1,1,1153.0,0,1,0,1,win
1,0,0,0,1,84.0,0,1,1,0,lose
2,0,0,0,2,1279.0,0,2,2,0,win
1,0,0,0,1,1040.0,0,1,1,0,win
0,0,0,1,1,1120.0,0,1,0,1,win
0,0,0,1,1,1164.0,0,1,0,1,win
1,0,0,1,2,1344.0,0,2,1,1,win
1,0,0,0,1,1099.0,0,1,1,0,win
1,0,0,0,1,1128.0,0,1,1,0,win
0,0,0,1,1,1075.0,0,1,0,1,win
0,0,0,1,1,1118.0,0,1,0,1,win
0,0,1,0,0,220.0,0,0,0,0,timeout
1,0,0,0,1,1113.0,0,1,1,0,win
1,0,0,0,1,1064.0,0,1,1,0,win
0,0,0,1,1,1137.0,0,1,0,1,win
0,0,0,2,2,1357.0,0,2,0,2,win
1,0,0,1,2,1300.0,0,2,1,1,win
0,0,0,1,1,1145.0,0,1,0,1,win
1,0,0,0,1,1114.0,0,1,1,0,win
0,0,0,1,1,1116.0,0,1,0,1,win
0,0,0,1,1,73.0,0,1,0,1,lose
1,0,0,0,1,1133.0,0,1,1,0,win
0,0,0,1,1,2.0,0,1,0,1,lose
0,0,0,1,1,1154.0,0,1,0,1,win
1,0,0,0,1,1120.0,0,1,1,0,win
0,0,0,2,2,1306.0,0,2,0,2,win
1,0,0,0,1,1039.0,0,1,1,0,win
0,0,0,1,1,1093.0,0,1,0,1,win
1,0,0,0,1,1081.0,0,1,1,0,win
0,0,0,1,1,19.0,0,1,0,1,lose
0,0,0,1,1,1148.0,0,1,0,1,win
0,0,0,1,1,64.0,0,1,0,1,lose
0,0,0,1,1,1082.0,0,1,0,1,win
1,0,0,0,1,1101.0,0,1,1,0,win
1,0,0,0,1,1068.0,0,1,1,0,win
1,0,0,0,1,1144.0,0,1,1,0,win
0,0,0,1,1,1016.0,0,1,0,1,win
1,0,0,0,1,88.0,0,1,1,0,lose
1,0,0,1,2,297.0,0,2,1,1,lose
0,0,0,2,2,1331.0,0,2,0,2,win
1,0,0,0,1,1124.0,0,1,1,0,win
0,0,0,1,1,1103.0,0,1,0,1,win
1,0,0,0,1,1093.0,0,1,1,0,win
0,0,0,1,1,1102.0,0,1,0,1,win
0,0,0,1,1,1118.0,0,1,0,1,win
1,0,0,0,1,-243.0,0,1,1,0,lose
1,0,0,0,1,1042.0,0,1,1,0,win
1,0,0,0,1,1135.0,0,1,1,0,win
2,0,0,0,2,1303.0,0,2,2,0,win
1,0,0,0,1,1147.0,0,1,1,0,win
1,0,0,1,2,1295.0,0,2,1,1,win
0,0,0,1,1,-28.0,0,1,0,1,lose
0,0,0,1,1,1118.0,0,1,0,1,win
1,0,0,0,1,1062.0,0,1,1,0,win
0,0,0,1,1,1061.0,0,1,0,1,win
1,0,0,0,1,1089.0,0,1,1,0,win
1,0,0,0,1,1151.0,0,1,1,0,win
0,0,0,1,1,1090.0,0,1,0,1,win
0,0,0,1,1,78.0,0,1,0,1,lose
1,0,0,0,1,-41.0,0,1,1,0,lose
0,0,0,1,1,1133.0,0,1,0,1,win
0,0,0,1,1,1160.0,0,1,0,1,win
0,0,0,1,1,1085.0,0,1,0,1,win
1,0,0,0,1,1094.0,0,1,1,0,win
1,0,0,0,1,1134.0,0,1,1,0,win
1,0,0,1,2,1319.0,0,2,1,1,win
1,0,0,0,1,1142.0,0,1,1,0,win
1,0,0,0,1,-78.0,0,1,1,0,lose
0,0,0,2,2,1343.0,0,2,0,2,win
1,0,0,1,2,1326.0,0,2,1,1,win
1,0,0,0,1,1071.0,0,1,1,0,win
1,0,0,0,1,1133.0,0,1,1,0,win
1,0,0,0,1,1120.0,0,1,1,0,win
1,0,0,0,1,1135.0,0,1,1,0,win
1,0,0,0,1,1100.0,0,1,1,0,win
1,0,0,0,1,1147.0,0,1,1,0,win
1,0,0,0,1,1110.0,0,1,1,0,win
1,0,0,0,1,1111.0,0,1,1,0,win
1,0,0,1,2,188.0,0,2,1,1,lose
0,0,0,1,1,-206.0,0,1,0,1,lose
1,0,0,1,2,232.0,0,2,1,1,lose
1,0,0,0,1,43.0,0,1,1,0,lose
1,0,0,0,1,1094.0,0,1,1,0,win
1,0,0,0,1,1013.0,0,1,1,0,win
1,0,0,0,1,1078.0,0,1,1,0,win
0,0,0,1,1,-272.0,0,1,0,1,lose
