Blue Eaten,CTD,EarlyBird,Orange Eaten,Penalty1(total),Score,Seed,Vegan,VegetarianBlue,VegetarianOrange,Win/Lose
0,0,0,1,1,1105.0,0,1,0,1,win
0,0,0,1,1,96.0,0,1,0,1,lose
1,0,0,1,2,227.0,0,2,1,1,lose
0,0,0,1,1,1155.0,0,1,0,1,win
1,0,0,0,1,49.0,0,1,1,0,lose
1,0,0,0,1,1108.0,0,1,1,0,win
1,0,0,0,1,1068.0,0,1,1,0,win
0,0,0,1,1,1088.0,0,1,0,1,win
0,0,0,1,1,-115.0,0,1,0,1,lose
1,0,0,0,1,1089.0,0,1,1,0,win
0,0,0,1,1,1108.0,0,1,0,1,win
0,0,1,1,1,1130.0,0,1,0,1,win
0,0,0,1,1,1125.0,0,1,0,1,win
0,0,0,1,1,1140.0,0,1,0,1,win
0,0,0,1,1,1173.0,0,1,0,1,win
0,0,0,1,1,1110.0,0,1,0,1,win
0,0,0,1,1,1134.0,0,1,0,1,win
1,0,0,0,1,1096.0,0,1,1,0,win
1,0,0,0,1,1152.0,0,1,1,0,win
1,0,0,0,1,1119.0,0,1,1,0,win
1,0,0,0,1,1068.0,0,1,1,0,win
0,0,0,1,1,1151.0,0,1,0,1,win
1,0,0,1,2,1322.0,0,2,1,1,win
0,0,0,1,1,1137.0,0,1,0,1,win
1,0,0,0,1,1161.0,0,1,1,0,win
0,0,0,1,1,1155.0,0,1,0,1,win
1,0,0,0,1,127.0,0,1,1,0,lose
1,0,0,0,1,1099.0,0,1,1,0,win
1,0,0,0,1,1147.0,0,1,1,0,win
1,0,0,0,1,1115.0,0,1,1,0,win
0,0,0,1,1,1134.0,0,1,0,1,win
0,0,0,2,2,1304.0,0,2,0,2,win
0,0,1,0,0,888.0,0,0,0,0,win
1,0,0,0,1,44.0,0,1,1,0,lose
1,0,0,0,1,1128.0,0,1,1,0,win
0,0,0,1,1,1092.0,0,1,0,1,win
1,0,0,1,2,1352.0,0,2,1,1,win
0,0,0,1,1,1157.0,0,1,0,1,win
1,0,0,1,2,1332.0,0,2,1,1,win
0,0,0,1,1,1028.0,0,1,0,1,win
1,0,0,0,1,1140.0,0,1,1,0,win
0,0,0,1,1,1133.0,0,1,0,1,win
0,0,0,1,1,-15.0,0,1,0,1,lose
1,0,0,0,1,1148.0,0,1,1,0,win
1,0,0,0,1,1119.0,0,1,1,0,win
1,0,0,1,2,1339.0,0,2,1,1,win
