Blue Eaten,CTD,EarlyBird,Orange Eaten,Penalty1(total),Score,Seed,Vegan,VegetarianBlue,VegetarianOrange,Win/Lose
1,0,0,0,1,1145.0,0,1,1,0,win
1,0,0,1,2,1343.0,0,2,1,1,win
1,0,0,1,2,1352.0,0,2,1,1,win
0,0,0,1,1,1147.0,0,1,0,1,win
1,0,0,1,2,1319.0,0,2,1,1,win
0,0,0,1,1,1134.0,0,1,0,1,win
0,0,0,1,1,1125.0,0,1,0,1,win
1,0,0,1,2,1343.0,0,2,1,1,win
1,0,0,0,1,1118.0,0,1,1,0,win
1,0,0,0,1,1092.0,0,1,1,0,win
1,0,0,0,1,1147.0,0,1,1,0,win
0,0,0,1,1,1137.0,0,1,0,1,win
0,0,0,1,1,1158.0,0,1,0,1,win
0,0,0,1,1,1148.0,0,1,0,1,win
0,0,0,1,1,1138.0,0,1,0,1,win
1,0,0,0,1,1120.0,0,1,1,0,win
1,0,0,0,1,1156.0,0,1,1,0,win
0,0,0,1,1,1127.0,0,1,0,1,win
1,0,0,0,1,1139.0,0,1,1,0,win
1,0,0,1,2,1253.0,0,2,1,1,win
0,0,0,2,2,1319.0,0,2,0,2,win
1,0,0,1,2,1279.0,0,2,1,1,win
0,0,0,1,1,1083.0,0,1,0,1,win
1,0,0,0,1,1109.0,0,1,1,0,win
1,0,0,1,2,1339.0,0,2,1,1,win
0,0,0,1,1,1130.0,0,1,0,1,win
1,0,0,1,2,1323.0,0,2,1,1,win
1,0,0,1,2,1327.0,0,2,1,1,win
0,0,0,1,1,100.0,0,1,0,1,lose
0,0,0,1,1,1140.0,0,1,0,1,win
1,0,0,0,1,1127.0,0,1,1,0,win
0,0,0,1,1,1088.0,0,1,0,1,win
1,0,0,0,1,1107.0,0,1,1,0,win
1,0,0,0,1,1116.0,0,1,1,0,win
1,0,0,1,2,1257.0,0,2,1,1,win
1,0,0,0,1,1159.0,0,1,1,0,win
0,0,0,2,2,1333.0,0,2,0,2,win
0,0,0,1,1,1065.0,0,1,0,1,win
1,0,0,0,1,1170.0,0,1,1,0,win
