Blue Eaten,EarlyBird,Orange Eaten,Score,Seed,VegetarianOrange,Win/Lose
2,0,0,1341.0,0,0,win
2,0,1,1539.0,0,1,win
2,0,1,1534.0,0,1,win
2,0,0,1367.0,0,0,win
2,0,1,1474.0,0,1,win
2,0,1,1546.0,0,1,win
2,0,0,1345.0,0,0,win
2,0,0,1298.0,0,0,win
2,0,0,1329.0,0,0,win
2,0,1,1499.0,0,1,win
2,0,1,1542.0,0,1,win
2,0,0,213.0,0,0,lose
2,0,0,1302.0,0,0,win
2,0,0,1312.0,0,0,win
2,0,0,310.0,0,0,lose
2,0,0,1346.0,0,0,win
2,0,1,1547.0,0,1,win
2,0,0,1350.0,0,0,win
2,0,0,1342.0,0,0,win
1,0,0,-78.0,0,0,lose
1,0,1,53.0,0,1,lose
2,0,0,1289.0,0,0,win
2,0,1,1458.0,0,1,win
2,0,1,1484.0,0,1,win
1,0,1,1336.0,0,1,win
2,0,2,1715.0,0,2,win
2,0,0,184.0,0,0,lose
2,0,0,1335.0,0,0,win
2,0,0,1337.0,0,0,win
2,0,0,234.0,0,0,lose
2,0,0,1355.0,0,0,win
2,0,0,1336.0,0,0,win
2,0,0,1326.0,0,0,win
2,0,0,1341.0,0,0,win
2,0,0,1335.0,0,0,win
2,0,0,1307.0,0,0,win
2,0,0,1334.0,0,0,win
2,0,0,1311.0,0,0,win
1,0,1,1286.0,0,1,win
2,0,0,298.0,0,0,lose
2,0,0,111.0,0,0,lose
2,0,0,640.0,0,0,timeout
2,0,0,1310.0,0,0,win
2,0,0,1297.0,0,0,win
1,0,0,1091.0,0,0,win
0,0,0,-30.0,0,0,timeout
2,0,1,357.0,0,1,lose
2,0,0,1347.0,0,0,win
2,0,0,1357.0,0,0,win
2,0,0,1307.0,0,0,win
2,0,0,1280.0,0,0,win
1,0,1,98.0,0,1,lose
1,0,1,1313.0,0,1,win
2,0,0,1334.0,0,0,win
2,0,0,1298.0,0,0,win
2,0,1,1537.0,0,1,win
1,0,1,1258.0,0,1,win
2,0,0,1341.0,0,0,win
2,0,0,1345.0,0,0,win
2,0,0,182.0,0,0,lose
1,0,1,1291.0,0,1,win
1,0,1,1270.0,0,1,win
1,1,0,1141.0,0,0,win
2,0,0,1343.0,0,0,win
2,0,0,1334.0,0,0,win
2,0,1,1468.0,0,1,win
2,0,0,1294.0,0,0,win
2,0,0,1308.0,0,0,win
2,0,0,1297.0,0,0,win
2,0,0,1307.0,0,0,win
2,0,0,1332.0,0,0,win
2,0,1,1519.0,0,1,win
2,0,1,1499.0,0,1,win
2,0,1,1534.0,0,1,win
2,0,1,1500.0,0,1,win
2,0,0,247.0,0,0,lose
2,0,0,1301.0,0,0,win
1,0,0,1123.0,0,0,win
2,0,1,1538.0,0,1,win
2,0,0,1309.0,0,0,win
2,0,0,1347.0,0,0,win
2,0,0,291.0,0,0,lose
2,0,1,1492.0,0,1,win
2,0,0,1341.0,0,0,win
2,0,1,426.0,0,1,lose
2,0,0,1301.0,0,0,win
2,0,0,1327.0,0,0,win
2,0,0,1358.0,0,0,win
2,0,1,1538.0,0,1,win
2,0,0,1325.0,0,0,win
2,0,0,1332.0,0,0,win
2,1,0,1266.0,0,0,win
2,0,0,1304.0,0,0,win
2,0,2,1755.0,0,2,win
2,0,0,1293.0,0,0,win
2,0,0,1321.0,0,0,win
2,0,0,1356.0,0,0,win
2,0,1,1504.0,0,1,win
2,0,1,1469.0,0,1,win
2,0,0,1276.0,0,0,win
2,0,1,1485.0,0,1,win
2,0,0,1325.0,0,0,win
2,0,0,1278.0,0,0,win
2,0,1,430.0,0,1,lose
2,0,0,1367.0,0,0,win
2,0,0,1304.0,0,0,win
2,1,0,1315.0,0,0,win
1,0,0,-214.0,0,0,lose
1,0,0,-29.0,0,0,lose
2,0,0,1310.0,0,0,win
1,0,1,1332.0,0,1,win
2,0,1,1497.0,0,1,win
2,0,1,1518.0,0,1,win
2,0,2,1727.0,0,2,win
2,1,0,1339.0,0,0,win
2,0,0,1361.0,0,0,win
2,0,0,1340.0,0,0,win
2,0,1,1532.0,0,1,win
2,0,0,1350.0,0,0,win
2,0,0,1317.0,0,0,win
2,0,1,1478.0,0,1,win
2,0,0,1293.0,0,0,win
2,0,1,1561.0,0,1,win
1,0,1,1303.0,0,1,win
