Blue Eaten,EarlyBird,Orange Eaten,Score,Seed,VegetarianOrange,Win/Lose
2,0,1,1514.0,0,1,win
2,0,0,1318.0,0,0,win
2,0,0,1286.0,0,0,win
2,0,0,1303.0,0,0,win
2,0,0,1321.0,0,0,win
2,1,0,1287.0,0,0,win
2,0,0,1308.0,0,0,win
2,0,0,1351.0,0,0,win
1,0,0,1120.0,0,0,win
2,0,1,1503.0,0,1,win
2,0,1,305.0,0,1,lose
2,0,0,1353.0,0,0,win
1,1,0,1093.0,0,0,win
2,0,0,1250.0,0,0,win
2,0,0,1335.0,0,0,win
2,0,0,1330.0,0,0,win
2,0,0,229.0,0,0,lose
2,0,0,1327.0,0,0,win
1,0,1,279.0,0,1,lose
2,0,0,1287.0,0,0,win
2,0,0,1315.0,0,0,win
2,0,1,1510.0,0,1,win
2,0,0,1333.0,0,0,win
2,0,1,1545.0,0,1,win
2,0,1,1502.0,0,1,win
2,0,0,326.0,0,0,lose
1,0,0,-164.0,0,0,lose
2,0,0,1295.0,0,0,win
2,0,1,1508.0,0,1,win
1,0,1,1294.0,0,1,win
1,0,1,1312.0,0,1,win
2,0,1,1544.0,0,1,win
1,0,2,1484.0,0,2,win
1,0,1,1300.0,0,1,win
2,0,0,208.0,0,0,lose
2,0,2,1721.0,0,2,win
2,0,0,209.0,0,0,lose
2,0,0,1341.0,0,0,win
1,0,1,1325.0,0,1,win
2,0,0,1295.0,0,0,win
2,0,1,1520.0,0,1,win
2,0,1,264.0,0,1,lose
1,1,0,1091.0,0,0,win
2,0,1,1461.0,0,1,win
2,0,0,1301.0,0,0,win
2,0,1,1547.0,0,1,win
2,0,1,440.0,0,1,lose
2,0,1,1538.0,0,1,win
2,0,1,447.0,0,1,lose
2,0,1,1526.0,0,1,win
2,0,1,1529.0,0,1,win
2,0,1,493.0,0,1,lose
1,0,0,-233.0,0,0,lose
2,0,1,1521.0,0,1,win
2,0,0,1340.0,0,0,win
2,0,1,1523.0,0,1,win
1,0,1,1324.0,0,1,win
2,0,0,1309.0,0,0,win
2,0,0,1331.0,0,0,win
1,0,0,-176.0,0,0,lose
2,0,0,1305.0,0,0,win
1,0,1,1307.0,0,1,win
2,0,0,250.0,0,0,lose
2,0,0,144.0,0,0,lose
2,0,1,1505.0,0,1,win
2,0,0,1326.0,0,0,win
2,0,0,1308.0,0,0,win
2,0,0,1276.0,0,0,win
2,0,0,1338.0,0,0,win
2,0,0,1315.0,0,0,win
2,0,1,1545.0,0,1,win
1,0,0,21.0,0,0,lose
2,0,1,1545.0,0,1,win
1,0,0,-79.0,0,0,lose
1,0,1,1318.0,0,1,win
2,0,0,1326.0,0,0,win
2,0,0,1339.0,0,0,win
2,0,0,1317.0,0,0,win
2,0,0,1337.0,0,0,win
1,1,1,1275.0,0,1,win
2,0,0,87.0,0,0,lose
2,0,0,1328.0,0,0,win
2,0,2,1686.0,0,2,win
2,0,0,1323.0,0,0,win
2,0,0,1311.0,0,0,win
2,0,0,1337.0,0,0,win
2,0,0,1327.0,0,0,win
2,0,0,1336.0,0,0,win
2,0,0,1282.0,0,0,win
2,0,0,1286.0,0,0,win
2,1,0,159.0,0,0,lose
1,0,0,54.0,0,0,lose
2,0,0,1313.0,0,0,win
2,0,0,1334.0,0,0,win
2,1,0,1356.0,0,0,win
2,0,0,1334.0,0,0,win
1,0,1,1323.0,0,1,win
2,0,0,1305.0,0,0,win
1,0,0,-129.0,0,0,lose
1,1,0,-185.0,0,0,lose
