Blue Eaten,CTD,EarlyBird,Orange Eaten,Penalty1(total),Score,Seed,VegetarianBlue,VegetarianOrange,Win/Lose
2,4,1,2,8,1757.0,0,2,2,win
2,4,1,2,8,1755.0,0,2,2,win
2,3,1,2,7,1749.0,0,2,2,win
2,4,1,2,8,1738.0,0,2,2,win
2,3,0,2,7,1701.0,0,2,2,win
2,3,0,2,7,1725.0,0,2,2,win
1,3,1,2,6,1534.0,0,1,2,win
1,3,0,2,6,1530.0,0,1,2,win
2,4,1,2,8,1728.0,0,2,2,win
2,3,1,2,7,1757.0,0,2,2,win
2,3,1,2,7,1762.0,0,2,2,win
2,4,0,2,8,1734.0,0,2,2,win
2,4,1,2,8,1747.0,0,2,2,win
2,4,1,2,8,1771.0,0,2,2,win
2,3,1,1,6,1573.0,0,2,1,win
2,4,1,2,8,1777.0,0,2,2,win
2,4,1,2,8,1745.0,0,2,2,win
2,4,1,2,8,1729.0,0,2,2,win
2,4,0,2,8,1696.0,0,2,2,win
2,4,1,2,8,1746.0,0,2,2,win
2,3,0,2,7,1743.0,0,2,2,win
2,3,1,2,7,1760.0,0,2,2,win
2,3,1,1,6,1541.0,0,2,1,win
2,3,1,1,6,373.0,0,2,1,lose
2,4,1,2,8,1733.0,0,2,2,win
2,2,1,2,6,1767.0,0,2,2,win
1,2,1,2,5,1540.0,0,1,2,win
2,4,1,2,8,1761.0,0,2,2,win
2,4,1,2,8,1736.0,0,2,2,win
2,3,1,1,6,1507.0,0,2,1,win
2,3,1,2,7,1740.0,0,2,2,win
1,2,1,2,5,1553.0,0,1,2,win
2,4,0,2,8,1774.0,0,2,2,win
2,4,1,2,8,1745.0,0,2,2,win
2,4,1,2,8,1739.0,0,2,2,win
2,4,1,2,8,1767.0,0,2,2,win
2,3,1,2,7,1689.0,0,2,2,win
2,3,0,2,7,712.0,0,2,2,lose
2,3,0,1,6,1520.0,0,2,1,win
2,2,1,1,5,1538.0,0,2,1,win
2,4,1,2,8,1730.0,0,2,2,win
2,4,1,2,8,1734.0,0,2,2,win
2,4,0,2,8,1755.0,0,2,2,win
2,4,1,2,8,1759.0,0,2,2,win
2,3,0,2,7,1730.0,0,2,2,win
2,3,1,1,6,1533.0,0,2,1,win
2,4,1,2,8,1770.0,0,2,2,win
2,2,1,1,5,1565.0,0,2,1,win
2,4,1,2,8,1772.0,0,2,2,win
2,4,0,2,8,1764.0,0,2,2,win
2,4,1,2,8,1734.0,0,2,2,win
2,4,1,2,8,1760.0,0,2,2,win
2,4,1,2,8,1710.0,0,2,2,win
1,3,0,2,6,1518.0,0,1,2,win
2,4,1,2,8,1750.0,0,2,2,win
2,2,1,1,5,1529.0,0,2,1,win
2,4,0,2,8,1724.0,0,2,2,win
2,4,1,2,8,1762.0,0,2,2,win
2,3,0,2,7,1759.0,0,2,2,win
2,4,1,2,8,1750.0,0,2,2,win
1,3,0,2,6,1558.0,0,1,2,win
2,4,1,2,8,1751.0,0,2,2,win
2,4,1,2,8,1748.0,0,2,2,win
2,4,1,2,8,1729.0,0,2,2,win
2,4,1,2,8,1731.0,0,2,2,win
2,4,1,2,8,1773.0,0,2,2,win
