Blue Eaten,CTD,EarlyBird,Orange Eaten,Penalty1(total),Score,Seed,VegetarianBlue,VegetarianOrange,Win/Lose
2,3,1,2,7,1726.0,0,2,2,win
2,4,1,2,8,644.0,0,2,2,lose
2,4,0,2,8,1735.0,0,2,2,win
2,4,1,2,8,1746.0,0,2,2,win
2,4,1,2,8,617.0,0,2,2,lose
2,4,1,2,8,1692.0,0,2,2,win
2,4,1,2,8,1728.0,0,2,2,win
2,4,0,2,8,1701.0,0,2,2,win
2,3,0,1,6,1557.0,0,2,1,win
1,0,1,0,1,-170.0,0,1,0,lose
2,3,1,2,7,1757.0,0,2,2,win
2,3,1,1,6,349.0,0,2,1,lose
1,1,1,2,4,1533.0,0,1,2,win
2,4,0,2,8,1750.0,0,2,2,win
2,4,1,2,8,1734.0,0,2,2,win
1,3,1,2,6,1543.0,0,1,2,win
2,4,1,2,8,1748.0,0,2,2,win
2,4,1,2,8,1761.0,0,2,2,win
2,4,0,2,8,1747.0,0,2,2,win
2,4,1,2,8,1725.0,0,2,2,win
2,3,1,2,7,1750.0,0,2,2,win
2,3,1,1,6,1537.0,0,2,1,win
2,4,1,2,8,1729.0,0,2,2,win
2,3,1,2,7,1759.0,0,2,2,win
2,3,1,2,7,1740.0,0,2,2,win
2,4,0,2,8,1712.0,0,2,2,win
2,4,0,2,8,1733.0,0,2,2,win
2,4,1,2,8,628.0,0,2,2,lose
2,4,0,2,8,1697.0,0,2,2,win
1,1,1,0,2,1067.0,0,1,0,win
2,4,1,2,8,1750.0,0,2,2,win
2,4,1,2,8,1731.0,0,2,2,win
2,3,1,2,7,1739.0,0,2,2,win
2,4,1,2,8,1729.0,0,2,2,win
2,3,1,2,7,1763.0,0,2,2,win
2,4,1,2,8,1738.0,0,2,2,win
2,3,1,2,7,1727.0,0,2,2,win
2,4,1,2,8,1727.0,0,2,2,win
2,3,1,1,6,1487.0,0,2,1,win
2,4,1,2,8,1714.0,0,2,2,win
2,4,1,2,8,1757.0,0,2,2,win
2,2,1,2,6,1736.0,0,2,2,win
2,4,0,2,8,1752.0,0,2,2,win
2,2,1,1,5,1531.0,0,2,1,win
2,3,1,2,7,1743.0,0,2,2,win
2,3,1,1,6,1539.0,0,2,1,win
2,4,0,2,8,1732.0,0,2,2,win
2,4,1,2,8,1704.0,0,2,2,win
2,3,0,1,6,359.0,0,2,1,lose
2,4,1,2,8,1756.0,0,2,2,win
2,2,1,1,5,408.0,0,2,1,lose
2,4,1,2,8,1752.0,0,2,2,win
2,4,0,2,8,1717.0,0,2,2,win
2,4,1,2,8,1709.0,0,2,2,win
2,4,0,2,8,1767.0,0,2,2,win
2,3,1,2,7,1748.0,0,2,2,win
2,4,1,2,8,1754.0,0,2,2,win
2,4,1,2,8,1744.0,0,2,2,win
2,4,1,2,8,1746.0,0,2,2,win
2,4,1,2,8,1732.0,0,2,2,win
2,4,1,2,8,663.0,0,2,2,lose
2,4,1,2,8,1727.0,0,2,2,win
2,4,0,2,8,1751.0,0,2,2,win
2,3,1,2,7,1734.0,0,2,2,win
2,2,1,2,6,1743.0,0,2,2,win
2,4,0,2,8,657.0,0,2,2,lose
2,3,1,2,7,1767.0,0,2,2,win
0,0,1,1,1,-163.0,0,0,1,lose
2,4,0,2,8,1724.0,0,2,2,win
2,4,0,2,8,1764.0,0,2,2,win
2,4,1,2,8,1738.0,0,2,2,win
2,3,0,2,7,1751.0,0,2,2,win
1,3,0,2,6,1564.0,0,1,2,win
2,3,1,1,6,1539.0,0,2,1,win
2,4,0,2,8,1717.0,0,2,2,win
2,4,0,2,8,1747.0,0,2,2,win
2,4,0,2,8,1705.0,0,2,2,win
2,4,1,2,8,1759.0,0,2,2,win
2,4,1,2,8,1737.0,0,2,2,win
2,4,1,2,8,1730.0,0,2,2,win
2,3,0,2,7,1756.0,0,2,2,win
2,4,1,2,8,1737.0,0,2,2,win
2,3,1,1,6,1487.0,0,2,1,win
2,3,0,1,6,1570.0,0,2,1,win
2,4,1,2,8,1756.0,0,2,2,win
2,4,1,2,8,1752.0,0,2,2,win
2,3,1,2,7,1735.0,0,2,2,win
2,3,1,1,6,433.0,0,2,1,lose
2,3,1,2,7,1744.0,0,2,2,win
2,4,0,2,8,1730.0,0,2,2,win
2,4,0,2,8,1727.0,0,2,2,win
2,4,1,2,8,1691.0,0,2,2,win
2,4,0,2,8,1754.0,0,2,2,win
2,4,1,2,8,1731.0,0,2,2,win
2,4,1,2,8,1759.0,0,2,2,win
2,4,1,2,8,1736.0,0,2,2,win
2,4,1,2,8,1743.0,0,2,2,win
2,4,1,2,8,1761.0,0,2,2,win
2,4,0,2,8,1771.0,0,2,2,win
1,3,0,2,6,1542.0,0,1,2,win
2,4,0,2,8,1710.0,0,2,2,win
2,4,0,2,8,1740.0,0,2,2,win
2,3,1,2,7,1746.0,0,2,2,win
2,4,1,2,8,1701.0,0,2,2,win
2,4,0,2,8,1755.0,0,2,2,win
2,4,1,2,8,1713.0,0,2,2,win
2,3,1,2,7,1761.0,0,2,2,win
2,4,1,2,8,755.0,0,2,2,lose
2,4,1,2,8,1749.0,0,2,2,win
1,3,1,2,6,1492.0,0,1,2,win
2,4,1,2,8,1727.0,0,2,2,win
2,4,1,2,8,1771.0,0,2,2,win
2,4,1,2,8,1756.0,0,2,2,win
2,4,1,2,8,1753.0,0,2,2,win
1,3,1,2,6,448.0,0,1,2,lose
2,4,1,2,8,1722.0,0,2,2,win
2,4,1,2,8,1712.0,0,2,2,win
2,4,1,2,8,1712.0,0,2,2,win
2,2,0,1,5,1508.0,0,2,1,win
1,1,0,1,3,23.0,0,1,1,lose
2,4,0,2,8,1763.0,0,2,2,win
2,3,1,2,7,1769.0,0,2,2,win
1,0,1,1,2,19.0,0,1,1,lose
1,3,1,2,6,1533.0,0,1,2,win
2,4,1,2,8,1770.0,0,2,2,win
2,4,1,2,8,1764.0,0,2,2,win
2,4,1,2,8,1729.0,0,2,2,win
2,4,0,2,8,1764.0,0,2,2,win
2,2,1,1,5,1516.0,0,2,1,win
2,4,0,2,8,1752.0,0,2,2,win
2,4,1,2,8,1762.0,0,2,2,win
2,3,0,1,6,1554.0,0,2,1,win
2,4,0,2,8,1749.0,0,2,2,win
1,3,1,2,6,1500.0,0,1,2,win
2,4,1,2,8,1739.0,0,2,2,win
2,4,1,2,8,1751.0,0,2,2,win
2,4,1,2,8,1731.0,0,2,2,win
2,3,1,2,7,1735.0,0,2,2,win
2,4,1,2,8,1716.0,0,2,2,win
2,4,1,2,8,1739.0,0,2,2,win
0,0,1,1,1,-175.0,0,0,1,lose
1,2,1,2,5,1546.0,0,1,2,win
2,3,1,2,7,1755.0,0,2,2,win
2,4,1,2,8,1734.0,0,2,2,win
2,4,1,2,8,1727.0,0,2,2,win
2,4,1,2,8,1734.0,0,2,2,win
2,4,0,2,8,1751.0,0,2,2,win
2,3,1,2,7,744.0,0,2,2,lose
2,4,1,2,8,1740.0,0,2,2,win
2,4,1,2,8,1741.0,0,2,2,win
2,4,1,2,8,1750.0,0,2,2,win
2,4,1,2,8,1755.0,0,2,2,win
2,3,1,2,7,1760.0,0,2,2,win
1,1,0,1,3,173.0,0,1,1,lose
2,4,0,2,8,1726.0,0,2,2,win
1,2,1,1,4,1345.0,0,1,1,win
2,3,1,2,7,1756.0,0,2,2,win
2,4,1,2,8,1716.0,0,2,2,win
2,3,1,1,6,1507.0,0,2,1,win
2,4,0,2,8,1721.0,0,2,2,win
2,4,1,2,8,1763.0,0,2,2,win
2,4,1,2,8,1766.0,0,2,2,win
1,3,1,2,6,1513.0,0,1,2,win
2,4,0,2,8,1720.0,0,2,2,win
2,3,1,2,7,1691.0,0,2,2,win
2,4,1,2,8,1738.0,0,2,2,win
2,3,1,1,6,1536.0,0,2,1,win
2,4,1,2,8,675.0,0,2,2,lose
2,4,0,2,8,1705.0,0,2,2,win
2,4,0,2,8,1737.0,0,2,2,win
2,4,0,2,8,1715.0,0,2,2,win
2,4,0,2,8,1760.0,0,2,2,win
2,4,1,2,8,1731.0,0,2,2,win
1,2,1,2,5,1511.0,0,1,2,win
2,4,1,2,8,1741.0,0,2,2,win
1,2,1,1,4,35.0,0,1,1,lose
2,3,0,2,7,1754.0,0,2,2,win
2,4,1,2,8,1716.0,0,2,2,win
2,4,1,2,8,1711.0,0,2,2,win
2,4,0,2,8,1700.0,0,2,2,win
2,3,0,2,7,1745.0,0,2,2,win
2,3,1,1,6,1568.0,0,2,1,win
2,3,0,1,6,1546.0,0,2,1,win
2,4,0,2,8,1724.0,0,2,2,win
2,4,1,2,8,1751.0,0,2,2,win
2,4,1,2,8,1724.0,0,2,2,win
2,3,1,2,7,1761.0,0,2,2,win
2,4,1,2,8,1754.0,0,2,2,win
2,2,1,2,6,649.0,0,2,2,lose
2,4,0,2,8,732.0,0,2,2,lose
2,3,1,2,7,1716.0,0,2,2,win
2,3,1,2,7,1710.0,0,2,2,win
2,3,1,2,7,1716.0,0,2,2,win
2,3,1,2,7,1719.0,0,2,2,win
2,3,1,1,6,420.0,0,2,1,lose
1,3,0,2,6,1531.0,0,1,2,win
2,4,0,2,8,1747.0,0,2,2,win
2,4,1,2,8,1737.0,0,2,2,win
2,4,1,2,8,1775.0,0,2,2,win
1,1,1,1,3,170.0,0,1,1,lose
2,4,1,2,8,1719.0,0,2,2,win
2,2,1,2,6,546.0,0,2,2,lose
2,4,1,2,8,1719.0,0,2,2,win
2,4,0,2,8,1742.0,0,2,2,win
2,3,1,1,6,1505.0,0,2,1,win
2,3,1,2,7,1713.0,0,2,2,win
1,3,1,2,6,1501.0,0,1,2,win
2,3,1,2,7,1743.0,0,2,2,win
2,4,1,2,8,1725.0,0,2,2,win
2,3,0,2,7,645.0,0,2,2,lose
2,3,1,2,7,1697.0,0,2,2,win
2,4,1,2,8,1764.0,0,2,2,win
2,4,1,2,8,1756.0,0,2,2,win
1,2,1,2,5,1516.0,0,1,2,win
2,4,1,2,8,1729.0,0,2,2,win
2,4,1,2,8,1755.0,0,2,2,win
2,4,0,2,8,1748.0,0,2,2,win
2,4,0,2,8,1710.0,0,2,2,win
2,3,1,2,7,1719.0,0,2,2,win
2,2,1,1,5,1512.0,0,2,1,win
2,4,0,2,8,715.0,0,2,2,lose
1,3,0,2,6,467.0,0,1,2,lose
2,4,1,2,8,1739.0,0,2,2,win
2,4,1,2,8,1716.0,0,2,2,win
1,2,0,2,5,1553.0,0,1,2,win
2,4,0,2,8,1736.0,0,2,2,win
2,3,0,1,6,1552.0,0,2,1,win
2,4,1,2,8,1742.0,0,2,2,win
1,2,1,2,5,1552.0,0,1,2,win
2,4,1,2,8,1762.0,0,2,2,win
2,4,1,2,8,1741.0,0,2,2,win
2,3,1,2,7,632.0,0,2,2,lose
2,4,0,2,8,1691.0,0,2,2,win
2,4,0,2,8,1721.0,0,2,2,win
2,3,1,1,6,308.0,0,2,1,lose
2,4,0,2,8,727.0,0,2,2,lose
2,4,1,2,8,1734.0,0,2,2,win
0,1,0,1,2,-182.0,0,0,1,lose
2,4,0,2,8,1761.0,0,2,2,win
1,2,1,1,4,165.0,0,1,1,lose
2,4,1,2,8,1755.0,0,2,2,win
1,3,1,2,6,1566.0,0,1,2,win
2,4,0,2,8,1717.0,0,2,2,win
2,4,1,2,8,1739.0,0,2,2,win
2,4,1,2,8,1764.0,0,2,2,win
2,4,1,2,8,1755.0,0,2,2,win
2,3,0,2,7,1731.0,0,2,2,win
2,4,1,2,8,1667.0,0,2,2,win
2,4,1,2,8,1695.0,0,2,2,win
2,4,1,2,8,1736.0,0,2,2,win
2,4,1,2,8,1745.0,0,2,2,win
2,4,1,2,8,1710.0,0,2,2,win
1,2,1,2,5,1550.0,0,1,2,win
1,2,1,2,5,1509.0,0,1,2,win
2,4,0,2,8,1719.0,0,2,2,win
2,4,1,2,8,1775.0,0,2,2,win
2,4,1,2,8,1756.0,0,2,2,win
2,3,1,2,7,1730.0,0,2,2,win
2,4,0,2,8,1757.0,0,2,2,win
2,3,1,1,6,1546.0,0,2,1,win
2,4,1,2,8,1703.0,0,2,2,win
2,3,1,2,7,1741.0,0,2,2,win
2,4,0,2,8,1769.0,0,2,2,win
1,3,0,2,6,479.0,0,1,2,lose
2,4,1,2,8,629.0,0,2,2,lose
2,4,1,2,8,1746.0,0,2,2,win
2,4,1,2,8,1763.0,0,2,2,win
1,2,1,2,5,380.0,0,1,2,lose
1,2,1,2,5,1482.0,0,1,2,win
2,4,0,2,8,1760.0,0,2,2,win
2,3,0,2,7,1718.0,0,2,2,win
2,4,0,2,8,1725.0,0,2,2,win
2,3,1,2,7,1734.0,0,2,2,win
2,4,1,2,8,1732.0,0,2,2,win
1,3,1,2,6,1533.0,0,1,2,win
2,4,0,2,8,1752.0,0,2,2,win
2,4,1,2,8,1763.0,0,2,2,win
2,4,1,2,8,690.0,0,2,2,lose
2,4,1,2,8,1737.0,0,2,2,win
2,4,1,2,8,1751.0,0,2,2,win
2,4,0,2,8,1755.0,0,2,2,win
2,4,1,2,8,1752.0,0,2,2,win
2,4,1,2,8,1740.0,0,2,2,win
2,4,1,2,8,1757.0,0,2,2,win
2,4,0,2,8,1750.0,0,2,2,win
2,2,1,2,6,1746.0,0,2,2,win
2,4,1,2,8,1745.0,0,2,2,win
2,4,1,2,8,1770.0,0,2,2,win
2,4,0,2,8,1774.0,0,2,2,win
