Blue Eaten,CTD,EarlyBird,Orange Eaten,Penalty1(total),Score,Seed,VegetarianBlue,VegetarianOrange,Win/Lose
2,3,1,2,7,1751.0,0,2,2,win
1,1,1,0,2,-163.0,0,1,0,lose
2,2,1,0,4,1246.0,0,2,0,win
2,4,1,2,8,1769.0,0,2,2,win
2,4,1,2,8,1764.0,0,2,2,win
1,0,1,1,2,1284.0,0,1,1,win
2,4,1,2,8,1737.0,0,2,2,win
2,4,1,2,8,1748.0,0,2,2,win
2,4,0,2,8,1717.0,0,2,2,win
2,4,0,2,8,1728.0,0,2,2,win
2,3,1,2,7,1730.0,0,2,2,win
2,3,1,2,7,1726.0,0,2,2,win
2,4,0,2,8,1753.0,0,2,2,win
2,4,1,2,8,1751.0,0,2,2,win
2,4,1,2,8,1749.0,0,2,2,win
2,4,1,2,8,1743.0,0,2,2,win
2,4,1,2,8,1679.0,0,2,2,win
1,3,0,2,6,1509.0,0,1,2,win
2,4,0,2,8,1739.0,0,2,2,win
2,3,0,1,6,1522.0,0,2,1,win
1,2,0,2,5,1502.0,0,1,2,win
2,4,1,2,8,1720.0,0,2,2,win
2,4,1,2,8,1715.0,0,2,2,win
1,1,1,0,2,-176.0,0,1,0,lose
1,1,0,1,3,87.0,0,1,1,lose
1,3,0,2,6,1513.0,0,1,2,win
2,4,1,2,8,1707.0,0,2,2,win
2,4,0,2,8,1695.0,0,2,2,win
2,4,0,2,8,1708.0,0,2,2,win
2,4,1,2,8,1747.0,0,2,2,win
2,3,1,1,6,1541.0,0,2,1,win
2,4,1,2,8,1718.0,0,2,2,win
1,3,0,2,6,1546.0,0,1,2,win
2,4,1,2,8,643.0,0,2,2,lose
2,2,1,2,6,559.0,0,2,2,lose
2,3,1,1,6,1536.0,0,2,1,win
2,3,1,1,6,1490.0,0,2,1,win
1,3,1,2,6,1499.0,0,1,2,win
1,1,1,1,3,153.0,0,1,1,lose
2,4,1,2,8,1718.0,0,2,2,win
2,4,1,2,8,1747.0,0,2,2,win
2,4,1,2,8,1740.0,0,2,2,win
2,4,1,2,8,651.0,0,2,2,lose
1,2,1,1,4,1301.0,0,1,1,win
2,3,1,2,7,1733.0,0,2,2,win
2,4,1,2,8,1721.0,0,2,2,win
1,3,1,2,6,1522.0,0,1,2,win
2,2,0,2,6,1759.0,0,2,2,win
2,4,1,2,8,1715.0,0,2,2,win
2,3,0,2,7,1725.0,0,2,2,win
2,4,1,2,8,1731.0,0,2,2,win
1,3,1,2,6,1491.0,0,1,2,win
2,4,1,2,8,726.0,0,2,2,lose
2,4,1,2,8,1740.0,0,2,2,win
2,4,1,2,8,1717.0,0,2,2,win
