Blue Eaten,CTD,EarlyBird,Orange Eaten,Penalty1(total),Score,Seed,VegetarianBlue,VegetarianOrange,Win/Lose
2,3,1,2,7,1746.0,0,2,2,win
1,3,1,2,6,1535.0,0,1,2,win
2,3,1,1,6,1529.0,0,2,1,win
2,4,1,2,8,1755.0,0,2,2,win
2,3,0,1,6,1524.0,0,2,1,win
2,3,1,2,7,1720.0,0,2,2,win
2,4,0,2,8,1776.0,0,2,2,win
2,4,1,2,8,1760.0,0,2,2,win
2,2,0,1,5,1536.0,0,2,1,win
2,3,0,2,7,1714.0,0,2,2,win
2,4,1,2,8,1759.0,0,2,2,win
2,3,0,2,7,1748.0,0,2,2,win
2,3,0,2,7,1753.0,0,2,2,win
1,3,1,2,6,1548.0,0,1,2,win
1,3,1,2,6,1537.0,0,1,2,win
2,2,0,1,5,1534.0,0,2,1,win
1,1,0,2,4,1531.0,0,1,2,win
2,3,0,1,6,456.0,0,2,1,lose
2,4,0,2,8,1695.0,0,2,2,win
2,3,1,1,6,1549.0,0,2,1,win
2,3,1,1,6,1546.0,0,2,1,win
2,4,1,2,8,552.0,0,2,2,lose
2,4,0,2,8,1757.0,0,2,2,win
2,3,0,2,7,1747.0,0,2,2,win
2,4,1,2,8,1725.0,0,2,2,win
1,3,1,2,6,1511.0,0,1,2,win
2,2,1,1,5,1545.0,0,2,1,win
2,4,1,2,8,1731.0,0,2,2,win
2,4,1,2,8,1745.0,0,2,2,win
2,4,0,2,8,1747.0,0,2,2,win
2,4,1,2,8,1753.0,0,2,2,win
2,4,1,2,8,1759.0,0,2,2,win
2,3,1,2,7,1692.0,0,2,2,win
2,4,0,2,8,1736.0,0,2,2,win
1,0,1,1,2,21.0,0,1,1,lose
2,4,1,2,8,1759.0,0,2,2,win
2,3,1,2,7,530.0,0,2,2,lose
2,2,1,1,5,1541.0,0,2,1,win
2,3,0,2,7,1731.0,0,2,2,win
2,4,0,2,8,1726.0,0,2,2,win
2,4,1,2,8,1753.0,0,2,2,win
1,1,1,1,3,28.0,0,1,1,lose
2,2,1,1,5,347.0,0,2,1,lose
2,4,0,2,8,1740.0,0,2,2,win
2,4,0,2,8,1750.0,0,2,2,win
1,1,1,0,2,-182.0,0,1,0,lose
2,3,0,2,7,1739.0,0,2,2,win
2,4,1,2,8,1759.0,0,2,2,win
2,4,1,2,8,1739.0,0,2,2,win
2,3,1,1,6,1542.0,0,2,1,win
2,4,1,2,8,1712.0,0,2,2,win
1,2,1,1,4,25.0,0,1,1,lose
2,4,0,2,8,1741.0,0,2,2,win
2,3,0,1,6,1544.0,0,2,1,win
2,3,1,2,7,1751.0,0,2,2,win
2,4,1,2,8,1761.0,0,2,2,win
2,3,1,2,7,1720.0,0,2,2,win
2,4,1,2,8,1773.0,0,2,2,win
2,3,1,2,7,1761.0,0,2,2,win
2,4,1,2,8,1763.0,0,2,2,win
2,4,1,2,8,1744.0,0,2,2,win
2,4,1,2,8,1745.0,0,2,2,win
2,4,1,2,8,1747.0,0,2,2,win
2,4,0,2,8,1757.0,0,2,2,win
2,4,1,2,8,1733.0,0,2,2,win
2,4,1,2,8,1759.0,0,2,2,win
2,4,1,2,8,1771.0,0,2,2,win
2,4,0,2,8,588.0,0,2,2,lose
2,4,1,2,8,1750.0,0,2,2,win
1,3,1,2,6,1550.0,0,1,2,win
2,4,0,2,8,1752.0,0,2,2,win
2,3,0,1,6,1552.0,0,2,1,win
2,2,0,1,5,344.0,0,2,1,lose
2,4,1,2,8,1712.0,0,2,2,win
2,3,1,1,6,1549.0,0,2,1,win
2,4,1,2,8,1704.0,0,2,2,win
2,3,0,1,6,346.0,0,2,1,lose
2,4,1,2,8,1770.0,0,2,2,win
2,4,0,2,8,1751.0,0,2,2,win
2,3,1,1,6,1539.0,0,2,1,win
0,1,1,1,2,-181.0,0,0,1,lose
2,4,1,2,8,1748.0,0,2,2,win
2,4,0,2,8,667.0,0,2,2,lose
2,4,1,2,8,636.0,0,2,2,lose
2,4,1,2,8,1750.0,0,2,2,win
2,4,0,2,8,1716.0,0,2,2,win
2,3,1,1,6,439.0,0,2,1,lose
0,1,0,1,2,-138.0,0,0,1,lose
2,4,1,2,8,1702.0,0,2,2,win
2,4,1,2,8,1767.0,0,2,2,win
1,3,0,2,6,1554.0,0,1,2,win
2,3,0,2,7,1713.0,0,2,2,win
2,4,1,2,8,1762.0,0,2,2,win
2,4,1,2,8,1730.0,0,2,2,win
2,3,1,2,7,1719.0,0,2,2,win
2,4,0,2,8,1696.0,0,2,2,win
2,4,0,2,8,678.0,0,2,2,lose
2,4,1,2,8,1755.0,0,2,2,win
2,4,1,2,8,1739.0,0,2,2,win
1,3,0,2,6,1548.0,0,1,2,win
2,3,1,2,7,498.0,0,2,2,lose
2,4,1,2,8,1727.0,0,2,2,win
2,4,1,2,8,1757.0,0,2,2,win
1,3,1,2,6,1553.0,0,1,2,win
2,4,1,2,8,1748.0,0,2,2,win
1,2,1,1,4,15.0,0,1,1,lose
2,4,1,2,8,1731.0,0,2,2,win
2,4,1,2,8,1757.0,0,2,2,win
2,3,1,2,7,1750.0,0,2,2,win
2,3,1,1,6,1505.0,0,2,1,win
2,4,1,2,8,1755.0,0,2,2,win
1,3,1,2,6,1530.0,0,1,2,win
2,4,1,2,8,1770.0,0,2,2,win
2,4,1,2,8,1739.0,0,2,2,win
1,3,0,2,6,1532.0,0,1,2,win
2,4,1,2,8,1748.0,0,2,2,win
2,3,1,2,7,1751.0,0,2,2,win
2,4,1,2,8,652.0,0,2,2,lose
2,3,1,2,7,1757.0,0,2,2,win
1,2,0,1,4,20.0,0,1,1,lose
2,4,1,2,8,1774.0,0,2,2,win
2,2,1,1,5,1501.0,0,2,1,win
2,4,1,2,8,1745.0,0,2,2,win
2,4,0,2,8,1736.0,0,2,2,win
2,3,1,2,7,1748.0,0,2,2,win
2,4,1,2,8,1763.0,0,2,2,win
2,3,1,2,7,1765.0,0,2,2,win
2,4,1,2,8,1746.0,0,2,2,win
2,4,1,2,8,1734.0,0,2,2,win
2,2,0,1,5,1545.0,0,2,1,win
2,4,1,2,8,1756.0,0,2,2,win
2,3,1,1,6,1548.0,0,2,1,win
2,3,0,1,6,1563.0,0,2,1,win
2,4,0,2,8,1753.0,0,2,2,win
2,4,0,2,8,1695.0,0,2,2,win
2,3,1,1,6,1473.0,0,2,1,win
1,1,1,1,3,20.0,0,1,1,lose
2,3,1,2,7,1773.0,0,2,2,win
2,4,0,2,8,1728.0,0,2,2,win
2,4,1,2,8,1724.0,0,2,2,win
2,4,0,2,8,1765.0,0,2,2,win
2,4,1,2,8,1737.0,0,2,2,win
2,4,0,2,8,1728.0,0,2,2,win
2,4,0,2,8,1779.0,0,2,2,win
2,4,1,2,8,1755.0,0,2,2,win
1,1,1,1,3,36.0,0,1,1,lose
2,4,1,2,8,1744.0,0,2,2,win
2,4,1,2,8,1739.0,0,2,2,win
1,2,1,2,5,337.0,0,1,2,lose
1,3,0,2,6,1491.0,0,1,2,win
2,4,1,2,8,1745.0,0,2,2,win
2,4,1,2,8,1759.0,0,2,2,win
2,3,0,2,7,1737.0,0,2,2,win
2,4,0,2,8,1771.0,0,2,2,win
1,2,0,1,4,51.0,0,1,1,lose
2,3,0,2,7,1770.0,0,2,2,win
2,4,1,2,8,1755.0,0,2,2,win
2,4,0,2,8,1742.0,0,2,2,win
2,4,1,2,8,1737.0,0,2,2,win
2,3,1,2,7,1747.0,0,2,2,win
2,4,1,2,8,1739.0,0,2,2,win
2,3,0,2,7,1727.0,0,2,2,win
2,3,1,1,6,1549.0,0,2,1,win
2,4,1,2,8,1778.0,0,2,2,win
2,3,0,1,6,1551.0,0,2,1,win
2,3,1,2,7,1748.0,0,2,2,win
2,4,0,2,8,1763.0,0,2,2,win
2,4,0,2,8,1772.0,0,2,2,win
1,3,0,2,6,1564.0,0,1,2,win
2,3,0,2,7,1756.0,0,2,2,win
2,4,1,2,8,1766.0,0,2,2,win
2,4,1,2,8,1770.0,0,2,2,win
2,4,1,2,8,1763.0,0,2,2,win
2,4,0,2,8,1748.0,0,2,2,win
2,4,1,2,8,1753.0,0,2,2,win
2,4,1,2,8,672.0,0,2,2,lose
2,3,0,1,6,400.0,0,2,1,lose
2,4,1,2,8,1736.0,0,2,2,win
2,4,0,2,8,1728.0,0,2,2,win
2,4,1,2,8,1759.0,0,2,2,win
2,3,1,2,7,1688.0,0,2,2,win
1,3,1,2,6,1543.0,0,1,2,win
2,4,1,2,8,1767.0,0,2,2,win
2,4,1,2,8,1738.0,0,2,2,win
2,4,1,2,8,1741.0,0,2,2,win
2,4,1,2,8,1766.0,0,2,2,win
2,3,0,2,7,1723.0,0,2,2,win
2,4,1,2,8,1751.0,0,2,2,win
1,2,1,2,5,1557.0,0,1,2,win
2,3,1,2,7,1730.0,0,2,2,win
2,4,1,2,8,1758.0,0,2,2,win
2,4,1,2,8,1760.0,0,2,2,win
2,3,0,1,6,1521.0,0,2,1,win
2,4,0,2,8,1767.0,0,2,2,win
2,4,1,2,8,1733.0,0,2,2,win
2,4,1,2,8,1713.0,0,2,2,win
2,4,0,2,8,1729.0,0,2,2,win
2,2,1,1,5,1545.0,0,2,1,win
2,4,1,2,8,1720.0,0,2,2,win
2,4,1,2,8,1692.0,0,2,2,win
2,4,1,2,8,1763.0,0,2,2,win
2,4,1,2,8,1752.0,0,2,2,win
2,3,1,1,6,1539.0,0,2,1,win
2,3,1,2,7,1763.0,0,2,2,win
2,4,1,2,8,1698.0,0,2,2,win
2,4,1,2,8,1763.0,0,2,2,win
1,2,0,1,4,217.0,0,1,1,lose
2,3,1,1,6,1542.0,0,2,1,win
2,4,1,2,8,1743.0,0,2,2,win
2,3,0,2,7,1744.0,0,2,2,win
