Blue Eaten,CTD,EarlyBird,Orange Eaten,Penalty1(total),Score,Seed,VegetarianBlue,VegetarianOrange,Win/Lose
2,4,0,2,8,734.0,0,2,2,lose
2,4,1,2,8,1736.0,0,2,2,win
2,3,0,2,7,1730.0,0,2,2,win
2,4,1,2,8,1716.0,0,2,2,win
2,4,1,2,8,1751.0,0,2,2,win
2,4,1,2,8,1747.0,0,2,2,win
2,4,1,2,8,1748.0,0,2,2,win
2,3,0,2,7,1769.0,0,2,2,win
2,4,1,2,8,1728.0,0,2,2,win
2,4,0,2,8,1732.0,0,2,2,win
2,3,1,2,7,1766.0,0,2,2,win
2,3,0,2,7,664.0,0,2,2,lose
2,3,1,2,7,1756.0,0,2,2,win
2,3,1,1,6,1533.0,0,2,1,win
1,2,1,1,4,1338.0,0,1,1,win
2,4,1,2,8,1732.0,0,2,2,win
2,3,1,2,7,1734.0,0,2,2,win
2,3,0,2,7,1725.0,0,2,2,win
1,2,0,1,4,38.0,0,1,1,lose
2,3,1,2,7,1725.0,0,2,2,win
1,2,1,2,5,1544.0,0,1,2,win
2,4,1,2,8,1755.0,0,2,2,win
2,4,1,2,8,1748.0,0,2,2,win
2,3,1,2,7,1725.0,0,2,2,win
2,4,1,2,8,1756.0,0,2,2,win
1,2,0,1,4,35.0,0,1,1,lose
2,3,0,2,7,1726.0,0,2,2,win
2,3,1,2,7,1708.0,0,2,2,win
1,3,1,2,6,1564.0,0,1,2,win
2,4,1,2,8,1763.0,0,2,2,win
2,3,0,2,7,1691.0,0,2,2,win
2,3,1,1,6,395.0,0,2,1,lose
2,4,1,2,8,1771.0,0,2,2,win
2,4,1,2,8,1739.0,0,2,2,win
2,4,1,2,8,1745.0,0,2,2,win
2,4,1,2,8,1724.0,0,2,2,win
0,1,1,1,2,-184.0,0,0,1,lose
1,2,1,1,4,30.0,0,1,1,lose
2,3,1,1,6,1542.0,0,2,1,win
2,3,1,2,7,1742.0,0,2,2,win
2,3,1,1,6,1521.0,0,2,1,win
2,3,1,2,7,665.0,0,2,2,lose
2,4,0,2,8,1772.0,0,2,2,win
2,3,1,2,7,1732.0,0,2,2,win
2,4,1,2,8,1708.0,0,2,2,win
2,4,1,2,8,1757.0,0,2,2,win
2,4,0,2,8,1753.0,0,2,2,win
2,4,1,2,8,1701.0,0,2,2,win
2,3,1,2,7,1739.0,0,2,2,win
2,3,1,2,7,1752.0,0,2,2,win
